PG.ProteinGroups,cancer,control
Q05707,1,1
Q05823,1,1
Q05940,1,1
Q06033,1,1
Q06124,1,1
Q06136,1,1
Q06141,1,1
Q06187,1,1
Q06210,1,1
Q06323,1,1
Q06481,1,1
Q06828,1,1
Q06830,1,1
Q07020,1,1
Q07021,1,1
Q07507,1,1
Q07812,1,1
Q07866,1,1
Q07954,1,1
Q07955,1,1
Q07960,1,1
Q08174,1,1
Q08209,1,1
Q08257,1,1
Q08379,1,1
Q08380,1,1
Q08397,1,1
Q08426,1,1
Q08431,1,1
Q08495,1,1
Q08554,1,1
Q08629,1,1
Q08722,1,1
Q08752,1,1
Q08830,1,1
Q09327,1,1
Q09328,1,1
Q09470,1,1
Q09666,1,1
Q0VAF6,1,1
Q0VD83,1,1
Q0ZGT2,1,1
Q10471,1,1
Q10472,1,1
Q10567,1,1
Q10588,1,1
Q12765,1,1
Q12768,1,1
Q12794,1,1
Q12797,1,1
Q12800,1,1
Q12805,1,1
Q12841,1,1
Q12846,1,1
Q12851,1,1
Q12882,1,1
Q12904,1,1
Q12907,1,1
Q12912,1,1
Q12913,1,1
Q12931,1,1
Q12965,1,1
Q12974;Q93096,1,1
Q12982,1,1
Q13011,1,1
Q13033,1,1
Q13042,1,1
Q13043,1,1
Q13045,1,1
Q13057,1,1
Q13094,1,1
Q13098,1,1
Q13103,1,1
Q13107,1,1
Q13126,1,1
Q13131,1,1
Q13136,1,1
Q13144,1,1
Q13148,1,1
Q13162,1,1
Q13177,1,1
Q13185,1,1
Q13188,1,1
Q13190,1,1
Q13200,1,1
Q13201,1,1
Q13214,1,1
Q13217,1,1
Q13228,1,1
Q13247,1,1
Q13283,1,1
Q13303,1,1
Q13316,1,1
Q13347,1,1
Q13361,1,1
Q13363,1,1
Q13404,1,1
Q13409,1,1
Q13418,1,1
Q13421,1,1
Q13423,1,1
Q13435,1,1
Q13438,1,1
Q13442,1,1
Q13444,1,1
Q13459,1,1
Q13464,1,1
Q13492,1,1
Q13496,1,1
Q13501,1,1
Q13510,1,1
Q13526,1,1
Q13546,1,1
Q13554,1,1
Q13555,1,1
Q13557,1,1
Q13561,1,1
Q13564,1,1
Q13576,1,1
Q13586,1,1
Q13596,1,1
Q13609,1,1
Q13610,1,1
Q13617,1,1
Q13618,1,1
Q13619,1,1
Q13620,1,1
Q13627,1,1
Q13630,1,1
Q13637,1,1
Q13642,1,1
Q13643,1,1
Q13683,1,1
Q13724,1,1
Q13753,1,0
Q13790,1,1
Q13813,1,1
Q13822,1,1
Q13838,1,1
Q13867,1,1
Q13884,1,1
Q13885;Q9BVA1,1,1
Q13938,1,0
Q13976,1,1
Q14008,1,1
Q14011,1,1
Q14012,1,1
Q14019,1,1
Q14088,1,1
Q14103,1,1
Q14112,1,1
Q14116,1,1
Q14118,1,1
Q14126,1,1
Q14139,1,1
Q14141,1,1
Q14152,1,1
Q14155,1,1
Q14156,1,1
Q14157,1,1
Q14161,1,1
Q14162,1,1
Q14165,1,1
Q14166,1,1
Q14185,1,1
Q14192,1,1
Q14203,1,1
Q14204,1,1
Q14232,1,1
Q14240,1,1
Q14242,1,1
Q14247,1,1
Q14254,1,1
Q14257,1,1
Q14258,1,1
Q14289,1,1
Q14314,1,1
Q14318,1,1
Q14344,1,1
Q14392,1,1
Q14393,1,1
Q14432,1,1
Q14444,1,1
Q14515,1,1
Q14517,1,1
Q14520,1,1
Q14554,1,1
Q14558,1,1
Q14571,1,1
Q14574,1,1
Q14624,1,1
Q14642,1,1
Q14643,1,1
Q14644,1,1
Q14677,1,1
Q14696,1,1
Q14697,1,1
Q14699,1,1
Q14738,1,1
Q14764,1,1
Q14766,1,1
Q14767,1,1
Q14789,1,1
Q14847,1,1
Q14956,1,1
Q14974,1,1
Q14BN4,1,1
Q14C86,1,1
Q15005,1,1
Q15006,1,1
Q15008,1,1
Q15018,1,1
Q15019,1,1
Q15029,1,1
Q15036,1,1
Q15042,1,1
Q15046,1,1
Q15052,1,1
Q15056,1,1
Q15057,1,1
Q15063,1,1
Q15067,1,1
Q15075,1,1
Q15084,1,1
Q15113,1,1
Q15118,1,1
Q15121,1,1
Q15126,1,1
Q15147,1,1
Q15149,1,1
Q15165,1,1
Q15166,1,1
Q15172,1,1
Q15181,1,1
Q15185,1,1
Q15208,1,1
Q15257,1,1
Q15262,1,1
Q15286,1,1
Q15293,1,1
Q15311,1,1
Q15363,1,1
Q15365,1,1
Q15366,1,1
Q15369,1,1
Q15370,1,1
Q15382,1,1
Q15386,1,1
Q15389,1,1
Q15404,1,1
Q15418,1,1
Q15424,1,1
Q15435,1,1
Q15436,1,1
Q15477,1,1
Q15485,1,1
Q15555,1,1
Q15582,1,1
Q15628,1,1
Q15629,1,1
Q15631,1,1
Q15642,1,1
Q15691,1,1
Q15738,1,1
Q15746,1,1
Q15750,1,1
Q15762,1,1
Q15771,1,1
Q15785,1,1
Q15796,1,1
Q15797,1,1
Q15813,1,1
Q15833,1,1
Q15836,1,1
Q15904,1,1
Q15907,1,1
Q15942,1,1
Q16181,1,1
Q16270,1,1
Q16363,1,1
Q16401,1,1
Q16512,1,1
Q16531,1,1
Q16537,1,1
Q16539,1,1
Q16543,1,1
Q16555,1,1
Q16581,1,1
Q16595,1,1
Q16610,1,1
Q16627,1,1
Q16643,1,1
Q16644,1,1
Q16698,1,1
Q16706,1,1
Q16718,1,1
Q16719,1,0
Q16740,1,1
Q16762,1,1
Q16769,1,1
Q16775,1,1
Q16777;Q6FI13,1,1
Q16795,1,1
Q16799,1,1
Q16820,1,1
Q16822,1,1
Q16836,1,1
Q16851,1,1
Q16881,1,1
Q16891,1,1
Q17RC7,1,1
Q1KMD3,1,1
Q27J81,1,1
Q2M389,1,1
Q2M3D2,1,1
Q2PZI1,1,1
Q32MZ4,1,1
Q32P28,1,1
Q32P44,1,1
Q3LXA3,1,1
Q3SXM5,1,1
Q3YEC7,1,1
Q3ZCW2,1,1
Q4AE62,1,1
Q4G0F5,1,1
Q4G0N0,1,1
Q4KMP7,1,1
Q4KMQ2,1,1
Q4LDE5,1,1
Q4V328,1,1
Q53EL6,1,1
Q53GG5,1,1
Q53GQ0,1,1
Q53H12,1,1
Q53H76,1,1
Q53HC9,1,1
Q53QZ3,1,1
Q53RD9,1,1
Q53T59,1,1
Q562R1,1,1
Q5BJH7,1,1
Q5BKT4;Q5I7T1,1,1
Q5EG05,1,1
Q5H9R7,1,1
Q5JRA6,1,1
Q5JRX3,1,1
Q5JSH3,1,1
Q5JSL3,1,1
Q5JSP0,1,1
Q5JU69,1,1
Q5KU26,1,1
Q5M775,1,1
Q5QJ74,1,1
Q5R3I4,1,1
Q5SGD2,1,1
Q5SQ64,1,1
Q5SW79,1,1
Q5SW96,1,1
Q5SZK8,1,1
Q5T0F9,1,1
Q5T0N5,1,1
Q5T1M5,1,1
Q5T447,1,1
Q5T4S7,1,1
Q5T5C0,1,1
Q5TAQ9,1,1
Q5TCZ1,1,1
Q5TFE4,1,1
Q5UE93,1,1
Q5VIR6,1,1
Q5VT25,1,1
Q5VVQ6,1,1
Q5VW32,1,1
Q5VW36,1,1
Q5VWC8,1,1
Q5VWZ2,1,1
Q5VY43,1,1
Q5VYK3,1,1
Q5VYS8,1,1
Q5VZ89,1,1
Q5VZK9,1,1
Q5W0V3,1,1
Q5W111,1,1
Q63HN8,1,1
Q63ZY3,1,1
Q641Q2,1,1
Q641Q3,1,1
Q658P3,1,1
Q658Y4,1,1
Q66K14,1,1
Q66K74,1,1
Q66LE6,1,1
Q684P5,1,1
Q68D51,1,1
Q68D91,1,1
Q68EM7,1,1
Q6DD88,1,1
Q6E0U4,1,1
Q6EMK4,1,1
Q6FHJ7,1,0
Q6GMV2,1,1
Q6GPI1,1,1
Q6IA69,1,1
Q6IAA8,1,1
Q6IAN0,1,1
Q6IBS0,1,1
Q6ICL3,1,1
Q6L8Q7,1,1
Q6NUJ1,1,1
Q6NUK1,1,1
Q6NVY1,1,1
Q6NXE6,1,1
Q6NYC1,1,1
Q6P1A2,1,1
Q6P1M0,1,1
Q6P1N0,1,1
Q6P2E9,1,1
Q6P3W7,1,1
Q6P3X3,1,1
Q6P4E1,1,1
Q6P587,1,1
Q6P988,1,1
Q6P996,1,1
Q6P9B6,1,1
Q6PCE3,1,1
Q6PD74,1,1
Q6PGP7,1,1
Q6PHR2,1,1
Q6PI48,1,1
Q6PIU2,1,1
Q6PJW8,1,1
Q6PKG0,1,1
Q6PL24,1,1
Q6Q788,1,1
Q6QNY0,1,1
Q6RW13,1,1
Q6ULP2,1,1
Q6UVK1,1,1
Q6UW02,1,1
Q6UWD8,1,1
Q6UWL2,1,1
Q6UWP8,1,1
Q6UWY5,1,1
Q6UX71,1,1
Q6UXB2,1,1
Q6UXB8,1,1
Q6UXI9,1,1
Q6UXV4,1,1
Q6UY14,1,1
Q6V0I7,1,1
Q6VY07,1,1
Q6WCQ1,1,1
Q6XQN6,1,1
Q6YHK3,1,1
Q6ZMI0,1,1
Q6ZNJ1,1,1
Q6ZRY4,1,1
Q6ZT21,1,1
Q6ZU35,1,1
Q6ZVM7,1,1
Q6ZWT7,1,1
Q709C8,1,1
Q70J99,1,1
Q712K3,1,1
Q76LX8,1,1
Q76M96,1,1
Q7KZF4,1,1
Q7KZI7,1,1
Q7L1Q6,1,1
Q7L1W4,1,1
Q7L266,1,1
Q7L2H7,1,1
Q7L576,1,1
Q7L591,1,1
Q7L5N1,1,1
Q7L5Y1,1,1
Q7L7X3,1,1
Q7L8L6,1,1
Q7L9L4;Q9H8S9,1,1
Q7LDG7,1,1
Q7LGC8,1,1
Q7Z2K6,1,1
Q7Z2W4,1,1
Q7Z2Z2,1,1
Q7Z304,1,1
Q7Z3J2,1,1
Q7Z3U7,1,1
Q7Z3V4,1,1
Q7Z401,1,1
Q7Z422,1,1
Q7Z434,1,1
Q7Z460,1,1
Q7Z478,1,1
Q7Z4W1,1,1
Q7Z5G4,1,1
Q7Z5L0,1,1
Q7Z5L7,1,1
Q7Z5R6,1,1
Q7Z6Z7,1,1
Q7Z7E8,1,1
Q7Z7G0,1,1
Q7Z7H5,1,1
Q86T03,1,1
Q86TH1,1,1
Q86TP1,1,1
Q86TV6,1,1
Q86TX2,1,1
Q86TY3,1,1
Q86UD1,1,1
Q86UE4,1,1
Q86UF1,1,1
Q86UP2,1,1
Q86UT6,1,1
Q86UX2,1,1
Q86UX7,1,1
Q86VP3,1,1
Q86VP6,1,1
Q86VS8,1,1
Q86VW0,1,1
Q86WI1,1,1
Q86WR0,1,1
Q86WR7,1,1
Q86WV6,1,1
Q86X10,1,1
Q86X29,1,1
Q86X76,1,1
Q86Y38,1,1
Q86Y39,1,1
Q86Y82,1,1
Q86YL5,1,1
Q86YQ8,1,1
Q86YS7,1,1
Q86YV0,1,1
Q86YW5,1,1
Q8IUI8,1,1
Q8IUK5,1,1
Q8IUL8,1,1
Q8IUN9,1,1
Q8IUR7,1,1
Q8IUX7,1,1
Q8IVB4,1,1
Q8IVT5,1,1
Q8IW45,1,1
Q8IWA5,1,1
Q8IWB7,1,1
Q8IWB9,1,1
Q8IWE2,1,1
Q8IWU5,1,1
Q8IWV7,1,1
Q8IWY4,1,1
Q8IXI1,1,1
Q8IXJ6,1,1
Q8IXK2,1,1
Q8IXQ6,1,1
Q8IY17,1,1
Q8IY22,1,1
Q8IYB5,1,1
Q8IYI6,1,1
Q8IYU8,1,1
Q8IZ81,1,1
Q8IZ83,1,1
Q8IZD0,1,1
Q8IZF2,1,1
Q8IZH2,1,1
Q8IZP0,1,1
Q8N0X7,1,1
Q8N128,1,1
Q8N1A6,1,1
Q8N1B4,1,1
Q8N1G4,1,1
Q8N2G8,1,1
Q8N2S1,1,1
Q8N335,1,1
Q8N392,1,1
Q8N3C0,1,1
Q8N3D4,1,1
Q8N3F0,1,1
Q8N3T1,1,1
Q8N436,1,1
Q8N474,1,1
Q8N490,1,1
Q8N4C8,1,1
Q8N4L2,1,1
Q8N4T8,1,1
Q8N573,1,1
Q8N5C1,1,1
Q8N5I2,1,1
Q8N5J2,1,1
Q8N5K1,1,1
Q8N5M4,1,1
Q8N699,1,1
Q8N6H7,1,1
Q8N6M0,1,1
Q8N6T3,1,1
Q8N766,1,1
Q8N983,1,1
Q8N9N7,1,1
Q8N9N8,1,1
Q8N9U0,1,1
Q8NB16,1,1
Q8NBF2,1,1
Q8NBJ4,1,1
Q8NBJ7,1,1
Q8NBM4,1,1
Q8NBM8,1,1
Q8NBP7,1,1
Q8NBQ5,1,1
Q8NBR6,1,1
Q8NBS9,1,1
Q8NBU5,1,1
Q8NBX0,1,1
Q8NBZ7,1,1
Q8NC51,1,1
Q8NCA5,1,1
Q8NCE2,1,1
Q8NCH0,1,1
Q8NCW5,1,1
Q8ND76,1,1
Q8NDA2,1,1
Q8NDB2,1,1
Q8NDZ4,1,1
Q8NE71,1,1
Q8NE86,1,1
Q8NEB9,1,1
Q8NES3,1,1
Q8NEU8,1,1
Q8NEV1,1,1
Q8NEZ2,1,1
Q8NF37,1,1
Q8NF50,1,1
Q8NFH8,1,1
Q8NFV4,1,1
Q8NG06,1,1
Q8NG11,1,1
Q8NHG8,1,1
Q8NHP6,1,1
Q8NI08,1,1
Q8NI22,1,1
Q8NI99,1,1
Q8TAT6,1,1
Q8TB03,1,1
Q8TB24,1,1
Q8TB40,1,1
Q8TB73,1,1
Q8TBC4,1,1
Q8TBF2,1,1
Q8TC07,1,1
Q8TC12,1,1
Q8TCD5,1,1
Q8TCF1,1,1
Q8TCJ2,1,1
Q8TCT8,1,1
Q8TCT9,1,1
Q8TCZ2,1,1
Q8TD06,1,1
Q8TD16,1,1
Q8TD19,1,1
Q8TD55,1,1
Q8TDB6,1,1
Q8TDL5,1,1
Q8TDX7,1,1
Q8TDZ2,1,1
Q8TEA8,1,1
Q8TEQ0,1,1
Q8TER0,1,1
Q8TEW0,1,1
Q8TEX9,1,1
Q8TF42,1,1
Q8TF64,1,1
Q8WTU2,1,1
Q8WU76,1,1
Q8WU79,1,1
Q8WU90,1,1
Q8WUA8,1,1
Q8WUD1,1,1
Q8WUJ3,1,1
Q8WUM4,1,1
Q8WUW1,1,1
Q8WUY3,1,1
Q8WVJ2,1,1
Q8WVM8,1,1
Q8WVQ1,1,1
Q8WW12,1,1
Q8WW22,1,1
Q8WWA0,1,1
Q8WWA1,1,1
Q8WWI5,1,1
Q8WWM7,1,1
Q8WWV6,1,1
Q8WWZ8,1,1
Q8WXE9,1,1
Q8WXF7,1,1
Q8WXG6,1,1
Q8WXX5,1,1
Q8WYN0,1,1
Q8WZ42,1,1
Q8WZA0,1,1
Q92187,1,1
Q92496,1,1
Q92499,1,1
Q92520,1,1
Q92522,1,1
Q92530,1,1
Q92538,1,1
Q92539,1,1
Q92542,1,1
Q92544,1,1
Q92556,1,1
Q92558,1,1
Q92563,1,1
Q92572,1,1
Q92575,1,1
Q92598,1,1
Q92604,1,1
Q92608,1,1
Q92609,1,1
Q92614,1,1
Q92616,1,1
Q92619,1,1
Q92625,1,1
Q92626,1,1
Q92673,1,1
Q92688,1,1
Q92692,1,1
Q92696,1,1
Q92734,1,1
Q92743,1,1
Q92747,1,1
Q92783,1,1
Q92804,1,1
Q92820,1,1
Q92824,1,1
Q92835,1,1
Q92841,1,1
Q92882,1,1
Q92888,1,1
Q92890,1,1
Q92900,1,1
Q92902,1,1
Q92905,1,1
Q92930,1,1
Q92947,1,1
Q92954,1,1
Q92963,1,1
Q92973,1,1
Q92974,1,1
Q93008,1,1
Q93009,1,1
Q93034,1,1
Q93050,1,1
Q93052,1,1
Q93084,1,1
Q93091,1,1
Q969M7,1,1
Q969T9,1,1
Q969V3,1,1
Q969X0,1,1
Q969X5,1,1
Q969Z0,1,1
Q96A00,1,1
Q96A32,1,1
Q96A33,1,1
Q96A49,1,1
Q96A65,1,1
Q96AB3,1,1
Q96AG4,1,1
Q96AP7,1,1
Q96AQ6,1,1
Q96AT9,1,1
Q96AX1,1,1
Q96AX2,1,1
Q96B36,1,1
Q96BJ3,1,1
Q96BS2,1,1
Q96BY6,1,1
Q96C19,1,1
Q96C24,1,1
Q96CG8,1,1
Q96CN4,1,1
Q96CN7,1,1
Q96CS3,1,1
Q96CT7,1,1
Q96CV9,1,1
Q96CW1,1,1
Q96CW5,1,1
Q96CX2,1,1
Q96D15,1,1
Q96D71,1,1
Q96DH6,1,1
Q96DZ9,1,1
Q96E17,1,1
Q96EK6,1,1
Q96EP5,1,1
Q96FN4,1,1
Q96FW1,1,1
Q96G03,1,1
Q96G23,1,1
Q96GG9,1,1
Q96GK7,1,1
Q96GW7,1,1
Q96H79,1,1
Q96HC4,1,1
Q96HN2,1,1
Q96HS1,1,1
Q96HY6,1,1
Q96I82,1,1
Q96I99,1,1
Q96IJ6,1,1
Q96IU4,1,1
Q96IX5,1,1
Q96IY4,1,1
Q96J02,1,1
Q96J42,1,1
Q96JB5,1,1
Q96JC1,1,1
Q96JF0,1,1
Q96JG6,1,1
Q96JH7,1,1
Q96JJ7,1,1
Q96JQ0,1,1
Q96K17,1,1
Q96K21,1,1
Q96K37,1,1
Q96K49,1,1
Q96K76,1,1
Q96KG9,1,1
Q96KN2,1,1
Q96KP1,1,1
Q96KP4,1,1
Q96M27,1,1
Q96M96,1,1
Q96MK2,1,1
Q96MW1,1,1
Q96N67,1,1
Q96NZ9,1,1
Q96P48,1,1
Q96P70,1,1
Q96PC5,1,1
Q96PD5,1,1
Q96PU8,1,0
Q96Q05,1,1
Q96Q06,1,1
Q96QG7,1,1
Q96QK1,1,1
Q96QR1,1,1
Q96QR8,1,1
Q96QS1,1,1
Q96RD7,1,1
Q96RI0,1,1
Q96RL7,1,1
Q96RT1,1,1
Q96S59,1,1
Q96S96,1,1
Q96S97,1,1
Q96SB3,1,1
Q96SW2,1,1
Q96T51,1,1
Q96T76,1,1
Q96TC7,1,1
Q99417,1,1
Q99418,1,1
Q99426,1,1
Q99439,1,1
Q99460,1,1
Q99471,1,1
Q99490,1,1
Q99497,1,1
Q99501,1,1
Q99523,1,1
Q99536,1,1
Q99538,1,1
Q99542,1,1
Q99574,1,1
Q99614,1,1
Q99615,1,1
Q99623,1,1
Q99627,1,1
Q99674,1,1
Q99683,1,1
Q99685,1,1
Q99704,1,1
Q99714,1,1
Q99715,1,1
Q99719,1,1
Q99729,1,0
Q99733,1,1
Q99747,1,1
Q99767,1,1
Q99798,1,1
Q99805,1,1
Q99808,1,1
Q99816,1,1
Q99828,1,1
Q99829,1,1
Q99832,1,1
Q99873,1,1
Q99943,1,1
Q99961,1,1
Q99962,1,1
Q99969,1,1
Q99972,1,1
Q99983,1,1
Q99999,1,1
Q9BPX5,1,1
Q9BPX6,1,1
Q9BQ24,1,1
Q9BQA1,1,1
Q9BQA9,1,1
Q9BQB4,1,1
Q9BQE3,1,1
Q9BQQ3,1,1
Q9BR76,1,1
Q9BRA2,1,1
Q9BRG1,1,1
Q9BRK5,1,1
Q9BRP8,1,1
Q9BRX2,1,1
Q9BS26,1,1
Q9BSF0,1,1
Q9BSH5,1,1
Q9BSJ2,1,1
Q9BSJ8,1,1
Q9BSQ5,1,1
Q9BT22,1,1
Q9BT78,1,1
Q9BTE1,1,1
Q9BTV4,1,1
Q9BTW9,1,1
Q9BTY2,1,1
Q9BTZ2,1,1
Q9BU40,1,1
Q9BUD6,1,1
Q9BUF5,1,1
Q9BUL8,1,1
Q9BUN1,1,1
Q9BUP3,1,1
Q9BV20,1,1
Q9BV40,1,1
Q9BV57,1,1
Q9BV68,1,1
Q9BVK6,1,1
Q9BW04,1,1
Q9BW83,1,1
Q9BWD1,1,1
Q9BWM7,1,1
Q9BWP8,1,1
Q9BWS9,1,1
Q9BX10,1,1
Q9BX67,1,1
Q9BX68,1,1
Q9BX93,1,1
Q9BXB4,1,1
Q9BXD5,1,1
Q9BXJ1,1,1
Q9BXK5,1,1
Q9BXN1,1,1
Q9BXR6,1,1
Q9BXS4,1,1
Q9BXS5,1,1
Q9BXX0,1,1
Q9BY32,1,1
Q9BY43,1,1
Q9BY44,1,1
Q9BY76,1,1
Q9BYC5,1,1
Q9BYE9,1,1
Q9BYH1,1,1
Q9BYJ0,1,1
Q9BYV8,1,1
Q9BYZ8,1,1
Q9BZ67,1,1
Q9BZ72,1,1
Q9BZF1,1,1
Q9BZF9,1,1
Q9BZH6,1,1
Q9BZL4,1,1
Q9BZL6,1,1
Q9BZQ8,1,1
Q9BZV1,1,1
Q9C0B1,1,0
Q9C0C9,1,1
Q9C0E2,1,1
Q9C0E8,1,1
Q9C0I1,1,1
Q9GZM7,1,1
Q9GZN8,1,1
Q9GZP0,1,1
Q9GZP4,1,1
Q9GZS3,1,1
Q9GZT8,1,1
Q9GZY6,1,1
Q9GZY8,1,1
Q9GZZ1,1,1
Q9GZZ9,1,1
Q9H019,1,1
Q9H074,1,1
Q9H098,1,1
Q9H0B8,1,1
Q9H0E2,1,1
Q9H0P0,1,1
Q9H0R4,1,1
Q9H0U3,1,1
Q9H0U4,1,1
Q9H0X4,1,1
Q9H0Z9,1,1
Q9H159,1,1
Q9H173,1,1
Q9H1B5,1,1
Q9H1E3,1,0
Q9H1E5,1,1
Q9H1P3,1,1
Q9H1Y0,1,1
Q9H1Z4,1,1
Q9H1Z8,1,1
Q9H223,1,1
Q9H244,1,1
Q9H251,1,1
Q9H257,1,1
Q9H267,1,1
Q9H269,1,1
Q9H270,1,1
Q9H299,1,1
Q9H2D6,1,1
Q9H2G2,1,1
Q9H2J4,1,1
Q9H2K8,1,1
Q9H2M9,1,1
Q9H2U2,1,1
Q9H2X0,1,1
Q9H3G5,1,1
Q9H3K6,1,1
Q9H3N1,1,1
Q9H3P7,1,1
Q9H3U1,1,1
Q9H425,1,1
Q9H444,1,1
Q9H446,1,1
Q9H479,1,1
Q9H4A3,1,1
Q9H4A4,1,1
Q9H4A6,1,1
Q9H4B6,1,1
Q9H4B7,1,1
Q9H4E7,1,1
Q9H4F8,1,1
Q9H4G4,1,1
Q9H4L5,1,1
Q9H4M9,1,1
Q9H4X1,1,1
Q9H5X1,1,1
Q9H6Q3,1,1
Q9H6S0,1,1
Q9H7C9,1,1
Q9H7D0,1,1
Q9H7D7,1,1
Q9H7J1,1,1
Q9H832,1,1
Q9H845,1,1
Q9H8H3,1,1
Q9H8L6,1,1
Q9H8W4,1,1
Q9H8Y8,1,1
Q9H910,1,1
Q9H939,1,1
Q9H9A6,1,1
Q9H9B4,1,1
Q9H9C1,1,1
Q9H9H4,1,1
Q9H9P8,1,1
Q9H9Q2,1,1
Q9HA64,1,1
Q9HAT2,1,1
Q9HAU5,1,1
Q9HAV0,1,1
Q9HB07,1,1
Q9HB40,1,1
Q9HB71,1,1
Q9HB90,1,1
Q9HBF4,1,1
Q9HBH0,1,1
Q9HBI0,1,1
Q9HBI1,1,1
Q9HBL0,1,1
Q9HC35,1,1
Q9HCB6,1,1
Q9HCC0,1,1
Q9HCG7,1,1
Q9HCL0,1,1
Q9HCM2,1,1
Q9HCN6,1,1
Q9HCU0,1,1
Q9HCU5,1,1
Q9HD20,1,1
Q9HD26,1,1
Q9HD42,1,1
Q9HD45,1,1
Q9HDC9,1,1
Q9NNX6,1,1
Q9NP55,1,1
Q9NP58,1,1
Q9NP72,1,1
Q9NP79,1,1
Q9NPA2,1,1
Q9NPB8,1,1
Q9NPG4,1,1
Q9NPJ3,1,1
Q9NPQ8,1,1
Q9NPY3,1,1
Q9NQ30,1,1
Q9NQ38,1,1
Q9NQ75,1,1
Q9NQ79,1,1
Q9NQC3,1,1
Q9NQG7,1,1
Q9NQT8,1,1
Q9NQW7,1,1
Q9NR09,1,1
Q9NR12,1,1
Q9NR28,1,1
Q9NR31,1,1
Q9NR45,1,1
Q9NR46,1,1
Q9NR50,1,1
Q9NR56,1,1
Q9NR99,1,1
Q9NRA1,1,1
Q9NRB3,1,1
Q9NRF8,1,1
Q9NRG1,1,1
Q9NRL3,1,1
Q9NRR1,1,1
Q9NRW1,1,1
Q9NRW3,1,1
Q9NRW4,1,1
Q9NRW7,1,1
Q9NRX4,1,1
Q9NRY5,1,1
Q9NS15,1,1
Q9NS28,1,1
Q9NS69,1,1
Q9NS86,1,1
Q9NSD9,1,1
Q9NSE4,1,1
Q9NSY1,1,1
Q9NT62,1,1
Q9NTJ5,1,1
Q9NTK5,1,1
Q9NUB1,1,1
Q9NUJ1,1,1
Q9NUQ9,1,1
Q9NUU7;Q9UMR2,1,1
Q9NUY8,1,1
Q9NV70,1,1
Q9NV96,1,1
Q9NVA2,1,1
Q9NVE7,1,1
Q9NVG8,1,1
Q9NVH1,1,1
Q9NVI7,1,1
Q9NVJ2,1,1
Q9NVK5,1,1
Q9NVT9,1,1
Q9NVV5,1,1
Q9NW15,1,1
Q9NW68,1,1
Q9NWV4,1,1
Q9NWV8,1,1
Q9NWZ3,1,1
Q9NX46,1,1
Q9NX63,1,1
Q9NXH8,1,1
Q9NXR7,1,1
Q9NXU5,1,1
Q9NY33,1,1
Q9NY65,1,1
Q9NYB9,1,1
Q9NYL9,1,1
Q9NYQ6,1,1
Q9NYQ8,1,1
Q9NYU2,1,1
Q9NZ01,1,1
Q9NZ08,1,1
Q9NZ09,1,1
Q9NZ32,1,1
Q9NZ53,1,1
Q9NZB2,1,1
Q9NZJ7,1,1
Q9NZK5,1,1
Q9NZL9,1,1
Q9NZM3,1,1
Q9NZN3,1,1
Q9NZN4,1,1
Q9NZN5,1,1
Q9NZP8,1,1
Q9NZQ3,1,1
Q9NZZ3,1,1
Q9P035,1,1
Q9P0I2,1,1
Q9P0J0,1,1
Q9P0J1,1,1
Q9P0J7,1,1
Q9P0L0,1,1
Q9P0S9,1,1
Q9P107,1,1
Q9P126,1,1
Q9P1Z2,1,1
Q9P253,1,1
Q9P260,1,1
Q9P265,1,1
Q9P270,1,1
Q9P289,1,1
Q9P2D3,1,1
Q9P2E9,1,1
Q9P2J5,1,1
Q9P2R7,1,1
Q9UBC2,1,1
Q9UBF2,1,1
Q9UBI1,1,1
Q9UBM7,1,1
Q9UBN7,1,1
Q9UBP0,1,0
Q9UBP4,1,1
Q9UBQ0,1,1
Q9UBQ5,1,1
Q9UBQ7,1,1
Q9UBR1,1,1
Q9UBS3,1,1
Q9UBS4,1,1
Q9UBU3,1,1
Q9UBV2,1,1
Q9UBV8,1,1
Q9UBW5,1,1
Q9UBW8,1,1
Q9UBX5,1,1
Q9UDT6,1,1
Q9UDY2,1,1
Q9UEU0,1,1
Q9UEW3,1,1
Q9UEW8,1,1
Q9UEY8,1,1
Q9UFN0,1,1
Q9UGM3,1,0
Q9UGM5,1,1
Q9UGP4,1,1
Q9UGP8,1,1
Q9UGT4,1,1
Q9UH62,1,1
Q9UHA4,1,1
Q9UHB6,1,1
Q9UHD1,1,1
Q9UHD2,1,1
Q9UHD8,1,1
Q9UHD9,1,1
Q9UHF0,1,1
Q9UHG2,1,1
Q9UHG3,1,1
Q9UHI8,1,1
Q9UHQ4,1,1
Q9UHQ9,1,1
Q9UHV9,1,1
Q9UHY1,1,1
Q9UHY7,1,1
Q9UI10,1,1
Q9UI12,1,1
Q9UI26,1,1
Q9UIA9,1,1
Q9UIB8,1,1
Q9UIC8,1,1
Q9UID3,1,1
Q9UIJ7,1,1
Q9UIQ6,1,1
Q9UJ68,1,1
Q9UJ70,1,1
Q9UJC5,1,1
Q9UJJ9,1,1
Q9UJS0,1,1
Q9UJU6,1,1
Q9UJW0,1,1
Q9UJX2,1,1
Q9UJX3,1,1
Q9UJZ1,1,1
Q9UK05,1,1
Q9UK41,1,1
Q9UK55,1,1
Q9UKE5,1,1
Q9UKG1,1,1
Q9UKK9,1,1
Q9UKM7,1,1
Q9UKM9,1,0
Q9UKP3,1,1
Q9UKR5,1,1
Q9UKT5,1,1
