PG.ProteinGroups,HYE mix A,HYE mix B
Q3KQV9,5,5
Q3LXA3,15,15
Q3MHD2,2,2
Q3SXM5,3,3
Q3SY84,2,2
Q3T8J9;Q9H869,2,0
Q3V6T2,15,15
Q3YEC7,14,13
Q3ZAQ7,3,3
Q3ZCM7,2,2
Q3ZCQ8,13,13
Q3ZCW2,4,4
Q46798,2,2
Q46802,4,6
Q46829,15,15
Q46845,5,5
Q46851,15,17
Q46856,11,12
Q46863,12,12
Q46868,4,5
Q46871,3,4
Q46893,3,4
Q46920,3,5
Q46939,3,6
Q46948,4,4
Q47146,3,6
Q49A26,12,11
Q49AR2,6,6
Q49B96,3,3
Q4G0F5,10,10
Q4G0J3,11,11
Q4G0N4,13,13
Q4G176,5,5
Q4J6C6,16,16
Q4KMP7,11,11
Q4KMQ2,10,10
Q4LE39,7,7
Q4U2R6,2,2
Q4V328,28,27
Q4VC31,4,4
Q52LJ0,11,11
Q53EL6,17,17
Q53EP0,20,20
Q53EU6,5,5
Q53EZ4,9,9
Q53F19,12,12
Q53FA7,7,7
Q53FT3,5,5
Q53GA4,3,3
Q53GQ0,10,9
Q53GS7,12,12
Q53GS9,14,14
Q53H12,11,11
Q53H47,4,4
Q53H82,6,6
Q53H96,9,9
Q53HC9,4,4
Q53HL2,5,5
Q53LP3,4,4
Q53QV2,4,4
Q53RE8,3,3
Q53S33,3,3
Q53SF7,3,3
Q53TN4,3,3
Q562E7,7,7
Q562R1,5,6
Q567U6,19,19
Q567V2,2,2
Q56P03,5,5
Q56VL3,6,6
Q57261,11,12
Q58FF6,4,4
Q58FG1,3,3
Q58WW2,4,4
Q5BJD5,3,3
Q5BJF2,2,2
Q5BJH7,4,4
Q5BKT4;Q5I7T1,3,3
Q5BKZ1,16,16
Q5C9Z4,3,3
Q5CZC0,3,3
Q5D862,6,6
Q5EBL8,4,4
Q5F1R6,13,13
Q5GLZ8,31,31
Q5H9R7,32,32
Q5H9U9,4,4
Q5HYI7,3,3
Q5HYI8,3,3
Q5HYK3,8,8
Q5J8M3,4,4
Q5JPE7,35,35
Q5JPH6,12,12
Q5JRA6,22,23
Q5JRX3,32,33
Q5JS54,2,3
Q5JSH3,34,34
Q5JSL3,10,10
Q5JSZ5,30,30
Q5JTD0,3,3
Q5JTH9,35,35
Q5JTJ3,3,3
Q5JTV8,23,23
Q5JTZ9,16,16
Q5JVF3,16,16
Q5K651,31,31
Q5M775,20,20
Q5MIZ7,2,2
Q5MNZ6,5,5
Q5NDL2,7,7
Q5PRF9,5,5
Q5QJE6,22,22
Q5R3I4,8,8
Q5RI15,2,2
Q5RKV6,10,10
Q5SNT2,5,5
Q5SRE5,32,32
Q5SSJ5,20,20
Q5SW79,28,29
Q5SWX8,7,7
Q5SXM2,3,3
Q5SY16,9,9
Q5T0D9,2,2
Q5T0F9,7,7
Q5T0N5,12,12
Q5T1C6,2,2
Q5T1M5,23,23
Q5T200,12,12
Q5T280,9,9
Q5T2E6,3,3
Q5T3I0,10,10
Q5T447,16,16
Q5T4S7,105,104
Q5T5C0,10,10
Q5T5P2,18,18
Q5T5U3,9,9
Q5T5Y3,17,18
Q5T653,8,8
Q5T6F2,20,20
Q5T6V5,10,10
Q5T8D3,6,6
Q5T8P6,18,18
Q5T9A4,10,10
Q5T9L3,7,7
Q5T9S5,2,2
Q5TA45,7,7
Q5TAQ9,10,10
Q5TBB1,7,7
Q5TC12,7,7
Q5TDH0,12,12
Q5TEC6,3,3
Q5TFE4,13,13
Q5U3C3,4,4
Q5U4P2,2,2
Q5U5X0,3,3
Q5UCC4,2,2
Q5UIP0,39,39
Q5VIR6,21,21
Q5VSL9,12,12
Q5VT06,3,3
Q5VT25,9,9
Q5VT52,32,32
Q5VT79,14,14
Q5VTL8,7,7
Q5VTR2,28,28
Q5VU97,2,2
Q5VV42,6,6
Q5VW32,8,8
Q5VW36,24,24
Q5VW38,2,2
Q5VWQ8,3,3
Q5VWZ2,6,6
Q5VYK3,51,52
Q5VYS8,7,7
Q5VZ89,16,17
Q5VZE5,9,9
Q5VZK9,21,21
Q5VZL5,10,10
Q5W0V3,6,6
Q5W0Z9,2,2
Q5XKP0,2,2
Q5XPI4,5,5
Q5XUX1,3,3
Q5ZPR3,7,7
Q63HM9,4,4
Q63HN8,91,91
Q63ZY3,21,21
Q641Q2,23,23
Q643R3,7,7
Q64LD2,2,2
Q658P3,7,7
Q658Y4,11,11
Q66K14,14,15
Q66K74,11,11
Q66LE6,3,3
Q66PJ3,4,4
Q676U5,5,5
Q68BL7,3,3
Q68CP9,15,15
Q68CQ4,12,12
Q68CQ7,2,2
Q68CZ2,34,34
Q68CZ6,6,6
Q68D10,7,7
Q68D91,4,4
Q68DH5,2,2
Q68DK2,2,2
Q68E01,21,21
Q68EM7,22,22
Q69YH5,4,4
Q69YL0,3,3
Q69YN2,12,12
Q69YN4,13,13
Q69YQ0,12,13
Q6AI08,8,8
Q6AZY7,5,5
Q6DD87,4,4
Q6DD88,22,22
Q6DHV7,2,2
Q6DKI1,9,9
Q6DKJ4,13,13
Q6EEV4,3,3
Q6EMK4,11,11
Q6FI81,16,16
Q6FIF0,4,4
Q6GMV2,6,6
Q6GMV3,5,5
Q6GQQ9,9,9
Q6GYQ0,3,3
Q6I9Y2,6,6
Q6IA86,22,22
Q6IAA8,8,8
Q6IAN0,7,7
Q6IBS0,15,16
Q6IBW4,14,14
Q6ICG6,4,4
Q6IN84,4,4
Q6IN85,15,16
Q6IQ22,8,7
Q6IQ49,6,6
Q6KB66,21,21
Q6KC79,36,36
Q6L8Q7,18,18
Q6MZP7,3,3
Q6N069,3,3
Q6NSJ0,3,3
Q6NSW5;Q8TCE6,7,7
Q6NTF9,2,2
Q6NUK1,20,20
Q6NUM6;Q9NV66,4,4
Q6NUM9,10,10
Q6NUQ4,19,19
Q6NUT3,3,3
Q6NVY1,13,13
Q6NW29,4,4
Q6NXE6,14,14
Q6NXR4,4,4
Q6NXT4,2,2
Q6NYC1,10,10
Q6NYC8,16,16
Q6NZ67,3,3
Q6NZI2,14,14
Q6NZY4,14,14
Q6P087,4,4
Q6P158,16,16
Q6P161,3,3
Q6P1A2,5,5
Q6P1J9,24,24
Q6P1L5,2,2
Q6P1L8,5,5
Q6P1M0,24,24
Q6P1N0,22,22
Q6P1N9,10,10
Q6P1Q9,6,6
Q6P1R4,2,2
Q6P1X5,4,4
Q6P1X6,3,3
Q6P2C8,3,3
Q6P2E9,35,35
Q6P2H3,5,4
Q6P2Q9,109,109
Q6P3W7,12,12
Q6P3X3,6,6
Q6P4E1,9,9
Q6P4F2,2,2
Q6P4F7,3,3
Q6P4I2,5,5
Q6P587,7,7
Q6P6C2,6,6
Q6P996,24,24
Q6P9B6,4,4
Q6P9B9,7,7
Q6PCB5,3,4
Q6PCD5,2,2
Q6PCE3,7,7
Q6PD62,19,18
Q6PD74,2,2
Q6PGP7,34,35
Q6PHR2,3,3
Q6PI48,19,19
Q6PI78,4,4
Q6PI98,3,3
Q6PID6,5,5
Q6PIJ6,6,6
Q6PIU2,15,15
Q6PIW4,3,3
Q6PJG6,22,22
Q6PJT7,20,20
Q6PK04,3,3
Q6PK18,3,3
Q6PKG0,38,38
Q6PL18,18,18
Q6PL24,5,5
Q6PML9,3,3
Q6Q547,2,2
Q6Q560,5,5
Q6R327,24,24
Q6RFH5,13,13
Q6RW13,4,4
Q6SJ93,6,6
Q6SPF0,3,3
Q6T4R5,2,2
Q6UB35,24,24
Q6UN15,11,11
Q6UUV7,7,7
Q6UVJ0,2,2
Q6UVK1,27,28
Q6UW02,5,5
Q6UW63,6,6
Q6UW68,3,3
Q6UW78,2,2
Q6UWE0,18,18
Q6UWP7,6,6
Q6UX04,12,12
Q6UX53,2,2
Q6UX71,6,6
Q6UXD5,3,3
Q6UXH1,6,6
Q6UXN9,13,13
Q6UXV4,10,10
Q6VMQ6,9,9
Q6VN20,3,3
Q6VY07,17,17
Q6W2J9,3,3
Q6WCQ1,42,42
Q6WKZ4,13,12
Q6XE24,4,4
Q6XQN6,12,12
Q6XZF7,14,14
Q6Y1H2,2,2
Q6Y7W6,20,20
Q6YHK3,26,26
Q6YN16,17,16
Q6YP21,9,9
Q6ZMG9,3,3
Q6ZNB6,10,10
Q6ZNJ1,2,2
Q6ZRP7,16,15
Q6ZRS2,7,7
Q6ZRV2,10,11
Q6ZS17,9,9
Q6ZSJ8,3,3
Q6ZSR9,7,7
Q6ZSZ5,4,4
Q6ZU35,3,3
Q6ZUT6,4,4
Q6ZVM7,8,8
Q6ZWJ1,2,2
Q6ZXV5,11,11
Q709C8,42,42
Q70E73,12,12
Q70J99,27,27
Q70UQ0,12,12
Q712K3,3,3
Q71DI3,6,6
Q71RC2,16,15
Q71U36,23,23
Q71UM5,4,4
Q75N03,2,2
Q75QN2,4,4
Q765P7,3,3
Q76FK4,13,12
Q7KYR7,3,3
Q7KZ85,49,49
Q7KZF4,41,41
Q7KZI7,12,12
Q7KZN9,7,7
Q7L014,40,40
Q7L0Y3,21,21
Q7L1Q6,20,20
Q7L1W4,11,11
Q7L211,4,3
Q7L2E3,48,48
Q7L2H7,14,14
Q7L2J0,12,11
Q7L311,5,5
Q7L3B6,4,4
Q7L4I2,6,6
Q7L523,7,7
Q7L576,36,36
Q7L592,7,7
Q7L5D6,6,6
Q7L5N1,11,11
Q7L5N7,13,13
Q7L5Y1,7,7
Q7L5Y9,4,4
Q7L775,4,4
Q7L7V1,2,2
Q7L7X3,17,17
Q7L8J4,2,2
Q7L8L6,4,4
Q7L8W6,3,3
Q7L9L4;Q9H8S9,5,5
Q7LBC6,26,26
Q7LBR1,3,3
Q7LGA3,8,8
Q7RTV0,7,7
Q7Z2E3,7,7
Q7Z2K6,13,13
Q7Z2K8,2,2
Q7Z2T5,11,11
Q7Z2W4,31,31
Q7Z2W9,7,7
Q7Z2Z2,18,18
Q7Z333,13,13
Q7Z392,5,5
Q7Z3B1,3,3
Q7Z3B4,13,13
Q7Z3C6,14,14
Q7Z3D6,4,4
Q7Z3E5,4,4
Q7Z3J2,19,19
Q7Z3K3,15,15
Q7Z3T8,10,10
Q7Z3U7,23,23
Q7Z417,19,19
Q7Z422,3,3
Q7Z434,8,8
Q7Z460,37,38
Q7Z478,29,28
Q7Z4G1,2,2
Q7Z4G4,6,6
Q7Z4H3,6,6
Q7Z4H7,13,13
Q7Z4H8,10,10
Q7Z4I7,6,6
Q7Z4Q2,9,9
Q7Z4S6,25,24
Q7Z4V5,14,14
Q7Z4W1,8,8
Q7Z569,6,6
Q7Z589,2,3
Q7Z5J4,11,12
Q7Z5K2,18,18
Q7Z5L9,18,18
Q7Z6B0,4,4
Q7Z6B7,8,8
Q7Z6E9,18,19
Q7Z6I8,4,4
Q7Z6J0,2,2
Q7Z6J9,3,3
Q7Z6K3,2,2
Q7Z6K5,5,5
Q7Z6M1,7,8
Q7Z6Z7,101,101
Q7Z739,7,7
Q7Z794,9,7
Q7Z7A3,3,3
Q7Z7E8,2,2
Q7Z7F7,5,5
Q7Z7H5,4,4
Q7Z7H8,5,5
Q7Z7K6,5,5
Q7Z7N9,2,2
Q86SF2,21,21
Q86SJ2,4,4
Q86SK9,3,3
Q86SQ0,12,12
Q86SR1,3,3
Q86SX6,3,3
Q86SZ2,4,4
Q86T03,3,3
Q86TB9,10,10
Q86TC9,12,12
Q86TG7,7,8
Q86TI2,13,13
Q86TM6,5,6
Q86TS9,3,3
Q86TU7,16,16
Q86TX2,13,13
Q86TY3,2,2
Q86U38,12,12
Q86U42,6,6
Q86U44,11,11
Q86U70,2,2
Q86U86,27,27
Q86U90,4,4
Q86UD0,2,2
Q86UE4,22,22
Q86UK7,14,14
Q86UL3,3,3
Q86UP2,68,69
Q86UU0,10,10
Q86UU1,21,21
Q86UV5,16,16
Q86UW7,3,3
Q86UX6,4,4
Q86UY6,2,2
Q86V21,14,15
Q86V48,43,43
Q86V81,9,9
Q86V85,2,2
Q86VH2,2,0
Q86VI3,17,17
Q86VM9,12,12
Q86VN1,10,10
Q86VP1,4,4
Q86VP6,45,45
Q86VR2,4,4
Q86VS8,17,17
Q86VW0,6,6
Q86VX2,6,6
Q86VZ5,5,5
Q86W34,2,2
Q86W42,10,10
Q86W50,9,9
Q86W56,5,5
Q86W92,26,26
Q86WA8,6,6
Q86WB0,10,10
Q86WG5,2,2
Q86WJ1,9,9
Q86WQ0,3,3
Q86WR0,4,4
Q86WR7,2,2
Q86WX3,2,2
Q86X10,7,7
Q86X55,11,11
Q86X76,8,8
Q86X83,4,4
Q86XA9,10,10
Q86XI2,18,18
Q86XL3,26,26
Q86XP3,32,31
Q86XU0,2,2
Q86XX4,4,4
Q86XZ4,12,12
Q86Y07,8,8
Q86Y37,3,3
Q86Y39,5,5
Q86Y56,22,22
Q86Y79,4,4
Q86Y82,9,9
Q86YP4,22,22
Q86YQ8,14,14
Q86YT6,7,7
Q86YV9,4,4
Q86ZR7,7,7
Q8IU81,8,8
Q8IU85,3,3
Q8IUD2,30,30
Q8IUE6,2,2
Q8IUF1;Q9BRT8,5,5
Q8IUF8,6,6
Q8IUH3,2,2
Q8IUH4,3,3
Q8IUI8,7,7
Q8IUR0,5,5
Q8IUX1,2,2
Q8IV08,7,7
Q8IV38,6,6
Q8IV48,7,7
Q8IV50,3,3
Q8IVB5,4,4
Q8IVD9,12,12
Q8IVF2,149,148
Q8IVH2,2,2
Q8IVL1,2,2
Q8IVL5,7,7
Q8IVL6,11,11
Q8IVM0,7,7
Q8IVS2,12,11
Q8IVT2,31,31
Q8IW35,4,4
Q8IWA0,25,24
Q8IWA4,9,9
Q8IWA5,8,8
Q8IWB1,9,9
Q8IWB7,9,9
Q8IWC1,13,12
Q8IWD4,5,5
Q8IWE2,14,14
Q8IWI9,2,2
Q8IWJ2,24,25
Q8IWL3,2,2
Q8IWR0,15,15
Q8IWS0,9,9
Q8IWT6,13,13
Q8IWV7,17,17
Q8IWV8,4,5
Q8IWW6,4,4
Q8IWX8,19,19
Q8IWZ3,31,31
Q8IWZ8,17,17
Q8IX01,14,14
Q8IX03,3,3
Q8IX04,6,6
Q8IX12,24,24
Q8IX18,7,7
Q8IX90,2,2
Q8IXB1,12,11
Q8IXH7,10,10
Q8IXI1,12,12
Q8IXI2,7,7
Q8IXK0,4,4
Q8IXM2,4,4
Q8IXM3,6,6
Q8IXM6,6,6
Q8IXQ4,2,2
Q8IXS6,9,9
Q8IXT5,18,18
Q8IXW5,4,4
Q8IXZ2,2,0
Q8IY17,11,12
Q8IY18,9,9
Q8IY26,2,2
Q8IY37,20,20
Q8IY57,2,0
Q8IY67,15,15
Q8IY81,25,25
Q8IY95,3,3
Q8IYA6,3,3
Q8IYB3,10,10
Q8IYB5,3,3
Q8IYB7,10,10
Q8IYB8,16,16
Q8IYD1,4,4
Q8IYI6,15,15
Q8IYQ7,3,3
Q8IYS1,2,2
Q8IYS2,5,6
Q8IYU8,6,6
Q8IZ07,3,3
Q8IZ21,10,10
Q8IZ69,8,8
Q8IZ73,7,7
Q8IZ81,5,5
Q8IZ83,11,11
Q8IZH2,14,14
Q8IZL8,23,22
Q8IZP0,7,7
Q8IZQ5,2,2
Q8IZT6,5,6
Q8IZW8,19,19
Q8J0M4,5,5
Q8N0T1,3,3
Q8N0U8,5,5
Q8N0X7,10,10
Q8N0Z6,6,6
Q8N108,8,8
Q8N122,18,18
Q8N128,3,3
Q8N129,2,2
Q8N138;Q9P0S3,2,2
Q8N163,31,31
Q8N183,9,9
Q8N1B4,16,16
Q8N1F7,38,38
Q8N1F8,5,5
Q8N1G2,13,13
Q8N1G4,18,18
Q8N201,21,21
Q8N2F6,6,6
Q8N2G8,5,5
Q8N2K0,5,5
Q8N302,4,4
Q8N328,2,2
Q8N335,10,10
Q8N392,19,19
Q8N3C0,49,49
Q8N3D4,35,35
Q8N3E9,10,9
Q8N3F8,9,9
Q8N3R9,19,19
Q8N3U4,31,31
Q8N3V7,21,21
Q8N3X1,14,15
Q8N3Z3,2,2
Q8N4C8,9,9
Q8N4H5,5,5
Q8N4J0,4,4
Q8N4Q0,6,6
Q8N4Q1,3,3
Q8N4T8,4,4
Q8N4V1,3,3
Q8N543,12,12
Q8N556,6,6
Q8N567,2,2
Q8N573,5,5
Q8N584,7,7
Q8N5A5,8,8
Q8N5C6,2,2
Q8N5F7,2,2
Q8N5G0,2,2
Q8N5I2,3,3
Q8N5K1,5,5
Q8N5M1,5,5
Q8N5M4,5,5
Q8N5N7,7,7
Q8N5S9,4,4
Q8N5V2,9,9
Q8N668,3,3
Q8N684,13,13
Q8N6H7,18,18
Q8N6M0,6,6
Q8N6N3,4,4
Q8N6R0,15,15
Q8N6T3,14,14
Q8N6T7,3,3
Q8N726,7,7
Q8N766,26,26
Q8N7H5,18,18
Q8N806,10,10
Q8N884,8,9
Q8N8A2,5,5
Q8N8A6,21,21
Q8N8J7,3,3
Q8N8N7,2,2
Q8N8S7,17,17
Q8N8Z6,3,3
Q8N954,3,3
Q8N983,8,8
Q8N999,5,5
Q8N9N2,5,5
Q8N9N7,8,7
Q8N9N8,3,3
Q8N9T8,8,9
Q8NAF0,5,6
Q8NAP3,3,3
Q8NAV1,10,10
Q8NB16,13,13
Q8NB37,2,0
Q8NB46,2,2
Q8NB49,10,10
Q8NB90,24,24
Q8NBF2,14,14
Q8NBF6,6,6
Q8NBI5,3,3
Q8NBI6,4,4
Q8NBJ4,8,8
Q8NBJ5,24,24
Q8NBJ7,8,8
Q8NBK3,2,3
Q8NBL1,2,2
Q8NBM4,5,5
Q8NBN3,10,10
Q8NBN7,5,5
Q8NBQ5,8,8
Q8NBS9,21,21
Q8NBT2,9,9
Q8NBU5,12,12
Q8NBW4,2,2
Q8NBX0,9,9
Q8NC44,4,4
Q8NC51,23,23
Q8NC54,2,2
Q8NC56,12,12
Q8NC60,10,10
Q8NC96,4,4
Q8NCA5,7,7
Q8NCC3,2,2
Q8NCE2,3,3
Q8NCF5,2,2
Q8NCG7,10,10
Q8NCH0,6,6
Q8NCN4,4,4
Q8NCN5,11,11
Q8NCW5,9,9
Q8ND04,13,13
Q8ND24,10,10
Q8ND56,7,7
Q8ND76,2,2
Q8NDD1,3,3
Q8NDF8,3,3
Q8NDH3,5,5
Q8NDI1,5,5
Q8NDT2,15,15
Q8NDV7,4,3
Q8NDX5,6,6
Q8NE01,9,9
Q8NE71,29,29
Q8NE86,11,11
Q8NEB9,16,16
Q8NEC7,2,2
Q8NEF9,9,9
Q8NEJ9,8,8
Q8NEM2,14,14
Q8NEN9,6,6
Q8NEW0,5,5
Q8NEY1,17,17
Q8NEY8,8,8
Q8NEZ2,6,6
Q8NEZ5,8,8
Q8NF37,17,17
Q8NF91,19,19
Q8NFC6,28,28
Q8NFD5,18,18
Q8NFF5,16,16
Q8NFH3,10,10
Q8NFH4,9,9
Q8NFH5,6,6
Q8NFI3,2,2
Q8NFJ5,5,5
Q8NFQ8,14,15
Q8NFV4,7,7
Q8NFW8,11,11
Q8NG31,8,8
Q8NHG7,2,2
Q8NHG8,2,2
Q8NHH9,11,11
Q8NHP6,7,7
Q8NHP8,7,7
Q8NHQ8,2,2
Q8NHQ9,12,12
Q8NHV4,8,8
Q8NHZ8,3,3
Q8NI08,14,14
Q8NI22,4,4
Q8NI27,29,29
Q8NI36,30,30
Q8TAA9,6,6
Q8TAD4,2,2
Q8TAD8,6,6
Q8TAE8,6,6
Q8TAF3,12,12
Q8TAG9,2,2
Q8TAP9,2,2
Q8TAQ2,22,22
Q8TAT6,23,23
Q8TB03,3,3
Q8TB36,2,2
Q8TB37,3,3
Q8TB40,4,4
Q8TB52,2,2
Q8TB61,8,8
Q8TB72,7,7
Q8TBA6,4,4
Q8TBB5,11,11
Q8TBC4,17,17
Q8TBF4,4,4
Q8TBM8,3,3
Q8TBP6,4,4
Q8TBQ9,2,2
Q8TBX8,6,6
Q8TC07,12,13
Q8TC12,7,7
Q8TCC3,3,3
Q8TCD5,7,7
Q8TCF1,2,0
Q8TCG1,11,11
Q8TCJ2,16,16
Q8TCS8,31,31
Q8TCT9,8,8
Q8TCY9,6,6
Q8TCZ2,3,3
Q8TD16,19,19
Q8TD19,13,13
Q8TDD1,22,22
Q8TDI0,5,5
Q8TDM6,5,5
Q8TDN6,17,17
Q8TDP1,6,6
Q8TDQ7,5,5
Q8TDW0,6,7
Q8TDX7,10,10
Q8TDY2,2,2
Q8TDZ2,6,7
Q8TE02,3,3
Q8TEA8,4,4
Q8TEB1,8,8
Q8TED0,19,19
Q8TED1,9,9
Q8TEM1,34,35
Q8TEQ6,45,45
Q8TEQ8,2,2
Q8TER5,7,8
Q8TEU7,6,6
Q8TEW0,10,9
Q8TEX9,28,28
Q8TF01,4,4
Q8TF05,9,9
Q8TF64,3,3
Q8TF68,5,5
Q8TF74,7,7
Q8WTS1,4,4
Q8WTS6,7,7
Q8WTT2,13,14
Q8WTV0,3,3
Q8WTW3,10,10
Q8WU10,6,6
Q8WU76,4,4
Q8WU90,17,17
Q8WUA2,12,11
Q8WUA4,12,12
Q8WUA7,4,4
Q8WUB8,3,3
Q8WUD4,4,4
Q8WUF5,29,29
Q8WUF8,3,3
Q8WUH1,2,2
Q8WUH6,5,5
Q8WUI4,3,3
Q8WUK0,5,5
Q8WUM0,30,30
Q8WUM4,39,39
Q8WUP2,5,5
Q8WUQ7,5,5
Q8WUR7,2,2
Q8WUW1,5,5
Q8WUX1,5,5
Q8WUX2,5,5
Q8WUX9,7,7
Q8WUY1,6,6
Q8WUY3,8,8
Q8WUZ0,4,4
Q8WV22,3,3
Q8WV99,2,2
Q8WVB6,5,5
Q8WVC0,10,10
Q8WVC6,3,3
Q8WVJ2,5,5
Q8WVK2,4,4
Q8WVM0,9,9
Q8WVM7,10,10
Q8WVM8,20,20
Q8WVQ1,6,6
Q8WVT3,11,11
Q8WVV9,17,17
Q8WVX9,9,9
Q8WVY7,12,12
Q8WW01,3,3
Q8WW12,5,5
Q8WW22,3,3
Q8WW59,10,10
Q8WWC4,6,6
Q8WWH5,9,9
Q8WWI1,54,54
Q8WWI5,5,5
Q8WWK9,9,9
Q8WWM7,29,29
Q8WWQ0,27,27
Q8WWV3,5,5
Q8WWY3,16,16
Q8WX92,11,11
Q8WX93,34,34
Q8WXA9,7,7
Q8WXD5,3,3
Q8WXE0,5,5
Q8WXE9,3,3
Q8WXF1,13,14
Q8WXG6,5,5
Q8WXH0,33,35
Q8WXI9,17,17
Q8WXW3,4,4
Q8WXX5,11,11
Q8WY22,2,2
Q8WY36,3,3
Q8WYA6,17,17
Q8WYP5,44,44
Q8WZ42,10,10
Q8WZ82,7,7
Q8WZA0,9,9
Q8WZA9,7,7
Q92316,2,2
Q92317,4,4
Q92331,12,11
Q92392,2,2
Q92466,14,14
Q92499,32,32
Q92504,2,2
Q92506,4,4
Q92508,10,10
Q92520,9,9
Q92522,7,7
Q92530,4,4
Q92536,3,3
Q92538,44,44
Q92540,3,3
Q92541,17,17
Q92542,10,10
Q92544,10,10
Q92547,13,13
Q92551,2,2
Q92552,14,14
Q92567,2,2
Q92572,6,6
Q92575,7,7
Q92576,22,22
Q92581,4,4
Q92597,7,7
Q92598,38,38
Q92599,9,9
Q92600,8,8
Q92604,6,6
Q92609,17,17
Q92610,3,3
Q92614,27,27
Q92615,10,10
Q92616,116,116
Q92619,7,7
Q92620,30,30
Q92621,53,53
Q92625,7,7
Q92626,32,32
Q92643,7,7
Q92665,8,8
Q92667,12,12
Q92674,2,2
Q92685,4,4
Q92688,6,6
Q92692,3,3
Q92696,11,11
Q92733,6,7
Q92734,11,11
Q92743,5,5
Q92747,15,15
Q92759,5,5
Q92766,2,2
Q92769,8,8
Q92783,11,11
Q92785,10,10
Q92791,7,7
Q92793,13,12
Q92796,2,2
Q92797,34,34
Q92804,11,11
Q92805,13,13
Q92817,21,21
Q92820,10,10
Q92828,6,6
Q92841,23,23
Q92845,5,5
Q92870,4,4
Q92871,3,3
Q92878,44,44
Q92879,8,8
Q92882,6,6
Q92888,19,19
Q92889,7,7
Q92890,9,9
Q92896,28,28
Q92900,44,44
Q92905,16,16
Q92917,20,20
Q92922,33,33
Q92925,10,10
Q92930,5,5
Q92934,4,4
Q92945,24,24
Q92947,9,9
Q92973,30,30
Q92974,24,23
Q92979,10,10
Q92989,6,6
Q92990,8,8
Q92995,10,10
Q92997,4,4
Q93008,59,60
Q93009,42,41
Q93015,2,2
Q93034,12,11
Q93050,17,17
Q93052,20,20
Q93062,2,2
Q93074,11,12
Q93084,2,2
Q93096,7,6
Q93100,8,8
Q93K97,5,6
Q969E4,6,6
Q969E8,2,2
Q969G3,15,15
Q969G5,7,7
Q969G6,4,4
Q969H8,5,5
Q969J3,4,4
Q969M3,2,2
Q969N2,9,9
Q969Q5,2,2
Q969R2,5,5
Q969S3,15,15
Q969S9,12,12
Q969T4,5,5
Q969T7,2,2
Q969T9,4,4
Q969U7,6,6
Q969V3,19,19
Q969V6,9,9
Q969X5,10,10
Q969X6,14,14
Q969Z0,14,14
Q969Z3,4,4
Q96A05,5,5
Q96A26,5,5
Q96A29,2,2
Q96A33,20,20
Q96A35,9,9
Q96A49,15,15
Q96A65,27,27
Q96AA3,7,7
Q96AB3,3,3
Q96AC1,34,34
Q96AE4,28,28
Q96AE7,2,2
Q96AG3,3,3
Q96AG4,12,12
Q96AQ6,14,14
Q96AT1,4,4
Q96AT9,3,3
Q96AX1,10,10
Q96AY3,17,17
Q96B26,9,9
Q96B36,6,6
Q96B54,4,4
Q96B97,15,16
Q96BF6,2,2
Q96BH1,3,3
Q96BI1,2,2
Q96BJ3,10,10
Q96BK5,4,5
Q96BM9,6,6
Q96BN8,13,13
Q96BP3,12,12
Q96BQ5,6,6
Q96BR5,4,4
Q96BW5,4,4
Q96BW9,4,4
Q96BY6,14,14
Q96BZ8,6,6
Q96C01,5,5
Q96C19,10,10
Q96C23,4,3
Q96C36,8,8
Q96C57,6,6
Q96C86,10,10
Q96C90,4,4
Q96CB8,4,4
Q96CB9,3,3
Q96CN7,7,7
Q96CP2,7,7
Q96CP6,4,4
Q96CS3,16,16
Q96CT7,11,11
Q96CU9,8,8
Q96CV9,11,11
Q96CW1,14,14
Q96CW5,17,17
Q96CX2,14,14
Q96D46,15,15
Q96D53,8,8
Q96DA6,2,2
Q96DB5,7,7
Q96DE0,6,6
Q96DE5,3,3
Q96DF8,4,4
Q96DG6,9,9
Q96DH6,7,7
Q96DI7,18,18
Q96DM3,2,2
Q96DV4,13,13
Q96DX7,2,2
Q96DZ1,7,7
Q96E11,9,9
Q96E29,3,3
Q96E39,5,5
Q96EA4,17,17
Q96EB1,3,3
Q96EB6,6,6
Q96EC8,2,2
Q96EE3,13,13
Q96EH3,3,3
Q96EI5,9,9
Q96EK5,15,15
Q96EK6,9,9
Q96EK7,15,15
Q96EK9,10,10
Q96EL2,3,3
Q96EL3,3,3
Q96EM0,3,3
Q96EN8,9,9
Q96EP5,8,8
Q96EQ0,4,4
Q96ER3,6,6
Q96ER9,8,8
Q96ES7,5,5
Q96EU6,4,4
Q96EV2,9,9
Q96EY1,13,13
Q96EY4,3,3
Q96EY5,3,3
Q96EY7,16,16
Q96EY8,4,4
Q96F07,3,3
Q96F45,5,5
Q96F86,10,10
Q96FF9,2,2
Q96FJ2,3,3
Q96FK6,4,4
Q96FN4,3,3
Q96FQ6,6,6
Q96FS4,6,6
Q96FV2,6,6
Q96FV9,23,23
Q96FW1,12,12
Q96FX7,4,4
Q96FZ2,6,6
Q96FZ7,3,3
Q96G03,20,20
Q96G21,7,7
Q96G23,6,7
Q96G25,2,2
Q96G28,2,2
Q96G46,17,17
Q96G74,3,3
Q96G97,2,2
Q96GA3,10,10
Q96GA7,5,5
Q96GC5,4,4
Q96GC9,3,3
Q96GD0,4,4
