PG.ProteinGroups,HYE mix A,HYE mix B
P0AAG0,100,100
P0AAG3,100,100
P0AAG8,100,100
P0AAH0,75,100
P0AAI3,100,100
P0AAI5,100,100
P0AAI9,100,100
P0AAJ5,100,100
P0AAJ8,25,75
P0AAN3,25,100
P0AAP3,100,100
P0AAQ2,100,100
P0AAR3,100,100
P0AAR8,50,100
P0AAS0,100,100
P0AAS7,50,100
P0AAS9,50,100
P0AAT6,100,100
P0AAT9,100,100
P0AAU7,50,100
P0AAX8,100,100
P0AAZ4,75,100
P0AAZ7,100,100
P0AB10,100,100
P0AB14,100,100
P0AB18,100,100
P0AB24,100,100
P0AB26,100,100
P0AB28,100,100
P0AB38,100,100
P0AB43,50,100
P0AB52,100,100
P0AB55,75,100
P0AB61,100,100
P0AB67,100,100
P0AB71,100,100
P0AB77,100,100
P0AB80,100,100
P0AB89,100,100
P0AB91,100,100
P0ABA0,100,100
P0ABA4,100,100
P0ABA6,100,100
P0ABB0,100,100
P0ABB4,100,100
P0ABB8,100,100
P0ABC3,100,100
P0ABC7,100,100
P0ABD3,100,100
P0ABD5,100,100
P0ABD8,100,100
P0ABE2,75,100
P0ABF1,100,100
P0ABF6,100,100
P0ABH0,100,100
P0ABH7,100,100
P0ABH9,100,100
P0ABI4,100,100
P0ABI8,100,100
P0ABJ1,100,100
P0ABJ9,100,100
P0ABK5,100,100
P0ABN5,75,100
P0ABP8,100,100
P0ABQ0,100,100
P0ABQ2,100,100
P0ABQ4,100,100
P0ABR1,25,100
P0ABS1,100,100
P0ABS8,75,100
P0ABT2,100,100
P0ABU0,100,100
P0ABU2,100,100
P0ABU5,100,100
P0ABU7,50,100
P0ABU9,100,100
P0ABV2,100,100
P0ABV6,75,100
P0ABW9,100,100
P0ABX2,100,100
P0ABX5,100,100
P0ABX8,100,100
P0ABY4,100,100
P0ABZ1,100,100
P0ABZ4,100,100
P0ABZ6,100,100
P0AC02,100,100
P0AC13,100,100
P0AC16,100,100
P0AC19,100,100
P0AC30,25,100
P0AC33,100,100
P0AC38,100,100
P0AC41,100,100
P0AC44,75,100
P0AC47,100,100
P0AC53,100,100
P0AC59,100,100
P0AC62,100,100
P0AC69,100,100
P0AC81,100,100
P0AC84,100,100
P0AC86,100,100
P0ACA1,75,100
P0ACA3,100,100
P0ACA7,100,100
P0ACB0,100,100
P0ACB2,100,100
P0ACB4,100,100
P0ACB7,100,100
P0ACC3,100,100
P0ACC7,100,100
P0ACD4,100,100
P0ACE0,100,100
P0ACE3,75,100
P0ACE7,100,100
P0ACF0,100,100
P0ACF4,100,100
P0ACF8,100,100
P0ACG1,100,100
P0ACI0,100,100
P0ACJ0,100,100
P0ACJ8,100,100
P0ACK8,50,100
P0ACL0,25,100
P0ACL2,50,100
P0ACL9,100,100
P0ACM2,75,100
P0ACN4,100,100
P0ACN7,50,100
P0ACP1,100,100
P0ACP7,100,100
P0ACQ4,100,100
P0ACR9,100,100
P0ACS7,100,100
P0ACT6,50,100
P0ACU5,100,100
P0ACU7,100,100
P0ACV8,25,100
P0ACX3,100,100
P0ACY1,100,100
P0ACY3,100,100
P0ACY9,100,100
P0AD05,100,100
P0AD07,25,100
P0AD10,100,100
P0AD12,100,100
P0AD24,100,100
P0AD33,100,100
P0AD37,75,100
P0AD49,100,100
P0AD57,100,100
P0AD59,100,100
P0AD61,100,100
P0AD68,25,100
P0AD70,75,100
P0ADA1,100,100
P0ADA3,100,100
P0ADA5,100,100
P0ADB1,100,100
P0ADC1,100,100
P0ADC6,25,100
P0ADE4,25,100
P0ADE6,100,100
P0ADE8,100,100
P0ADG4,100,100
P0ADG7,100,100
P0ADI7,50,100
P0ADK0,100,100
P0ADK8,100,100
P0ADN2,100,100
P0ADN6,100,100
P0ADP0,100,100
P0ADP9,100,100
P0ADQ2,50,100
P0ADR8,100,100
P0ADS2,100,100
P0ADS6,100,100
P0ADS9,100,100
P0ADT2,75,100
P0ADT5,100,100
P0ADT8,100,100
P0ADU2,100,100
P0ADU5,75,100
P0ADV1,100,100
P0ADV7,100,100
P0ADV9,100,100
P0ADW3,100,100
P0ADW8,75,100
P0ADX1,50,100
P0ADX7,25,100
P0ADY1,100,100
P0ADY3,100,100
P0ADY7,100,100
P0ADZ0,100,100
P0ADZ4,100,100
P0ADZ7,100,100
P0AE01,100,100
P0AE06,100,100
P0AE08,100,100
P0AE12,100,100
P0AE18,100,100
P0AE22,100,100
P0AE48,75,100
P0AE52,100,100
P0AE67,100,100
P0AE78,100,100
P0AE82,75,100
P0AE88,100,100
P0AE91,100,100
P0AEA8,50,100
P0AEB2,100,100
P0AEB7,100,100
P0AEC3,100,100
P0AED0,100,100
P0AED5,75,100
P0AED7,100,100
P0AEE1,100,100
P0AEE3,25,100
P0AEE5,100,100
P0AEF0,25,100
P0AEF8,100,100
P0AEG4,100,100
P0AEG6,100,100
P0AEH5,100,100
P0AEI1,100,100
P0AEI4,100,100
P0AEK2,100,100
P0AEK4,100,100
P0AEL0,25,100
P0AEL6,50,75
P0AEM0,100,100
P0AEM4,100,100
P0AEM6,100,100
P0AEM9,100,100
P0AEN1,100,100
P0AEP3,100,100
P0AEQ1,100,100
P0AEQ3,100,100
P0AEQ6,100,100
P0AES0,75,100
P0AES2,100,100
P0AES4,100,100
P0AES6,100,100
P0AET8,100,100
P0AEU0,100,100
P0AEU7,100,100
P0AEW4,100,100
P0AEW6,100,100
P0AEW9,100,100
P0AEX3,75,100
P0AEX9,100,100
P0AEY5,100,100
P0AEZ3,100,100
P0AEZ9,100,100
P0AF03,100,100
P0AF06,100,100
P0AF08,100,100
P0AF12,100,100
P0AF18,100,100
P0AF20,100,100
P0AF24,100,100
P0AF28,100,100
P0AF36,100,100
P0AF50,25,100
P0AF54,25,100
P0AF63,100,100
P0AF67,100,100
P0AF70,100,100
P0AF90,100,100
P0AF93,100,100
P0AF96,75,100
P0AFA7,100,100
P0AFB1,75,100
P0AFB8,75,100
P0AFC3,100,100
P0AFC7,100,100
P0AFD1,100,100
P0AFD4,100,100
P0AFD6,100,100
P0AFE4,100,100
P0AFF2,100,100
P0AFF6,100,100
P0AFG0,100,100
P0AFG3,100,100
P0AFG6,100,100
P0AFG8,100,100
P0AFH2,100,100
P0AFH8,100,100
P0AFI2,100,100
P0AFI7,100,100
P0AFJ1,100,100
P0AFJ7,100,100
P0AFK0,100,100
P0AFK9,100,100
P0AFL3,100,100
P0AFL6,100,100
P0AFM2,75,100
P0AFM6,100,100
P0AFP4,100,100
P0AFP6,100,100
P0AFQ7,100,100
P0AFR4,100,100
P0AFT5,100,100
P0AFU8,100,100
P0AFW2,25,100
P0AFW4,100,100
P0AFW8,75,100
P0AFX0,100,100
P0AFX4,25,100
P0AFX7,100,100
P0AFX9,100,100
P0AFY8,100,100
P0AFZ1,100,100
P0AFZ3,100,100
P0AG00,100,100
P0AG07,100,100
P0AG14,100,100
P0AG20,50,100
P0AG24,50,100
P0AG27,100,100
P0AG30,100,100
P0AG44,100,100
P0AG48,100,100
P0AG51,100,100
P0AG55,100,100
P0AG59,100,100
P0AG63,100,100
P0AG67,100,100
P0AG80,100,100
P0AG82,100,100
P0AG86,100,100
P0AG90,100,100
P0AG93,100,100
P0AG99,100,100
P0AGA2,100,100
P0AGB0,100,100
P0AGB6,100,100
P0AGC3,100,100
P0AGD3,100,100
P0AGD7,100,100
P0AGE0,100,100
P0AGE6,100,100
P0AGE9,100,100
P0AGF2,75,100
P0AGG0,25,100
P0AGG2,100,100
P0AGG4,100,100
P0AGG8,100,100
P0AGI8,25,100
P0AGJ2,25,100
P0AGJ5,100,100
P0AGJ9,100,100
P0AGK4,100,100
P0AGK8,100,100
P0AGL7,100,100
P0C018,100,100
P0C037,100,100
P0C054,100,100
P0C058,100,100
P0C079,100,100
P0C093,75,100
P0C0L2,100,100
P0C0L7,100,100
P0C0L9,100,100
P0C0R7,100,100
P0C0S1,100,100
P0C0S5;Q71UI9,100,100
P0C0S8;Q93077;Q96KK5;Q99878;Q9BTM1,100,100
P0C0T4;Q3E792,100,100
P0C0V0,100,100
P0C0V8,100,100
P0C0W1;Q3E7Y3,100,100
P0C0W9;Q3E757,100,100
P0C0X0;Q3E7X9,100,100
P0C2H6;P0C2H7,100,100
P0C2H9,100,100
P0C2I9,100,100
P0C2W1,75,50
P0C5N3,100,100
P0C8J6,100,100
P0C8J8,100,100
P0C960,100,100
P0CAP2,25,75
P0CB39,25,75
P0CE47;P0CE48,100,100
P0CF66;P0CF67;P0CF68;P0CF69;P0CF70;P0CF71;P0CF72,50,100
P0CG19,25,100
P0CG29;P0CG30,100,100
P0CG38,100,100
P0CS90,100,100
P0CT04,100,100
P0CX23;P0CX24,100,100
P0CX25;P0CX26,100,100
P0CX27;P0CX28,100,100
P0CX29;P0CX30,100,100
P0CX31;P0CX32,100,100
P0CX33;P0CX34,100,100
P0CX35;P0CX36,100,100
P0CX37;P0CX38,100,100
P0CX39;P0CX40,100,100
P0CX41;P0CX42,100,100
P0CX43;P0CX44,100,100
P0CX45;P0CX46,100,100
P0CX47;P0CX48,100,100
P0CX49;P0CX50,100,100
P0CX51;P0CX52,100,100
P0CX53;P0CX54,100,100
P0CX55;P0CX56,100,100
P0CX82;P0CX83,100,100
P0CX84;P0CX85,100,100
P0DI83,100,100
P0DMC7,100,100
P0DME0,100,100
P0DMM9;P0DMN0,100,100
P0DMV8;P0DMV9,100,100
P0DN76;Q01081,100,100
P0DN79;P35520,100,100
P0DP23;P0DP24;P0DP25,100,100
P0DPB6,100,100
P0DPD7,75,100
P0DTT0,100,100
P10026,100,100
P10030,100,100
P10080,100,100
P10081,100,100
P10100,100,100
P10109,100,100
P10121,100,100
P10155,100,100
P10253,100,100
P10301,100,100
P10321,100,100
P10346,100,100
P10371,50,100
P10384,100,100
P10398,100,100
P10408,100,100
P10412,100,100
P10442,25,100
P10507,100,100
P10515,100,100
P10586,100,100
P10588,100,100
P10589;P24468,100,100
P10591,100,100
P10592,100,100
P10599,100,100
P10606,100,100
P10614,100,100
P10619,100,100
P10620,100,100
P10622,100,100
P10644,100,100
P10659,100,100
P10662,100,100
P10664,100,100
P10768,100,100
P10809,100,100
P10823,100,100
P10849,100,100
P10869,100,100
P10907,50,100
P10908,100,100
P10909,100,100
P10961,100,100
P10962,100,100
P10963,100,100
P10964,100,100
P11021,100,100
P11047,100,100
P11075,100,100
P11076,100,100
P11117,100,100
P11137,100,100
P11142,100,100
P11154,100,100
P11166,100,100
P11171,100,100
P11172,100,100
P11177,100,100
P11182,100,100
P11216,100,100
P11233,100,100
P11234,100,100
P11274,100,100
P11279,100,100
P11310,100,100
P11325,100,50
P11353,100,100
P11387,100,100
P11388,100,100
P11412,100,100
P11413,100,100
P11433,100,100
P11441,100,100
P11484,100,100
P11491,100,100
P11498,100,100
P11532,100,100
P11557,100,100
P11586,100,100
P11632,100,100
P11633,100,100
P11717,100,100
P11745,100,100
P11766,100,100
P11792,100,100
P11802,100,100
P11875,100,100
P11880,75,100
P11908,100,100
P11914,100,100
P11938,100,100
P11940,100,100
P11986,100,100
P12004,100,100
P12008,100,100
P12036,100,100
P12081,100,100
P12235,100,100
P12236,100,100
P12259,100,100
P12268,100,100
P12270,100,100
P12277,100,100
P12281,100,100
P12282,50,100
P12385,100,100
P12429,100,100
P12611,100,100
P12612,100,100
P12683,100,100
P12686,100,100
P12687,100,100
P12688,100,100
P12694,100,100
P12695,100,100
P12709,100,100
P12753,100,100
P12754,100,100
P12758,100,100
P12814,100,100
P12904,100,100
P12945,100,100
P12955,100,100
P12956,100,100
P12962,100,100
P13009,100,100
P13010,100,100
P13024,100,100
P13029,100,100
P13035,100,100
P13036,100,100
P13051,100,100
P13073,100,100
P13185,100,100
P13186,100,100
P13188,100,100
P13259,100,100
P13298,100,100
P13382,25,0
P13393,75,75
P13445,100,100
P13473,100,100
P13482,100,100
P13489,100,100
P13517,100,100
P13533,100,100
P13586,100,100
P13639,100,100
P13645,100,100
P13646,75,75
P13647,100,100
P13663,100,100
P13667,100,100
P13674,100,100
P13693,100,100
P13712,100,0
P13716,100,100
P13717,100,100
P13726,100,100
P13797,100,100
P13798,100,100
P13804,100,100
P13807,100,100
P13856,100,100
P13861,100,100
P13929,100,100
P13979,100,100
P13984,100,100
P13987,100,100
P13995,100,100
P14020,100,100
P14063,100,75
P14065,100,100
P14081,75,100
P14120,100,100
P14126,100,100
P14164,100,100
P14174,100,100
P14209,100,100
P14306,100,100
P14314,100,100
P14324,100,100
P14373,75,100
P14406,100,100
P14540,100,100
P14550,100,100
P14618,100,100
P14621,100,100
P14625,100,100
P14635,100,100
P14649,100,100
P14678;P63162,100,100
P14682,100,75
P14735,100,100
P14741,100,50
P14742,100,100
P14743,100,100
P14747,100,100
P14832,100,100
P14843,100,100
P14854,100,100
P14859,100,100
P14866,100,100
P14868,100,100
P14900,100,100
P14904,100,100
P14906,100,100
P14907,100,100
P14908,100,25
P14922,100,100
P14923,100,100
P14927,100,100
P15005,25,100
P15019,100,100
P15028,100,100
P15031,50,100
P15034,100,100
P15042,100,100
P15070,100,100
P15078,100,100
P15104,100,100
P15108,100,100
P15121,100,100
P15144,100,100
P15151,100,100
P15153,100,100
P15170,100,100
P15180,100,100
P15202,100,100
P15254,100,100
P15274,100,100
P15288,100,100
P15291,100,100
P15303,100,100
P15311,100,100
P15328,100,100
P15367,100,100
P15373,25,100
P15374,100,100
P15408,100,100
P15424,100,100
P15436,100,75
P15454,100,100
P15496,100,100
P15529,100,100
P15531,100,100
P15559,100,100
P15565,100,100
P15586,100,100
P15624,100,100
P15625,100,100
P15639,50,100
P15646,100,100
P15700,100,100
P15703,100,100
P15705,100,100
P15731,100,100
P15735,100,100
P15770,100,100
P15790,100,100
P15848,100,100
P15873,100,100
P15877,100,100
P15880,100,100
P15891,100,100
P15923,100,100
P15924,100,100
P15927,100,100
P15941,75,100
P15977,100,100
P15992,100,100
P16035,50,100
P16070,100,100
P16083,100,100
P16095,100,100
P16120,100,100
P16140,100,100
P16144,100,100
P16152,100,100
P16219,100,100
P16220,100,100
P16278,100,100
P16298,100,100
P16333,100,100
P16370,100,100
P16383,100,100
P16387,100,100
P16401,100,100
P16435,100,100
P16451,100,100
P16455,100,100
P16456,100,100
P16467,100,100
P16474,100,100
P16521,100,100
P16528,25,100
P16547,100,100
P16550,100,100
P16591,100,100
P16603,100,100
P16615,100,100
P16622,100,100
P16649,100,100
P16659,100,100
P16661,100,50
P16703,100,100
P16861,100,100
P16862,100,100
P16892,100,100
P16926,100,100
P16930,100,100
P16949,100,100
P16965,100,100
P16989,100,100
P17028,100,100
P17050,75,100
P17065,100,100
P17076,100,100
P17096,100,100
P17106,100,100
P17115,100,100
P17117,100,100
P17121,75,25
P17152,100,100
P17157,100,100
P17169,100,100
P17174,100,100
P17252,100,100
P17255,100,100
P17275,100,100
P17301,100,100
P17302,100,100
P17315,75,100
P17342,100,100
P17405,100,100
P17423,100,100
P17443,100,100
P17480,100,100
P17505,100,100
P17536,100,100
P17544,100,100
P17555,100,100
P17558,100,100
P17568,100,100
P17612,100,100
P17629,100,100
P17649,100,100
P17655,100,100
P17676,25,100
P17695,100,100
P17706,100,100
P17707,25,75
P17709,100,100
P17812,100,100
P17813,100,100
P17844,100,100
P17858,100,100
P17883,100,100
P17890,100,100
P17891,100,100
P17900,100,100
P17931,100,100
P17952,100,100
P17967,100,100
P17980,100,100
P17987,100,100
P17993,100,100
P18031,100,100
P18074,100,100
P18077,100,100
P18084,100,100
P18085,100,100
P18124,100,100
P18133,100,100
P18196,25,100
P18206,100,100
P18239,100,100
P18390,100,100
P18409,100,25
P18440,100,100
P18480,75,100
P18544,100,100
P18562,100,100
P18583,100,100
P18615,100,100
P18621,100,100
P18669,100,100
P18754,100,100
P18759,100,100
P18827,75,100
P18843,100,100
P18850,100,100
P18851,100,75
P18858,100,100
P18859,100,100
P18887,100,100
P18899,100,100
P18900,100,100
P18962,100,100
P19022,100,100
P19073,100,75
P19097,100,100
P19146,100,100
P19174,100,100
P19256,100,100
P19262,100,100
P19338,100,100
P19358,100,100
P19367,100,100
P19387,100,100
P19388,100,100
P19404,100,100
P19414,100,100
P19447,100,100
P19454,100,100
P19484,100,100
P19516,75,25
P19524,100,100
P19525,100,100
P19623,100,100
P19624,50,100
P19784,100,100
P19793,100,100
P19838,100,100
P19880,100,100
P19881,100,100
P19882,100,100
P19926,100,100
P19934,25,100
P19955,100,100
P19956,100,100
P19971,100,100
P20020,100,100
P20042,100,100
P20049,100,100
P20051,100,100
P20073,100,100
P20081,100,100
P20083,100,100
P20107,100,100
P20226;Q6SJ96,75,100
P20290,100,100
P20338,100,100
P20339,100,100
P20340,100,100
P20424,100,100
P20433,100,100
P20434,100,100
P20435,100,100
P20436,100,100
P20447,100,100
P20448,100,100
P20449,100,100
P20459,100,100
P20484,100,100
P20485,100,100
P20585,100,100
P20604,100,100
P20606,100,100
P20618,100,100
P20645,100,100
P20674,100,100
P20676,100,100
P20700,100,100
P20810,100,100
P20839,100,100
P20840,100,100
P20908,100,100
P20933,100,100
P20936,100,100
P20962,100,100
P20966,50,100
P20967,100,100
P21127;Q9UQ88,100,100
P21147,100,100
P21151,100,100
P21165,100,100
P21170,100,100
P21177,100,100
P21179,100,100
P21182,100,100
P21242,100,100
P21243,100,100
P21264,100,100
P21266,100,100
P21269,100,100
P21281,100,100
P21283,100,100
P21291,100,100
P21304,100,100
P21306,100,100
P21333,100,100
P21338,50,100
P21359,100,100
P21367,100,100
P21373,100,100
P21375,100,100
P21397,100,100
P21399,100,100
P21420,50,100
P21507,100,100
P21513,100,100
P21524,100,100
P21538,100,100
P21560,100,100
P21576,100,100
P21580,100,100
P21589,100,100
P21599,100,100
P21645,100,100
P21734,100,100
P21771,100,100
P21796,100,100
P21801,100,100
P21825,100,100
P21827,100,100
P21829,50,100
P21888,100,100
P21889,100,100
P21912,100,100
P21926,100,100
P21953,100,100
P21954,100,100
P21964,100,100
P21965,100,100
P21980,100,100
P22023,100,100
P22033,100,100
P22059,100,100
P22061,100,100
P22082,100,100
P22087,100,100
P22102,100,100
P22106,100,100
P22133,100,100
P22135,100,75
P22137,100,100
P22138,100,75
P22139,100,100
P22141,100,100
P22146,100,100
P22147,100,100
P22188,100,100
P22202,100,100
P22203,100,100
P22204,100,100
P22211,100,100
P22213,100,100
P22214,100,75
P22217,100,100
P22223,100,100
P22224,100,100
P22234,100,100
P22255,100,100
P22256,100,100
P22259,100,100
P22276,100,100
P22307,100,100
P22314,100,100
P22333,100,100
P22336,100,100
P22353,100,100
P22354,100,100
P22392,100,100
P22434,100,25
P22470,100,50
P22515,100,100
P22517,100,100
P22523,100,100
P22524,100,100
P22525,25,100
P22564,100,100
P22570,100,100
P22579,100,100
P22626,100,100
P22634,100,100
P22670,100,100
P22681,100,100
P22694,100,100
P22695,100,100
P22696,100,100
P22768,100,100
P22803,100,100
P22804,100,100
P22830,100,100
P22855,100,100
P22936,100,100
P22939,100,100
P22943,100,100
P23003,50,100
P23142,100,100
P23180,100,100
P23193,100,100
P23200,25,100
P23201,100,100
P23202,100,100
P23229,100,100
P23246,100,100
P23248,100,100
P23254,100,100
P23256,25,100
P23258,100,100
P23284,100,100
P23287,100,100
P23291,100,100
P23292,100,100
P23301,100,100
P23331,100,100
P23337,100,100
P23368,100,100
P23381,100,100
P23396,100,100
P23434,100,100
P23443,100,100
P23458,100,100
P23468,100,100
P23497,100,100
P23511,100,100
P23522,100,100
P23524,100,100
P23526,100,100
P23528,100,100
P23538,100,100
P23542,100,100
P23588,100,100
P23594,100,100
P23595,100,100
P23615,100,100
P23634,100,100
P23638,100,100
P23639,100,100
P23641,100,100
P23642,100,100
P23643,75,25
P23644,100,100
P23721,100,100
P23724,100,100
P23743,100,100
P23776,100,100
P23786,100,100
P23827,100,100
P23830,100,100
P23833,100,100
P23836,100,100
P23839,100,100
P23843,100,100
P23847,100,100
P23857,100,100
P23865,100,100
P23869,100,100
P23871,50,100
P23882,100,100
P23886,50,100
P23893,100,100
P23894,100,100
P23908,100,100
P23909,100,100
P23917,100,100
P23919,100,100
P23921,100,100
P24031,100,100
P24171,100,100
P24178,100,100
P24182,100,100
P24186,100,100
P24202,100,100
P24203,100,100
P24205,75,100
P24215,100,100
P24216,100,100
P24228,75,100
P24232,100,100
P24251,100,100
P24255,100,100
P24276,100,100
P24279,100,100
P24280,100,100
P24386,100,100
P24390,100,100
P24521,100,100
P24534,100,100
P24539,100,100
P24554,25,100
P24583,100,50
P24666,100,100
P24752,100,100
P24783,100,100
P24844,100,100
P24928,100,100
P24941,100,100
P25037,100,100
P25039,100,100
P25040,100,100
P25043,100,100
P25044,100,75
P25045,100,100
P25054,100,100
P25087,100,100
P25098,100,100
P25106,100,100
P25205,100,100
P25293,100,100
P25294,100,100
P25296,100,100
P25298,100,75
P25299,100,100
P25303,100,100
P25311,50,25
P25325,100,100
P25332,100,100
P25339,100,100
P25340,100,100
P25342,100,100
P25343,100,100
P25344,100,25
P25349,100,100
P25359,100,50
P25361,100,100
P25365,100,100
P25367,100,100
P25369,100,100
P25371,100,100
P25372,100,100
P25373,100,100
P25374,100,100
P25375,100,100
P25382,100,100
P25385,100,100
P25386,100,100
P25397,75,100
P25398,100,100
P25437,100,100
P25440,100,100
P25441,100,100
P25443,100,100
P25445,100,100
P25451,100,100
P25490,100,100
P25491,100,100
P25516,100,100
P25519,100,100
P25522,100,100
P25524,75,100
P25526,100,100
P25535,75,100
P25536,25,100
P25539,100,100
P25552,25,100
P25553,100,100
P25555,100,100
P25558,100,100
P25566,100,50
P25567,100,100
P25573,100,100
P25574,100,100
P25580,100,100
P25582,100,100
P25586,100,100
P25588,100,100
P25605,100,100
P25617,100,100
P25619,100,100
P25623,100,100
P25631,100,100
P25632,100,100
P25635,100,100
P25642,100,75
P25644,100,100
P25651,100,100
P25654,100,100
P25655,100,100
P25665,50,100
P25685,100,100
P25686,100,100
P25694,100,100
P25705,100,100
P25714,100,100
P25719,100,100
P25738,100,100
P25745,100,100
P25786,100,100
P25787,100,100
P25788,100,100
P25789,100,100
P25798,100,100
P25815,100,100
P25847,50,50
P25894,100,100
P25906,100,100
P26006,100,100
P26038,100,100
P26196,100,100
P26321,100,100
P26358,100,100
P26365,50,100
P26368,100,100
P26373,100,100
P26374,100,100
P26440,100,100
P26447,100,100
P26570,100,100
P26572,100,100
P26583,100,100
P26599,100,100
P26608,100,100
P26616,100,100
P26637,100,100
P26639,100,100
P26640,100,100
P26641,100,100
P26646,100,100
P26647,50,100
P26648,25,100
P26754,100,100
P26755,100,100
P26783,100,100
P26784,100,100
P26785,100,100
P26786,100,100
P26885,100,100
P27105,100,100
P27144,100,100
P27242,75,100
P27248,100,100
P27278,50,100
P27298,100,100
P27302,100,100
P27303,100,100
P27306,100,100
P27338,100,100
P27348,100,100
P27361,100,100
P27431,100,100
P27434,100,100
P27448,100,100
P27472,100,100
P27476,100,100
P27514,100,100
P27540,100,100
P27550,100,100
P27614,100,100
P27616,100,100
P27635,100,100
P27637,100,100
P27692,100,100
P27694,100,100
P27695,100,100
P27697,100,100
P27701,100,100
P27705,100,100
P27707,100,100
P27708,100,100
P27796,100,100
P27797,100,100
P27809,100,100
P27810,100,100
P27816,100,100
P27824,100,100
P27828,100,100
P27829,100,100
P27830,100,100
P27833,100,100
P27836,50,100
P27838,100,100
P27848,100,100
P27882,100,100
P27929,100,100
P27986,75,75
P27999,100,100
P28000,100,100
P28007,100,100
P28062,100,100
P28066,100,100
P28070,100,100
P28072,100,100
P28074,100,100
P28240,100,100
P28241,100,100
P28248,100,100
P28249,75,100
P28263,100,100
P28272,100,100
P28273,100,100
P28274,100,100
P28288,100,100
P28290,100,100
P28300,100,75
P28319,100,100
P28321,100,100
P28331,100,100
P28340,100,100
P28347,100,100
P28370,100,100
P28482,100,100
P28495,100,100
P28625,100,100
P28635,100,100
P28702,100,100
P28707,100,100
P28715,100,100
P28777,100,100
P28789,100,100
P28799,75,100
P28817,100,100
P28834,100,100
P28838,100,100
P28861,50,100
P28903,100,100
P28904,100,100
P29012,100,100
P29034,75,75
P29055,100,100
P29083,100,100
P29084,100,100
P29131,100,100
P29144,100,100
P29208,50,100
P29217,100,100
P29218,100,100
P29279,100,100
P29295,100,100
P29311,100,100
P29317,100,100
P29323,100,100
P29353,100,100
P29366,100,100
P29372,100,100
P29401,100,100
P29453,100,100
P29468,100,100
P29469,100,100
P29478,100,100
P29496,100,100
P29509,100,100
P29547,100,100
P29558,100,100
P29590,100,100
P29680,100,100
P29692,100,100
P29704,100,100
P29744,100,100
P29745,100,100
P29952,100,100
P29966,100,100
P29992,100,100
P30011,75,100
P30014,50,100
P30040,100,100
P30041,100,100
P30043,100,100
P30044,100,100
P30046,100,100
P30048,100,100
P30049,100,100
P30050,100,100
P30084,100,100
P30085,100,100
P30086,100,100
P30101,100,100
P30153,100,100
P30154,100,100
P30177,100,100
P30178,25,100
P30260,100,100
P30305,75,75
P30405,100,100
P30414,100,100
P30419,100,100
P30519,100,100
P30520,100,100
P30530,100,100
P30533,100,100
P30536,100,100
P30566,100,100
P30619,100,25
P30622,100,100
P30624,100,100
P30626,100,100
P30656,100,100
P30657,100,100
P30665,100,100
P30740,100,100
P30744,100,100
P30748,100,100
P30749,50,100
P30750,25,75
P30771,100,100
P30822,100,100
P30825,100,100
P30837,100,100
P30838,100,100
P30850,100,100
P30859,100,100
P30860,75,100
P30863,100,100
P30864,25,100
P30871,100,100
P30876,100,100
P30902,100,100
P30952,100,100
P30958,100,100
P31040,100,100
P31057,100,100
P31063,100,100
P31064,100,100
P31068,100,100
P31116,100,100
P31120,100,100
P31133,100,100
P31142,100,100
P31150,100,100
P31153,100,100
P31224,100,100
P31321,100,100
P31327,100,100
P31350,100,100
P31373,100,100
P31374,100,75
P31380,100,100
P31382,100,100
P31383,100,100
P31384,100,100
P31412,100,100
P31431,100,100
P31433,25,100
P31441,75,100
P31455,25,100
P31460,75,100
P31475,25,100
P31483,100,100
P31539,100,100
P31550,50,100
P31554,100,100
P31641,100,100
P31658,100,100
P31663,100,100
P31680,25,100
P31688,100,100
P31689,100,100
P31697,25,100
P31749,100,100
P31751,100,100
P31755,50,0
P31787,100,100
P31802,100,100
P31808,100,100
P31827,100,100
P31828,100,100
P31930,100,100
P31937,100,100
P31939,100,100
P31942,100,100
P31943,100,100
P31944,75,50
P31946,100,100
P31947,100,100
P31948,100,100
P31949,100,100
P31979,100,100
P32004,100,100
P32047,100,75
P32074,100,100
P32099,75,100
P32119,100,100
P32121,100,100
P32131,75,100
P32144,75,100
P32157,50,100
P32160,25,100
P32176,100,100
P32178,100,100
P32179,100,100
P32191,100,100
P32263,100,100
P32264,100,100
P32266,100,100
P32288,100,100
P32316,100,100
P32319,100,100
P32320,100,100
P32321,100,100
P32322,100,100
P32324,100,100
P32327,100,100
P32331,100,100
P32332,100,100
P32335,100,100
P32337,100,100
P32340,100,100
P32347,100,100
P32349,100,100
P32352,100,100
P32356,100,100
P32364,100,75
P32366,100,100
P32368,100,100
P32377,100,100
P32379,100,100
P32380,100,100
P32381,100,100
P32386,100,100
P32387,100,100
P32388,100,50
P32419,100,100
P32432,100,50
P32445,100,100
P32447,100,100
P32449,100,100
P32453,100,100
P32454,100,100
P32455,100,100
P32456,100,100
P32457,100,100
P32458,100,100
P32461,100,100
P32462,100,0
P32463,100,100
P32466,100,100
P32467,100,100
P32468,100,100
P32469,100,100
P32471,100,100
P32472,100,100
P32473,100,100
P32474,100,100
P32476,100,100
P32477,100,100
P32478,100,100
P32481,100,100
P32485,100,100
P32486,100,100
P32492,100,100
P32495,100,100
P32496,100,100
P32497,100,100
P32499,100,100
P32500,25,0
P32501,100,100
P32502,100,100
P32505,100,100
P32521,100,100
P32523,100,100
P32525,75,75
P32527,100,100
