PG.ProteinGroups,20230224_Exp...S_OT2_MixA_TR1,20230224_Exp...S_OT2_MixA_TR2,20230224_Exp...S_OT2_MixA_TR3,20230224_Exp...S_OT2_MixA_TR4,20230224_Exp...S_OT2_MixB_TR1,20230224_Exp...S_OT2_MixB_TR2,20230224_Exp...S_OT2_MixB_TR3,20230224_Exp...S_OT2_MixB_TR4
P12754,11007.581579884203,14008.888773349225,12209.184584697801,12460.787365621492,7541.4388399552745,8144.657732513725,10400.552325473913,8036.828673475635
P12758,27130.048509076136,27065.655190898593,25953.79463220904,26460.600408482016,86587.98155555509,89635.52464005904,92822.72040682728,91418.78621216695
P12814,248087.1847821055,232382.71571554602,250804.9842928822,254615.1673862066,239810.6556236748,234501.0727933017,237738.80173315323,230189.69106316136
P12904,10203.929986187468,10104.871326384644,9359.329055259466,9887.620046882,5777.692160668073,5760.539914209325,4341.140171393711,5752.665727624393
P12945,21954.512303560372,22796.412820136105,21725.058402860726,22878.07633864727,12922.925130457455,11868.454654172632,12235.717450698347,12035.527622809897
P12955,4231.743718327461,4048.677714377838,4257.801047867555,3783.6627371534196,3744.7133603650173,4095.751619334634,3885.2745734392547,3461.7776985672126
P12956,214790.63470020643,214364.07170033717,215387.57090999765,220998.00445982724,211323.89772837804,198495.68167744973,195719.16440947913,203425.73490230093
P12962,24400.69616397547,24642.234309045936,25382.23717808434,21458.024012920152,12490.6864706241,13048.541231669802,12553.084125305348,12177.417984550604
P12994,3044.0155121094886,4453.17638388758,2379.466455859555,3478.9444418106605,11067.648116807364,13010.06006935437,13343.062609857965,11683.495864162007
P13009,5741.868893568053,5736.444122015042,5482.753450180408,5695.549543849966,10835.044102795331,12129.340619105156,11179.382635271768,10858.658567946191
P13010,171067.64278756976,165075.04014911043,171652.53314683607,175767.9148281173,168800.84532982844,165374.93833250809,171373.220225957,164526.99031692004
P13024,6204.109785599715,6316.322433577924,6385.45274300574,6444.6522900546315,24421.200049768853,22828.234533764826,23117.53312131724,23846.267105730447
P13029,19105.691723888536,17372.275993601124,17945.83692604775,18935.53490870673,64013.64075939658,64261.7371618664,63692.960493937884,61747.21280392545
P13033,2180.8765340791792,1864.8771426657909,76.62975176281837,1385.6442192452232,7672.57360236624,157.82865558191085,9814.51718217043,4358.843574403303
P13035,16246.281345923995,16313.069239151,16384.08301661002,16782.737586936608,61738.09633882934,60884.037885908205,60089.018790485534,56795.96895362613
P13036,18390.987254861728,16719.829088748556,17716.93452277794,18235.64839321207,61397.87408237394,60525.794940311025,59697.72224847155,57303.024869712506
P13051,15906.110085628517,14998.407094980243,16457.131491738397,14702.343406251244,16144.748530719244,16745.987620357577,14776.355137929873,14785.479385911976
P13073,574452.9711700481,522380.03143925255,575623.2334012653,580799.0075144463,559120.2167291712,550321.1943031346,549789.1277629088,528743.2476750491
P13185,3528.278328286962,3891.745605461069,3408.691619008796,3591.7651410086464,2496.9193832948076,1772.6630763535265,2208.511278147125,1780.3446912440834
P13186,5747.043907248096,5592.1918174840675,5680.9740887550815,6875.70830775688,4149.04040135474,3652.1203526497497,5159.325091906859,2803.2952730500033
P13188,35618.70769002212,34479.564911381814,34483.935978345755,35162.97603517761,17642.23037554221,17980.96182261169,17323.536063460513,16536.680703847687
P13196,2563.199740149891,3525.1399403079927,3101.341396231051,3816.510949775637,2494.3042461057353,4122.461988840174,3280.0224123608455,3021.364355153426
P13259,18633.81854384097,19304.646032625144,18818.4772422709,18124.112918160063,15718.853397174367,12734.203834326021,13450.294965223948,10698.658314899452
P13284,31933.82652032982,17679.094142129354,25393.5001583563,26297.977096669565,30358.8418967292,21676.482524008898,24160.110694988438,20898.28081912569
P13298,64358.15875760008,59725.08638552606,64066.90930284007,69116.65832519215,30782.99056834559,29215.381093199667,27587.344997126736,29816.66710327307
P13382,40.38805742280528,565.999857149192,16.967451091690204,39.72931504861765,31.70852133429482,26.25384108950921,26.641441712519242,43.88687523502273
P13393,1317.9897362074273,25248.833235377948,26279.969798947317,25156.351358414697,8183.415316426732,19188.549970939803,15546.060493053563,17134.376934676988
P13434,47768.770042598895,42555.92630288391,43614.139257332594,46675.06641021293,31570.913266150936,27602.172646203584,28133.55400314345,29102.238861833954
P13445,5536.332958198517,5914.84454642461,6467.562179638725,6107.527815566892,12482.165698158045,12145.403580526206,12522.645505638839,11433.707466749633
P13473,49175.87771457521,61001.38054350262,44445.473675739726,36664.13563872806,50150.4355053357,53492.71810615956,51731.66280464398,51966.921764009865
P13482,8519.860285054709,8587.123542343046,8389.410408362188,11420.017261565023,15074.149479902364,15955.550642184497,16524.767873360546,15594.657460703347
P13489,16487.028211193523,17586.43230988193,16847.506741688823,15600.130120111673,17320.313810634332,18110.355962375455,17949.65472718783,17610.06732886693
P13498,10292.586103109885,6496.4025321212175,11516.59127861709,7992.216121937537,10134.602659323931,9250.12844969687,6961.9090908571425,8460.734992012696
P13517,18260.877644024884,19512.023254770575,18123.555238031837,17961.453096399753,10429.183570896535,11917.263350328765,10426.2318253582,10739.059062549597
P13533,883.3552807092906,1881.9390272749752,1404.9114764780372,1197.198631631646,495.8585980013274,827.3063712595409,995.3993164599369,1018.0413251484204
P13586,15927.18235575927,15130.166657314678,16104.580910223354,15576.223817160215,10051.64883747795,8856.846538602758,8345.146010672179,8094.318397066186
P13639,560819.8957146411,540365.2527489706,549504.9927466928,557837.7592054725,562484.0233234806,552295.4810420211,555274.9784441375,538295.8734728887
P13645,52246.16033507799,15379.462904962995,3978.812133296,84812.01917440745,183649.49065312408,35919.86244821784,31844.60074951043,7890.865664375946
P13647,43837.8841941591,11727.409264852588,12361.70323082809,25207.544799118878,20957.53555064083,19400.27801973118,18028.29253422205,15624.617168586337
P13663,42351.33527771259,43695.587870942094,41556.469426820186,43288.43968993586,21329.39819760631,22084.917930427957,21299.19873850833,20444.85642131173
P13667,89243.96139511134,85765.35916848404,89006.86205037945,90699.79374099385,85701.24860908989,84061.18858724658,84025.7397660976,85476.73224051956
P13669,2246.31414559357,1384.7117884341267,2298.36695975907,2603.2071718278457,5355.594080964734,4937.65346571975,5247.1060498898405,5279.314760774368
P13674,32822.17023587672,33066.62921253733,33492.35382716682,33785.47031429961,33683.07747550797,31167.918341059194,30492.886633493294,32786.81216652636
P13693,52141.07120482466,49672.26420800356,52526.49608647279,55423.04441717082,54595.3742274147,49423.242862784035,50035.95354045494,48755.396080604456
P13711,14478.879858271923,13811.039878349791,16335.49381063318,16071.816242916226,7170.939633595265,8155.935825002191,7356.654720684214,11354.611326580905
P13712,3540.0853268241412,2878.1658013744254,3026.421297583643,3172.3357628367094,91.43904681391477,97.26066485842853,2553.658845714789,100.61068081221309
P13716,8317.460509100889,7225.410977177915,6927.559020099004,7167.435222944775,7255.84968175191,6278.523962116124,6445.909643879747,7066.3848924731965
P13717,8215.54043532677,7597.962105947305,7278.446585982378,8279.960196295957,6398.9802034486165,6638.421333097395,6658.629943409007,6937.50158364541
P13726,2780.463486024419,3390.6706973096857,2742.211327032458,1484.179686110742,4713.974662827248,3810.235033441682,4634.946481134668,4413.713192931473
P13797,252263.95868065342,245528.44670814255,252167.22459238808,254239.177459451,250286.74817603844,241288.32754069686,247599.5010270153,237299.9217726793
P13798,55959.92470800189,59150.52131772949,57588.33042501487,55693.706676956856,55030.36758276924,54954.63304697348,54270.13432122802,55716.96332277913
P13804,75521.7864291378,73514.18145635183,72512.9241256735,73333.09420878191,72299.6310852581,71109.1394062746,69722.09468183805,72592.2598714348
P13807,20812.397151365127,20645.613670074163,21579.677282550652,20555.582757515145,19858.674475674015,19811.274397191275,18798.563198883683,19187.529037651697
P13856,12742.7707780067,13911.984324800986,13082.019547979393,14750.50972939552,6843.126358605946,5994.844445762373,7154.743813343201,6318.65521713669
P13857,2156.2760926130627,8330.779484532375,7395.537478339537,7437.204356159241,10041.799075893636,11926.786766071991,10818.365216089769,9723.830816159809
P13861,32842.14630358819,33307.82704226786,32621.754301033474,32640.551686022067,32476.54419518061,33191.59234605253,33233.94335601094,32483.643392452195
P13928,58353.14213847983,58593.96692747842,61881.7763341391,67705.71432276664,59751.17306498311,49975.747310266575,48098.42624316908,54882.41893931503
P13929,34472.52728681793,36882.353612357634,36669.35047462294,36711.070020753046,33185.041923851364,32664.609619043677,35865.178537389394,34615.309583889706
P13979,20158.340578597807,20127.446295255326,21013.921980172414,21323.244975135243,71417.6057269688,72004.37261875185,71453.10417746266,66347.37759023633
P13984,19281.075814045733,18790.707512136323,20279.528429265418,21054.549979449566,20903.360991824917,19295.934153781727,20378.679434778394,19148.886620451958
P13987,174291.44430693227,241720.6030165535,125300.78423234809,33309.434713101866,250246.32884862766,230749.24794683297,255998.26591681194,242864.4823752966
P13995,19747.59556234423,18190.281155550252,18707.160671904752,19255.467210223975,19150.734456492144,18972.796034388502,19162.696172713702,19122.880760039396
P14020,60588.30817832937,61309.4582062545,62906.82364570081,62508.99176718245,30380.0042780675,29265.866629557997,29967.692113233043,31643.81712236604
P14063,1703.9928067947758,3174.15112748567,2424.3456597284417,2635.233019044992,63.660804562990705,848.6132884561359,71.25321494903767,1305.834975744405
P14065,10957.955498700932,9126.385985421428,10881.95128722235,10551.316679415077,7220.53386400755,6662.72547210483,6463.035985665356,8185.600935077463
P14081,3408.4963399037865,2621.3758249793573,3583.9671913291836,3916.6896413881673,8102.429639809405,9540.72919291584,9438.68883056203,9604.76620266136
P14120,481433.9809243521,489906.9730886512,437743.0369922523,454778.0202676506,247902.87169694656,236248.190427047,228768.91473907116,246674.92088345403
P14126,270796.2647428302,255920.15138503423,264516.6336150045,272277.65646512643,129429.09934808368,123655.42869280746,125597.79010852602,123759.78157819074
P14164,7606.964631910677,7620.196907760792,7312.603453772834,8008.760257231636,3290.0071723653573,3542.539650535103,3508.594423666358,3629.2827759140564
P14174,63984.89634874945,60543.7422654133,68936.40826931703,69572.96896106077,64623.69852049949,59337.72598355126,66286.65834119389,56846.2157119588
P14209,24950.91017329082,27302.06398696768,27858.48954520904,27575.67156893782,28527.40899613662,27722.99654339532,29567.86226527027,26172.168421829327
P14306,29531.944809630713,27898.075209640945,28752.810264997523,28437.030010063037,14139.601390583939,16408.785404736867,16281.752883552754,13881.213998161602
P14314,124719.61972943103,120164.44482026172,119501.82113320599,123437.87029689837,127404.35852048658,122886.39029514359,122152.41982938498,118171.72054103517
P14324,60373.98615290637,58979.884539660336,59381.69398515698,62723.027653438934,56413.12832260729,55062.15629455336,56362.95381518597,52209.28837625586
P14373,11584.62417198268,11952.937490565831,19993.17847333097,12231.76335247551,12564.838364308036,12117.640640805696,12349.497615988701,11879.468368046693
P14406,327559.3541242752,320022.8510660239,327954.7083347093,329297.4739644418,323655.91467043955,313041.2876815504,308343.2199869365,326345.7693656987
P14540,498334.97237356607,487266.0820374877,497445.04698848864,513070.38252985995,263994.6979882897,242681.69708711782,250311.912751187,257423.45165817687
P14550,25315.212059858542,23973.781777958753,22361.00439219805,23252.185081979656,25205.583760468642,23537.70424656789,23278.34996210258,23529.271577999312
P14618,1112275.6351114674,1093223.0393407014,1074769.753126534,1098343.2020702525,1092563.4686054836,1062969.245886462,1085222.4885712555,1067334.127170251
P14621,6686.7637565368495,7321.484905648073,6355.454322513096,6331.205484147811,4548.564039588824,6127.141321134134,6735.498837319102,5944.327524204158
P14625,191286.5086399884,186311.91998815004,187115.85151869422,187539.2321473568,189215.37790026367,184304.13209245805,181495.20902580963,177545.9778044416
P14635,31244.072280793513,30061.713594561883,29941.55387565743,31412.717060289917,31091.59466752267,29941.25151686322,28804.786503142215,27189.382983610256
P14649,33749.59467689626,33331.732728553136,32967.87944057827,34329.0720436554,31715.138681806737,33785.36902770127,31960.16595865568,32497.943815407692
P14678;P63162,230554.1944898036,193645.32228189186,230937.4663438202,235234.03695088916,210018.72391126506,196206.53914143454,201266.73786217291,199082.88325544272
P14682,18580.769190695108,18848.701193834222,18325.042828077105,21504.43639405304,10651.690281133497,6051.625919593219,10737.285753699249,11067.279554455872
P14735,29593.314850070732,28506.207633579113,28946.99114954522,28936.342007596813,28386.348694766108,28375.333452005943,28325.87220922512,27546.1800719746
P14741,8855.352014036689,9459.46452279956,9085.900702601226,8350.963800932985,4330.071789182124,5458.561214729792,3244.363084984876,6413.264787636709
P14742,41520.29681321268,39962.66445482328,40613.84512607603,40405.71065954091,20407.196584116515,20624.923425860892,19982.726874422486,20562.22635057657
P14743,9920.85226818287,10661.157807570144,10720.124414669672,10410.427808482968,6069.117693046896,6019.26614888492,5669.408594673476,6013.535212811677
P14747,16537.651066895487,16333.949655752418,16012.114433726249,15135.072209611586,8364.612997261913,9158.451855512983,10851.263728461587,10616.085166910934
P14832,1012678.260352054,1014974.0121270173,1048444.7450783394,1070587.7711979584,513771.3586503438,475702.76403557515,486820.23003936454,496410.92108964216
P14843,22727.257345208734,23923.26648536126,21938.00317734188,21746.896825764703,12117.177589114344,11873.859132734584,13677.935161048708,14090.366818998149
P14854,36029.453299123095,52855.07274034578,39205.66508239587,43926.69733789938,39469.040592867554,52187.68068072251,56702.84413598575,51379.06215729299
P14859,5750.249795986955,6897.127801255758,6114.241758170904,6863.202601931375,5905.670716920813,6585.515001184999,6028.66234306991,6372.959701161934
P14866,186281.1327455825,166835.70361550344,178782.35219242168,178088.75456995552,177413.19143037955,178188.269123947,176041.1963117759,166679.88257488856
P14868,78412.92145095223,75662.08525981575,78420.31280763922,78755.43075365864,74841.17286530712,73202.51793279835,73440.22968532248,73350.05119154311
P14900,10641.046806963375,9985.481876828353,7956.149674569408,8762.751894639581,18938.356014296205,18455.732946860928,19879.055583071575,18910.60889128298
P14904,21627.887754511226,22668.77663428297,23372.47175155407,22505.451491770793,11855.01528294437,11454.350110572015,12443.7896809552,11336.785388662074
P14906,19668.043272106224,18417.852673361092,18308.936003610943,17166.144924481207,9822.960586299234,9670.38421982048,9146.024585668636,8801.925633424898
P14907,56455.640658262564,54024.97740270214,54367.501316822265,56534.78218603244,27966.375925174467,27519.018110036282,26696.93586074131,28901.988411135073
P14908,9398.892395651026,8685.14346428093,8864.446626014798,9380.754330937447,4550.969560367621,3973.1949839761674,5557.981206812316,85.26522637497116
P14922,22451.040985302716,20871.85522861059,21443.3239864177,21870.098103446027,10268.056928209073,10946.686927684963,10951.270492001806,10733.90197987687
P14923,45333.71329096189,44215.28044727302,42372.53792823069,43002.650764977545,42890.7279611294,42481.856539516055,42452.05776942392,42567.625036651865
P14927,96833.66195837678,90816.41666869503,90776.42217990082,94703.5975172071,87513.27827610425,88442.05389043377,89649.00429182623,87656.09146232442
P15005,4349.116396883997,2809.56054410592,2462.169923178693,2097.5207741342288,12455.53101207348,12151.829795313137,12111.098622126128,13372.077238043881
P15019,283632.8470730013,274081.7986059245,269691.2678763139,277792.4276316892,132552.14521618222,131144.5575235263,127157.5704334106,134271.96992420257
P15028,5588.965002105227,8917.394049243389,6315.960506579414,5751.873123428248,20592.565970515574,23706.963161987507,24264.95115007501,21338.907844453646
P15031,2918.167720349324,1622.8305720675432,2021.9723935122272,3109.2115145063594,8316.090965980926,8693.504522915306,8251.208033427114,7005.906521941578
P15034,4268.082327945287,5181.790985569541,3281.8176092556887,3450.330544727599,17289.65609901957,15218.185358052504,16117.741522494722,14639.876404971408
P15038,16558.138221008783,12563.734352290672,10947.438103106992,10803.091759549006,9109.132295389289,9618.159409180073,8934.606741460582,10319.198490301753
P15042,6324.1280521445415,5409.447613521467,6178.906776488306,5841.952584068159,13662.339341656261,12925.591707034451,13614.970484761649,13717.831675141719
P15056,6263.831600795274,5483.778739769013,5374.966280089781,5577.029486994058,7460.021864207953,4840.65016921118,5490.282601771122,5766.206486382117
P15070,17147.24439481675,14492.616641968638,12065.93383833857,10928.796400640205,42160.2096564613,44861.37054174622,46883.04101716631,43639.322354323565
P15078,2472.313973263595,2022.931425160855,3452.8092378951997,1938.8882710908192,6166.728324977325,5014.605865925226,5762.083607030713,4895.577911474291
P15104,23230.490814055527,20234.841794754204,22139.724002194533,21213.35745971517,22056.00869501973,19599.917698298188,23026.885945791288,21348.142367862918
P15108,455350.0772020568,443272.2342624847,446613.6959025565,467428.0069452298,219841.70635735782,202994.70519054527,206621.3919063564,207805.2555314851
P15121,100831.74322288368,94883.40154146265,100093.44415044427,103095.6355141264,98544.10072549917,96033.71879165915,97827.45576772088,95426.77903386098
P15144,25541.944927581324,24709.42387278589,25593.25403455102,26193.357425187525,25170.02276031333,23815.291677823785,24793.920313450028,24950.334712454045
P15151,30314.97320124841,29131.79123895864,30800.097904464812,30529.52764154844,29007.641098845717,30926.931356883775,30021.084002484284,30575.038701384445
P15153,16486.763211047684,15294.327906967193,15031.452168907173,13339.273182837873,14826.759351247869,12561.208628159013,12895.93801305416,10981.541948468086
P15170,73879.56770328541,70755.55901093445,71795.00426327935,74611.61136260504,74892.60882490978,73153.0069921073,74448.7789731981,73215.33765611229
P15180,83468.85321807518,82373.85354231659,80608.37060032564,82496.265340744,43492.184167846295,42240.587450016734,41656.34687488152,42577.19272061164
P15202,49855.029755882344,51602.10780107994,48154.935984897216,44238.40240628763,40822.96795165383,36603.52005389241,41434.94671665525,42782.68166902758
P15254,3238.629469154102,5251.1135299103735,2610.179119074389,4587.484746157145,6611.36835226105,6965.0065214682445,6269.580717093424,7727.818319765401
P15274,15203.902048837585,15249.72570490647,14523.736027493176,15584.024332908672,8191.849042053705,9034.04564605251,8648.99471355901,9054.647606656683
P15288,41822.701098757076,41460.0608473112,41813.06963439933,41406.015070371686,146795.3594748683,139936.46892546356,146542.496059337,145146.67362898283
P15289,82888.36073426226,104520.14699130571,85323.21202030874,18438.789072426265,95463.85200188274,11431.172406354628,14464.727891315757,11988.53871689964
P15291,44560.21210502994,43041.62119836743,42660.05946672964,42826.0855042701,42524.544157981036,41650.48253429568,40863.649103363205,41423.70325816503
P15303,25254.846610086286,24860.7826203798,24383.80656158068,24343.757259139402,13885.714493529487,12858.823050833284,12647.642280179103,13446.941907275623
P15311,122372.15566809116,121344.07940635613,124015.35667822981,124947.93403234135,121050.9678538166,120243.09087303902,122234.83514969586,120908.95010103966
P15328,22695.832024316776,35671.93723058919,19718.88751988569,8181.099787222729,37999.63809777781,44327.891102305504,45927.35321911585,39195.3592241376
P15367,7477.764998369407,7904.253676823695,7739.591567724575,7566.226375471635,3169.9848808424003,3611.5637660613243,3447.97165030427,3223.865916503196
P15373,3339.943032193836,2227.6941580415487,4232.863355184074,783.0883976168639,21229.471691331182,18072.110221867064,18974.19614060097,19255.294592744063
P15374,30370.818767394547,29272.43655337636,31593.71760615978,31482.46069141668,28906.851147785164,29550.632453257913,30121.04343603385,30292.909818813707
P15408,15202.495281663238,12876.856830967266,14905.94772584025,14366.054449661018,14087.17258766212,13734.35905237346,12847.407704155477,14482.771847731654
P15424,9717.539728504953,10525.791315387896,9929.6881959088,10408.545546682604,4764.870411095828,5260.1164675671525,5143.278794499188,4959.585930796742
P15436,8236.49193085268,8435.562894706289,7720.388690894851,7933.695992692554,3543.6558552831752,4374.403744791235,2101.1195399199614,4697.937166892878
P15454,152485.0314750913,149856.171789853,143736.86589627079,144867.84618854593,74708.98530724893,71378.8661213431,71436.30869312641,76093.35335578605
P15496,56105.98286587345,56292.12987388193,51194.661577481806,54096.480141273314,28947.391824849252,26675.219874013517,27502.27236834536,27664.446677650616
P15529,41561.11758173364,45351.98231984532,35994.3081999,31479.633592994665,57954.616584744675,53285.75399436464,51062.977254004254,50793.194948601005
P15531,260121.32011469002,251596.39496557834,254878.56423737868,260361.17798947418,254483.9109176044,256742.17727027496,251671.52382635674,250559.03518980654
P15559,171790.3487883875,156260.30019109542,162331.5372282941,167261.73710353998,159051.6715733933,156952.52784967312,159929.26124834124,150193.82267130408
P15565,7655.324058098397,7394.672391574479,7412.537280695844,7394.586980778636,4227.309579285304,4269.080001063541,4001.808333583756,4237.687050381949
P15586,35728.0602121744,35400.58774462959,35794.91182097752,35446.58905487817,35515.9711322156,32746.225100490887,34362.64181172709,33771.055806676784
P15624,75815.75154850208,77396.99253404803,77895.60308444292,76061.97210759688,39280.930777297115,37443.22812974244,38031.52644853805,38522.916576706004
P15625,78766.64006012362,78124.40676309096,74855.63289798198,74970.73759807425,40205.43173709268,39036.59055748018,38440.91882514714,40744.23503203834
P15639,5011.279514941637,4850.303375977716,4065.5587212135715,5562.536456511206,11230.457289203132,9351.001343919725,7739.315935189944,10790.710386814299
P15640,207.70012241464624,7207.837374849654,125.1873453749238,1054.9369034209817,5008.937462162954,4542.369673646013,4612.058954197614,5283.314271205114
P15646,41623.52159461592,38360.734667304925,38745.81783191848,40894.51124446029,21090.2063240963,20332.055544560895,20327.453887574124,20701.619001147355
P15700,38760.986957052366,40186.53495245711,40084.36337719573,38997.70499348596,21299.725189044286,20763.26889184829,19864.455976715548,21006.13932089728
P15703,250671.38127515904,249764.86567177105,249209.88101058028,254337.51708916939,128309.69820446249,123731.52495261372,122085.03446838023,124345.94245909785
P15705,349809.6359357644,339215.45548580453,334650.3500592451,339784.7592485431,164996.01719260332,153822.93400073904,154788.94577355543,162353.85688661502
P15731,355716.58472217806,351552.9742685302,357987.7468551697,359329.22804292163,182374.40924978923,173332.41539670108,170161.60410722924,165455.97560469236
P15735,10549.732983369126,8776.904231553734,8524.801616688783,8353.298936218527,7398.674443874306,9315.849814201743,9430.125884079907,10162.021739878232
P15770,10214.388259958125,12140.30687717804,7578.411562811599,2737.54173241745,12185.387996427316,10900.222705622544,12409.211527810094,10966.415925324609
P15790,14445.965256839134,15326.091004786318,16796.669155324842,15059.971634321844,10495.401903289254,9886.549518999422,10096.909948110779,7336.244345474507
P15848,6818.483675663328,6798.293508962847,6824.997367950349,6625.67038906446,5615.5954183513595,6009.70863055152,6285.577867988343,6401.908967924062
P15873,73155.13626160639,69256.19877541006,67547.06022346602,68032.21105123371,34755.84790753319,34180.80146245081,34289.71319375821,35459.30059662975
P15877,3529.8002153821403,3300.6321732729525,3583.6697994391407,3907.9277212105026,9151.699461312524,10318.173679700289,10509.949103995006,9220.569417959567
P15880,151409.43408218655,161306.16514156375,153868.93928228016,153427.88703975634,150655.39113015987,153985.13825236057,153779.75581983,155719.8941110053
P15891,96419.9903175034,90475.87058641635,94991.45223502217,93578.13394884764,47051.345379760656,43683.33351639235,44355.269999299635,43284.26779889604
P15923,161.03324313410695,959.4721245327127,418.60122871459663,387.7755749307385,452.65019871055654,633.9582371934379,538.4095620820477,525.2035949445248
P15924,17245.548950920285,16917.725438336085,16635.136746024302,16858.694965516097,16847.836761184564,16594.802317876503,16724.63050135547,16669.874312553817
P15927,34839.258250311264,31275.54615853797,36899.50295413182,39253.90771805091,32970.41707394733,29356.99986738658,28812.04580932531,29738.11575927847
P15941,4937.058136956188,10155.469135224417,11713.160310146915,12264.568322580702,2876.566128843852,10147.453792158905,9037.858444576063,8033.918375643723
P15954,311981.9463093031,337759.4699152471,291556.4098885744,303534.77461947757,320376.31665426726,305470.16958088696,304270.94262644346,313159.71355153184
P15977,8888.203315889785,7652.23161761154,8189.758237438455,9063.184622508223,28487.231537420612,28795.884406466386,28864.63142247652,26583.991070009735
P15992,377512.020804021,374405.02538041124,366250.8215605098,375042.09359397745,183412.319614457,170466.93232170466,172872.5856458157,181611.90712789827
P16035,9295.525196512754,12251.018478909029,183.5792016607304,181.19238895181942,13775.445257002668,11379.441153064561,10424.710680778968,14246.23663530657
P16066,1277.3930322476706,1.222870802559281,982.303497840326,819.6084390546939,1109.216593085827,40.29960188944224,226.37813223733866,1088.2378586566824
P16070,322678.6380669812,303115.2163972283,318211.0580036163,323664.5977567286,310140.7023786405,292388.0573464724,300743.40123044513,289363.5412397786
P16083,32037.059420769878,33134.525594489125,31952.987133279647,34152.29776971037,30862.591803118445,30408.40118441365,30153.478063845854,32148.43097306378
P16095,14049.851961135279,14337.55020524999,14876.6648513716,16823.359541209527,38881.9416829454,37215.541960672184,41541.19100769614,37941.52792438039
P16120,98286.02911045172,97505.50519832752,96435.74135071626,96276.07053666566,48351.36646489273,47353.119864639426,46253.12489189803,47640.0572696821
P16140,98547.9313272112,95664.32286653656,96720.38986506384,99707.34133652966,48948.34612472715,47242.521173051064,46973.248746046454,48340.4829276684
P16144,19243.999507341538,19265.59340651941,19185.983519118694,19294.524725334933,21106.326342358396,20169.632046092953,20483.25125238769,19939.517720843196
P16152,224828.46742223445,213528.3035736764,217538.8083622789,219746.87045571525,205134.56519428798,201922.26379214597,203912.91043204573,202427.42941914895
P16219,15089.570487858764,12025.549184455263,13124.39344363949,14564.948095990618,14036.622933069984,11104.457989761211,10478.86158194083,13482.236686264987
P16220,44808.152083953675,44429.11308583903,44588.48021492265,47766.31071429995,43511.13127917186,44984.320221021655,42102.439174437095,42202.982925994795
P16278,16859.990661096654,16170.159633727608,15883.85783861021,16258.122142773846,14593.04636323321,15464.439167052631,15693.275334699474,15504.36142261221
P16298,10870.017557378513,12218.587142831198,13178.305079385855,12689.037036932554,12368.423970577134,11661.191029824107,12090.070768416153,12375.768944367188
P16333,13644.416622041801,11724.814681539252,13111.590300914077,12672.725293021358,11470.871300618752,12059.584958936815,11659.805479968461,11298.183017041356
P16370,9498.956969101733,11944.709551065363,10062.967403193681,8646.499816921109,7069.672958545122,7604.099235850527,6853.8794984078395,6863.88469596733
P16383,6172.532798016855,6227.242199831829,5934.998337425809,5727.355387394108,4862.156590682972,6119.806874612078,5846.407957797941,7914.146940447221
P16384,912.3612595853295,388.90855130655,966.9707858149092,1571.4056788822115,3283.9375939522456,2586.4685985002566,2887.1836952900358,3015.4341946219765
P16387,59130.21060848376,58432.505421175934,58884.712550796256,58681.53184122861,29778.207880737005,29312.7421599655,31039.985015190872,30079.86258003869
P16401,478997.5421733859,454127.92663650797,446221.0390057631,474286.87965150236,437663.1779466638,427825.9572761278,414689.91849390714,422746.9432161595
P16403,123135.6474251532,109532.89933179198,119160.37876995167,125237.30148554908,11436.645218358895,120665.0770514729,118509.90429070812,112654.86029876828
P16435,35351.81685142691,34791.50803379894,35526.565655366314,36164.92266049871,35864.2689709299,35437.6168018523,34278.77396804749,35344.72334898152
P16451,19838.831361105043,22284.0885196053,20593.613479632633,20378.969229398648,11129.301791755202,11283.421470912352,12014.931908563076,12168.15979673792
P16455,15088.561207422605,15283.682378692756,14127.09454187857,15013.680679548077,14009.654606024582,14194.760228466424,14792.690559624361,13420.712295986385
P16456,11746.51767741908,11790.14843952474,11976.483498100295,13257.214238571425,41184.72184748408,40006.63459441081,40601.536685340805,38958.71069070934
P16467,15993.498241652182,16176.763680245325,16866.680567849537,15448.058116824592,31130.149986171546,56952.46112091562,46614.048747782,21179.348443713177
P16474,343832.8724315058,335233.02035404014,333868.4543641654,343052.5668920869,168417.28240733477,158511.01136256993,160316.05448637748,163119.20022492876
P16521,267026.722155809,260725.11948856895,259466.4688389432,259354.84060482416,135655.00247770493,130755.17124667556,131554.7740847395,133707.61403379933
P16528,3317.3464215125487,4024.7114621572514,6518.813873747553,3694.1581893982784,12227.611775605112,9523.286910902345,10155.699713044107,6435.21553698845
P16547,53694.49215302838,55041.27753024852,55131.54459855154,59054.39314630083,29676.869162227413,30156.726247827923,30336.88752388052,30768.838715519134
P16550,53736.99941381718,54013.16806457603,53388.82610501914,52334.79802300983,25541.035586655322,26024.516626023804,24735.424747962785,25638.356835973525
P16591,14204.513623384555,12238.46829678018,13739.0946860381,17058.340944212436,12152.39596994919,10551.25912384861,11941.215708568432,10997.456945143342
P16603,27558.94611007182,27048.536139374253,25745.05205246145,26151.480576000606,13177.205575714534,13094.014383692403,13788.391019208233,14319.214803563624
P16615,72271.24986386271,69013.74611098862,71780.34935826746,71935.57037998403,71211.08753631725,68900.07237161542,68343.28241154169,67050.60293816202
P16622,28994.743577516878,30745.908096325875,30459.493206068073,31195.55165078711,17232.218200620184,17848.900958870527,17507.88654651363,19695.165431099453
