PG.ProteinGroups,cancer/control|signal_log2_ratio,cancer/control|raw_p_value,cancer/control|adjusted_p_value
Q99715,0.4914213113090801,4.1517610219343756e-26,5.802777988323613e-24
Q99719,-0.666011710210204,1.0713423022773697e-9,2.428182850512979e-8
Q99729,0.5689365445092033,0.00970693192981467,0.04847346725962566
Q99733,-0.07019194213462301,0.9951907845473826,1
Q99747,-0.10811317492592726,0.8111387678747177,1
Q99757,-0.14033649927860725,0.6162247912726004,1
Q99767,-0.11707329284923593,0.7721676946192975,1
Q99784,0.19963066640527954,0.9957400916710989,1
Q99798,-0.22309709513826062,0.08181523590165837,0.2640887483723276
Q99805,-0.10649914944619013,0.8752460859964738,1
Q99808,-0.09970350248522791,0.8343256462230355,1
Q99816,-0.10435873770737764,0.8914313578786257,1
Q99828,0.13756566488592048,0.5527593500254531,0.9955841729625107
Q99829,0.023274986216608333,0.9979707574241656,1
Q99832,-0.6302152709353782,4.852187093904353e-11,1.3840286044041464e-9
Q99873,0.1291322824851061,0.8370552588120808,1
Q99943,-0.40408390401252836,0.01062635704357994,0.0519910327698141
Q99961,-0.09747131355098815,0.8854184244129486,1
Q99962,0.03543498894710866,0.9985762073392345,1
Q99969,0.4215963895521646,0.0071827097510102425,0.03783555525877631
Q99972,-0.05202599065307828,0.9986410060984332,1
Q99983,-0.02684038966205821,0.9994498400161781,1
Q99999,-0.7055376776759033,3.3213067162105774e-5,3.3966436734319394e-4
Q9BPX5,0.015244313906940903,0.9956055297493184,1
Q9BPX6,0.08720750064549473,0.8586502483791484,1
Q9BPZ7,-0.06717811732690167,0.8847616601618102,1
Q9BQ24,0.058271789637352786,0.9981771918429232,1
Q9BQ69,0.15055864698527763,0.6728553057086288,1
Q9BQA1,-0.16790232374018682,0.647348543874907,1
Q9BQA9,-0.3034829372122115,0.08436406264678646,0.2710639959218204
Q9BQB4,0.5057757387032998,0.028058244418794058,0.11388985367667327
Q9BQE3,-1.0017947703271428,7.070917062660334e-5,6.5304747232896e-4
Q9BQQ3,0.10093954103571579,0.8208463413726922,1
Q9BR76,-0.6256897749574891,1.351897448273231e-8,2.564934841904823e-7
Q9BRA2,0.11563567859932322,0.6803128144694209,1
Q9BRG1,-0.23118230718123187,0.2918094135100537,0.6635340948197695
Q9BRJ2,-0.05140069192470568,0.9531612358819965,1
Q9BRK5,0.24092671543910957,0.10172782798406729,0.31432924298982623
Q9BRP1,0.2525378377498041,0.280845189528711,0.6456051972005951
Q9BRP4,-0.06254470321062953,0.8923041614354873,1
Q9BRP8,0.12242863891864944,0.7895536694992249,1
Q9BRX2,0.08211871766666824,0.9567333368391622,1
Q9BS26,-0.2550049949358825,0.053328000302539535,0.18853651371715707
Q9BS40,-0.1302467870354233,0.6969419350895427,1
Q9BS92,0.34460429980906115,0.33009255862805503,0.7178828310826944
Q9BSD7,0.44344377942724,0.017301557611618255,0.07713270138399163
Q9BSF0,-0.4845211983215312,0.007947750899039667,0.041241858087706675
Q9BSH5,0.09719005133560783,0.8065197289454309,1
Q9BSJ2,0.05491555898163557,0.9890720709001957,1
Q9BSJ8,-0.6259876267231608,3.788506661469987e-12,1.3138839331132744e-10
Q9BSL1,-0.025030492374837926,0.9616661509382967,1
Q9BSQ5,0.35161338028641137,0.04005369103002608,0.15143834669873701
Q9BSW2,-0.022428286342211536,0.9987628451383541,1
Q9BT09,0.29507363267329995,0.17871977507500986,0.4713031552764254
Q9BT22,-0.375040599606973,0.12609858222162454,0.36974220647221795
Q9BT40,-0.3016403347249157,0.10453201192034187,0.32086583161200105
Q9BT78,-0.2093218198512649,0.037400788418292426,0.14427001457028532
Q9BTE1,-0.22193000824239412,0.34041651653746186,0.728619935600601
Q9BTT0,0.5895989352258812,0.23922425560553412,0.5778037464020764
Q9BTU6,0.08642963723957439,0.7833629977471752,1
Q9BTV4,-0.21253247479138845,0.5379246493034984,0.9810865830924613
Q9BTW9,-0.03182225491204854,0.9984221181273423,1
Q9BTY2,0.14550723630716153,0.8534637632058601,1
Q9BTZ2,-0.24898039438976163,0.44796234015931247,0.8826626373533821
Q9BU40,0.26259703861804873,0.17605291736086262,0.46904901071038624
Q9BUD6,1.2560113492997314,3.3509281030135877e-8,5.953576922006768e-7
Q9BUF5,-0.2888519355714784,0.16084868213746076,0.4399434344258329
Q9BUL8,-0.33109409222333874,0.05198238391430434,0.1848703441498542
Q9BUN1,-0.17758119541656783,0.45765146756245856,0.8954421854826826
Q9BUN5,0.2671952811311423,0.6439515501257707,1
Q9BUN8,-0.17900064194804705,0.5206251725432429,0.9625138220784027
Q9BUP3,0.05228553010734156,0.9887328896673818,1
Q9BV20,-0.13404454554718825,0.6521430205654424,1
Q9BV40,-0.550811018091806,0.001468517394927933,0.009727477783464175
Q9BV57,0.23441145792465914,0.2690503354279376,0.6277841159985211
Q9BV68,0.37542289944893914,0.6340303256648107,1
Q9BVC4,0.04032894505474643,0.941371568218939,1
Q9BVG4,-0.2056827446829614,0.5801703686088377,1
Q9BVG9,0.17293962735336121,0.6281575196618756,1
Q9BVK6,-0.6527652909172911,0.039564319764578644,0.15026557316383898
Q9BW04,-0.05070762443754351,0.9979248661986213,1
Q9BW60,0.24905425270864756,0.8892098811773232,1
Q9BW83,0.4233782387384301,0.014827552895760907,0.06817097510079549
Q9BWD1,-0.3004099645551522,0.07818657201519322,0.2537432635137037
Q9BWH2,0.3797584995736996,0.18729546737265262,0.4874797608277669
Q9BWM7,-0.4552604892044946,3.964538077758373e-5,3.9391725497727153e-4
Q9BWP8,0.34089608930029347,0.0559791586363421,0.19592705522719733
Q9BWS9,0.09316911123935388,0.904145186929128,1
Q9BX10,-0.3076398719660293,0.004377391072147855,0.024537968937855554
Q9BX59,0.055106355416827846,0.9477069328910634,1
Q9BX67,-0.5795230561336144,0.005538275773857955,0.030119312995831912
Q9BX68,-0.5621441041946823,0.007234796988582085,0.038014415755795346
Q9BX69,0.09409772396827244,0.7423109940913941,1
Q9BX93,-0.21190800260703765,0.3367228112061452,0.7247837512255477
Q9BXB4,0.13466487074993716,0.6530221107199751,1
Q9BXD5,0.2239669042740356,0.22915991663112795,0.562239631617507
Q9BXJ1,0.6539605173871135,4.2731284702694025e-5,4.215818276668142e-4
Q9BXJ4,-0.4117951743566161,0.30323634308343317,0.6782201541685255
Q9BXJ9,-0.4531270187457473,0.01162571047768598,0.05568713557889692
Q9BXK5,0.02140364534638793,0.9999733202497185,1
Q9BXN1,0.022535346876483134,0.9999996008230528,1
Q9BXR6,0.5763382944424486,1.3702888395690364e-8,2.56500942156829e-7
Q9BXS4,0.2079719091461015,0.2956597165258762,0.669809651374845
Q9BXS5,-0.5500498477913125,3.88839376658109e-5,3.885129928313202e-4
Q9BXX0,0.42934851604038593,7.219745803832185e-4,0.005386547002752376
Q9BY32,0.32509571324985653,0.05393131358139033,0.18986901582432383
Q9BY43,0.1989748873599379,0.20985077091320747,0.5300628207464331
Q9BY44,0.09602443928742271,0.940586454799381,1
Q9BY76,0.5271879372753497,7.425581446197406e-4,0.005500965195036347
Q9BYC5,0.21445911046373134,0.16681906250178044,0.4498214334855083
Q9BYD1,-0.27171044232318947,0.5525324356376438,0.9955841729625107
Q9BYD6,0.4709980905728697,0.5027197915018075,0.9435559918384416
Q9BYE9,0.8469262035983812,4.553217669625644e-15,2.2728144867548007e-13
Q9BYH1,-0.12964499375775532,0.7784476657395989,1
Q9BYI3,-0.0043165690104002875,0.9999980641745966,1
Q9BYJ0,-0.5207439046292863,0.011921744972658865,0.056804405307225705
Q9BYM8,-0.20167547158599802,0.3057175698441526,0.6818260519771973
Q9BYV8,0.2612530240707813,0.10359616202198356,0.31916143082893245
Q9BYZ8,0.6730311910277834,0.024098511737478845,0.10094411559964915
Q9BZ67,0.03703694332094454,0.9618345999314015,1
Q9BZ72,-0.1844274127255188,0.4142484176504276,0.8374848675063852
Q9BZE1,-0.27266056575952,0.8550061701233076,1
Q9BZF1,-0.12803712578585835,0.863633216936805,1
Q9BZF3,0.08094931502487909,0.9400586545020931,1
Q9BZF9,-0.06700222519326553,0.9982855446708356,1
Q9BZG1,0.2282551951963393,0.2971681017070747,0.6717120487642935
Q9BZH6,-0.1750932808396924,0.2956874945611348,0.669809651374845
Q9BZI7,0.07143377966205879,0.9053780276136922,1
Q9BZK7,0.18744882443855454,0.4698311548577858,0.9099316546506678
Q9BZL4,0.13788899745278174,0.8047261768554091,1
Q9BZL6,0.0123154802660829,0.9997166072312168,1
Q9BZQ8,-0.07262715037930345,0.9635839764952884,1
Q9BZV1,0.039840342390576426,0.9978997683144809,1
Q9BZW5,-0.07040715604101738,0.8977023661372097,1
Q9C037,0.32760364263054503,0.024480492625637097,0.10203449858776972
Q9C0B1,0.5633937195161917,0.02745928644609125,0.1120007666035609
Q9C0C9,-0.04137075784525434,0.9999999998348568,1
Q9C0E2,0.12489637537645704,0.7247840155657623,1
Q9C0E8,-0.14701880633668124,0.9140595012393959,1
Q9C0F1,0.03837446774145721,0.9541675385898254,1
Q9C0H2,0.4034166386997648,0.051482893679922835,0.18356103163258203
Q9C0I1,-0.10647824888615794,0.9268645396354283,1
Q9GZM7,0.44475980071513294,0.040015386946951705,0.1514300699174806
Q9GZN8,0.22881322383253366,0.5745838469005189,1
Q9GZP0,0.18416551961182598,0.5108434039559285,0.9515621469512254
Q9GZP4,0.20740018864776874,0.420974966026949,0.8443996940752642
Q9GZS3,0.09754787951156038,0.8087131235442349,1
Q9GZT8,0.2987142586372664,0.14236207181209395,0.4022402847351717
Q9GZU7,0.23615456064184442,0.2671147545432466,0.6243521381281046
Q9GZX9,0.6227535032738534,0.15729606405325766,0.43305475809278354
Q9GZY6,0.02453555546131425,0.9996268657272053,1
Q9GZY8,-0.1044598614237287,0.8433128042463065,1
Q9GZZ1,0.23464368857334494,0.42644337333498744,0.852635200627577
Q9GZZ9,-0.31870721447739975,0.0172739191722054,0.07713270138399163
Q9H019,-0.14164243001181648,0.5266467736414326,0.9706505151114404
Q9H074,0.1209502417908848,0.6435211266918773,1
Q9H098,0.10349269783030221,0.726303028407751,1
Q9H0A8,-0.3107034035506373,0.27764420991901917,0.6410584648625812
Q9H0B8,0.7852434806983642,3.8650958734888725e-10,9.422294766010955e-9
Q9H0E2,-0.17408399901019,0.6719710350892756,1
Q9H0P0,-0.28918853198026906,0.011255950119795468,0.05443621551591972
Q9H0R3,-0.04254963436641099,0.9961157692203686,1
Q9H0R4,-0.16870246201617234,0.4897149415959353,0.9312357143363976
Q9H0U3,-0.35467649628803466,0.07367551916635631,0.24248151637718368
Q9H0U4,-0.8284722547844322,2.2205918509299784e-11,6.747059152861884e-10
Q9H0X4,-0.06300972090946423,0.9755042968384124,1
Q9H0Z9,-0.2696231810251286,0.21258549027970433,0.5334356437718732
Q9H159,0.20840557326582154,0.30158391893814357,0.6758639081280792
Q9H173,0.3387070580441589,0.08799130263680932,0.2799298421518524
Q9H1B5,0.3374819480748215,0.004751415136018791,0.026457747231509683
Q9H1E3,0.7548673274227125,2.986177931443764e-4,0.002445516419246817
Q9H1E5,-0.14192774812384162,0.6813991756232071,1
Q9H1I8,0.1584032687317308,0.4886079256101513,0.9305624946104004
Q9H1K0,0.11190355879013529,0.9207508654697485,1
Q9H1P3,-0.0816805987976931,0.9347454816089895,1
Q9H1Y0,-0.2555942695828918,0.30193157299810447,0.676281562810391
Q9H1Z4,0.26495650428828066,0.2674933599136213,0.6248466061937682
Q9H1Z8,0.2520093342421933,0.3089113666310632,0.6858756262097024
Q9H223,-0.05833873436340054,0.9986111002254197,1
Q9H239,-0.1255009654249028,0.9729895395950114,1
Q9H244,-0.1483416336943055,0.4706893163364835,0.9111728085867383
Q9H251,-0.03557257012749385,0.9999765826416739,1
Q9H254,-0.039060766455773194,0.9708947626653048,1
Q9H257,-0.1696046856513945,0.3575877963614791,0.755728644225646
Q9H267,0.1662619514888392,0.37623287551595125,0.7836783144751036
Q9H269,-0.23916300325995407,0.09038913454835551,0.2858232587943097
Q9H270,-0.1264333897646072,0.8285473241210302,1
Q9H299,-1.0367589601984173,4.710184947641559e-6,5.6915865952337336e-5
Q9H2D6,0.13662346873506961,0.671870173648632,1
Q9H2G2,-0.18966588097166864,0.21879844294272283,0.5454351196544809
Q9H2J4,0.2650894693929158,0.10369105222408034,0.3192192231832371
Q9H2K8,-0.051151485620864384,0.9999149678331318,1
Q9H2M9,-0.1560646609623908,0.6811855202344571,1
Q9H2U2,-0.1184160314933467,0.8744224231596545,1
Q9H2W6,0.09454474193954167,0.8162323918225475,1
Q9H2X0,0.07227612022355866,0.847995259559067,1
Q9H330,0.18237943593899258,0.48891704641705513,0.9305624946104004
Q9H3G5,0.2329502590221438,0.22088761842687535,0.5489284526948094
Q9H3H5,0.23067367164513053,0.9911252564339643,1
Q9H3K6,-0.15843944128394313,0.4891644845810429,0.9306110180799967
Q9H3N1,-0.5683346986368483,0.0020660004235687683,0.01322555690996007
Q9H3P7,0.09981576344398022,0.902993109593205,1
Q9H3U1,-0.23187107780180607,0.01045408768711734,0.05153016161162568
Q9H425,-0.08334994812931981,0.8930140265204852,1
Q9H444,-0.12844019542800308,0.7156447129509269,1
Q9H446,-0.21661125187650948,0.3581716911001153,0.7565813102180269
Q9H479,-0.43350844494187474,1.3560735083925139e-4,0.0011945412228339938
Q9H488,0.2805046982124952,0.15150733196093213,0.42202824586683224
Q9H497,0.33701890078874497,0.23680340033417205,0.5736086987875121
Q9H4A3,-0.15875265593103619,0.43771086333893355,0.8683279493199032
Q9H4A4,0.5422985251181305,2.424815447748974e-9,5.134975339601742e-8
Q9H4A6,-0.03514407055085256,0.9813095777710068,1
Q9H4B6,-0.02208671462748033,0.9999086334600134,1
Q9H4B7,-0.7286636535360135,3.3209033590642206e-16,1.9074722992542847e-14
Q9H4E7,0.11753291853988504,0.7786387042512778,1
Q9H4F8,0.5860710104887826,1.791111854660053e-5,1.9256748734845135e-4
Q9H4G4,0.04226189283350805,0.9642059071657074,1
Q9H4L5,0.010621670455787251,0.999999892681277,1
Q9H4M9,-0.08517138143090819,0.9932533240164796,1
Q9H4X1,-0.8653032427478804,8.3478778352721e-5,7.595529036884341e-4
Q9H553,-0.2283087891715266,0.27779881986770044,0.6410624390232625
Q9H5X1,0.03172273844106206,0.9981345196927259,1
Q9H6Q3,-0.031089035277841365,0.9984586629864711,1
Q9H6S0,0.2233958618522166,0.2045830339606793,0.5214690950742422
Q9H6T3,0.13744230410263633,0.6373248921517964,1
Q9H6V9,-0.06798103857232878,0.8502632449858911,1
Q9H6X2,0.07582059567494631,0.8588640477516405,1
Q9H7B4,-0.0724310253144977,0.8435791810071814,1
Q9H7C9,0.1064434774108643,0.6532514336218017,1
Q9H7D0,-0.1647040897256608,0.609123139943927,1
Q9H7D7,0.16839610273812475,0.9732297173412683,1
Q9H7J1,-0.5633989383559493,9.796406590771348e-5,8.852657938600056e-4
Q9H832,0.20851975149187718,0.5173543969659679,0.9585801972948754
Q9H845,0.06664773865231456,0.9658482866202758,1
Q9H8H3,0.015335345945078925,0.9998525931855635,1
Q9H8L6,0.007310422097666808,0.9999562158706824,1
Q9H8M7,0.176191418826803,0.6192854535179071,1
Q9H8W4,-0.22834336139191358,0.26679923476064055,0.6243521381281046
Q9H8Y8,-0.23416433075682186,0.5168181585080789,0.9581994105038502
Q9H910,-0.051984009615030476,0.9651566366264388,1
Q9H939,-0.24502339555363783,0.2203099091312985,0.5482475418463539
Q9H9A6,-0.04321900785297715,0.9946963330022298,1
Q9H9B4,-0.3990153721388338,0.024988380139534656,0.10384170260165392
Q9H9C1,0.26582031755479074,0.10594094744655544,0.3242411625134357
Q9H9H4,-0.106399283636875,0.8393733194164015,1
Q9H9P8,-0.2478800206172378,0.2118024290261027,0.5324909675021575
Q9H9Q2,-0.3580820121542779,0.022831014542804937,0.09630829374042366
Q9HA64,0.0927939736186265,0.8362293890112603,1
Q9HAB8,-0.41388291081466944,0.06092360265850711,0.20938743110419697
Q9HAT2,0.06699696965329197,0.9325225667805483,1
Q9HAU5,0.1432937048998803,0.6907741914049845,1
Q9HAV0,-0.5764757294858351,0.00120736463517608,0.008285564509481674
Q9HB07,0.3865548617097376,0.012486980706137962,0.059094706660086316
Q9HB40,0.23599980147327057,0.12473655821200638,0.36754770806953113
Q9HB71,-0.26187614261859704,0.17387035165122697,0.4652446614381587
Q9HB90,-0.4437738765371076,0.05360820872344944,0.18922335205045973
Q9HBF4,0.04782150784098146,0.9756815958081169,1
Q9HBH0,-0.11099076467068923,0.8080009402335562,1
Q9HBH5,0.05989674708930848,0.9400490815765896,1
Q9HBI0,0.015089178481361851,0.9993789243849543,1
Q9HBI1,-0.626556345034812,6.326002800444935e-8,1.0870872845190825e-6
Q9HBL0,0.04643650352870361,0.9999932065409851,1
Q9HBL7,0.1328410887180289,0.7128445713536603,1
Q9HC07,-0.30627707854269715,0.16645882934921674,0.44970027021386294
Q9HC35,-0.19177320857872196,0.21733619921071862,0.5424349305300852
Q9HC38,0.10838266310679712,0.7857524788860176,1
Q9HCB6,0.14631721221662108,0.811537726359294,1
Q9HCC0,-0.2709968262048192,0.10834334850456477,0.32955848274806504
Q9HCG7,-0.2928121095248305,0.19525594477674538,0.5019669996621051
Q9HCL0,-0.06723167462043947,0.9798750688879853,1
Q9HCM2,-0.13621538833743302,0.7876754271184914,1
Q9HCN4,0.8210150531086344,0.023457364608626713,0.09865268786757453
Q9HCN6,-0.6388673739083074,9.385967135566614e-5,8.500077796853308e-4
Q9HCN8,0.17624576793840654,0.6393664661096413,1
Q9HCP0,-0.12224920148229901,0.8214221426448924,1
Q9HCU0,-0.13063428116144438,0.7857480566160694,1
Q9HCU5,0.1859387831586698,0.44892814771546813,0.8837350813948159
Q9HCY8,0.3974818394127145,0.03608791996237302,0.14036963634347024
Q9HD20,-0.012874594495589827,0.9999999999865543,1
Q9HD26,-0.19509872412312373,0.46365156815664943,0.9015693925952957
Q9HD42,-0.09828860340454701,0.8701767070020914,1
Q9HD45,-0.1927631713248384,0.4296373291824154,0.8569360826611644
Q9HD89,0.5707007709371731,0.0069766819334560115,0.03693589311487507
Q9HDC9,0.7185599370078282,1.6299801512181744e-13,6.834506774057805e-12
Q9NNW7,-0.0759992565892838,0.9001770283511286,1
Q9NNX6,0.29588391935570746,0.15690831581502318,0.43289634999458515
Q9NP55,0.565463913290545,0.020689883467995353,0.08934364714861433
Q9NP58,0.037955057114245544,0.9992251117524018,1
Q9NP61,0.14953077489217576,0.5020725634954518,0.9431855997923071
Q9NP72,-0.37008421032885946,0.01594042341825343,0.07233570929949852
Q9NP79,-0.1062175822994916,0.8536812161191986,1
Q9NP81,0.25825585180809185,0.16479197583799324,0.446364828610275
Q9NP90,0.41349374437490133,0.362063574085465,0.7638374487138712
Q9NP97,0.18866459066267718,0.4015329474834076,0.8200816603984062
Q9NPA0,-0.6494689971962366,0.0058620643651774,0.03167478850926397
Q9NPA2,0.5613499999711893,0.0033978673772546613,0.019954142735054334
Q9NPB8,0.1188630387865991,0.8291708414448278,1
Q9NPG4,0.04564109881715872,0.9992191029834707,1
Q9NPH2,-0.13238533379404951,0.6568428937349478,1
Q9NPJ3,-0.146787719541063,0.519147083075659,0.9614769078340276
Q9NPQ8,0.023597904660945662,0.999990081623554,1
Q9NPY3,-0.07570841302296032,0.962009054812963,1
Q9NQ30,0.6603435971114305,9.16267883939736e-5,8.315825189089423e-4
Q9NQ34,0.04572744170064728,0.9064527479006034,1
Q9NQ38,0.08001695888883036,0.9825411119034402,1
Q9NQ75,-0.3832107471099822,3.072836871044376e-7,4.670354153823278e-6
Q9NQ79,-0.03621304975300453,0.9999999361444107,1
Q9NQC3,-0.9652820499346405,5.421766185161991e-7,7.812187496351968e-6
Q9NQE9,0.15476296374797668,0.5392909563575354,0.9818701606631116
Q9NQG7,-0.010203571947207966,0.9996993412313233,1
Q9NQP4,0.18799852714859655,0.7545623629193695,1
Q9NQR4,-0.219889562229949,0.33002196938881756,0.7178828310826944
Q9NQT8,0.0019683443204928774,1,1
Q9NQW7,-0.11579558939029469,0.8346004167375339,1
Q9NR09,-0.06298265694622171,0.993939253420791,1
Q9NR12,-0.5760054423440751,3.848018404370454e-7,5.6812468906779274e-6
Q9NR19,0.2034076007505436,0.382260409180717,0.7926893648341972
Q9NR28,-0.5324664155523003,0.006257351734832389,0.03355124785697213
Q9NR31,-0.47464689983682773,0.0017442859417384877,0.011374480487884104
Q9NR45,0.22698784592190474,0.09918172977485512,0.30782308878309955
Q9NR46,-0.35126983108644916,0.06422430343833163,0.21734665400881722
Q9NR50,-0.1495776258283676,0.6622323109427489,1
Q9NR56,0.5213566429656183,0.01029653136462642,0.05089303510210469
Q9NR99,0.5404191074093825,9.698037910452171e-17,6.1611928725039326e-15
Q9NRA1,0.11367658694364123,0.8003212671324255,1
Q9NRA2,-0.21448895709784133,0.683452309631077,1
Q9NRB3,-0.21409284392591932,0.3457678111868707,0.7370637683307316
Q9NRF8,-0.20768234912701578,0.28921075028324883,0.6599705137110002
Q9NRG1,-0.24224278719072967,0.3397891237887672,0.7284131303653292
Q9NRG7,-0.2047015643622956,0.5729639416923669,1
Q9NRJ7;Q9UN66;Q9UN67;Q9Y5E1;Q9Y5E2;Q9Y5E5;Q9Y5E6;Q9Y5E7;Q9Y5E8;Q9Y5E9;Q9Y5F2,0.08941810193689322,0.8584147150910802,1
Q9NRK6,0.0346635230013141,0.9987310958698368,1
Q9NRL3,-0.07002884676098223,0.9917762151731584,1
Q9NRR1,0.5689280372616964,0.13448174005415203,0.38808116727258046
Q9NRV9,-0.11956681191732792,0.5680236960901123,1
Q9NRW1,-0.695111926173622,3.6399016850291476e-4,0.002929387287010982
Q9NRW3,-0.04640303958932734,0.9869405139003915,1
Q9NRW4,0.011632820087167888,0.999565405552225,1
Q9NRW7,0.05730590147058943,0.9935174209417457,1
Q9NRX4,0.314576624767226,0.1403974171568169,0.3982993032060441
Q9NRY4,-0.14109860635202787,0.852765782912643,1
Q9NRY5,0.07396455244202824,0.9932463405750144,1
Q9NRZ7,0.03245643041559355,0.9874521017671997,1
Q9NS00,0.8228163796175644,0.20342859005675074,0.5191576860060595
Q9NS15,0.11776599064188711,0.9466835149553843,1
Q9NS28,-0.661275513985397,2.625176418085127e-4,0.0021796761823823633
Q9NS69,-0.16952518290795135,0.39043679717255575,0.8037735431816778
Q9NS86,0.005189882504785404,0.9999960061151811,1
Q9NSD9,-0.10890747105951912,0.8124852715060684,1
Q9NSE4,-0.020314356563431526,0.9999999933249378,1
Q9NSY1,-0.08511776087202914,0.8527550953502234,1
Q9NT62,-0.08999494954704551,0.9385723252531247,1
Q9NTJ4,-0.15353873995669737,0.6159957789807772,1
Q9NTJ5,-0.620301811735561,1.4914662416924664e-9,3.291430500745532e-8
Q9NTK5,0.021973619507137408,0.9999781939643145,1
Q9NUB1,-0.28482795084759127,0.13312208226509925,0.38521800616808916
Q9NUJ1,-0.05893591583040644,0.9900831593622045,1
Q9NUP1,0.07820652135108531,0.8382959741600975,1
Q9NUQ9,-0.1496351171553517,0.5534403916462931,0.9963038567599805
Q9NUU7;Q9UMR2,-0.07241357344569496,0.9355770698076953,1
Q9NUY8,0.05853318065182045,0.9883166658972556,1
Q9NV70,0.13488652754632752,0.6578706189390324,1
Q9NV96,-0.5970291710343393,8.147458471311302e-4,0.005930953710105606
Q9NVA2,-0.5776777659066268,8.56476022942739e-9,1.6473412679811487e-7
Q9NVE7,0.36649573942537517,0.007820604851883725,0.04073515048937697
Q9NVG8,0.0019751468769566693,0.9999998925154021,1
Q9NVH1,0.04750556740266481,0.9912444221286756,1
Q9NVH6,0.17896669447102392,0.5905944257236415,1
Q9NVI7,0.06421034122703545,0.9967471353886459,1
Q9NVJ2,0.059737213125741984,0.9839227887762673,1
Q9NVK5,-0.2339337918790069,0.4375345793932504,0.8683279493199032
Q9NVT9,0.03520813029681742,0.9864318155478589,1
Q9NVV5,0.05173497762369436,0.9094115202941639,1
Q9NW15,-0.15324791333212281,0.6406822061345048,1
Q9NW68,0.22347629943323405,0.17811843348554626,0.47001295884511984
Q9NWQ8,-0.19260861747597588,0.611314808875085,1
Q9NWU2,0.03577101795958114,0.9956545445816671,1
Q9NWV4,-0.07250622029833088,0.9327954707553453,1
Q9NWV8,-0.09801194829200015,0.7209367619744043,1
Q9NWW6,-0.06350952262070471,0.957452597029212,1
Q9NWX6,0.10907318197229084,0.770078998528925,1
Q9NWZ3,-0.031972166533370365,0.9973020993811844,1
Q9NX14,0.2787942352124983,0.324578919084745,0.7085963666668786
Q9NX40,0.10046043990887253,0.8117958530039528,1
Q9NX46,0.3687307020342885,0.008284567878917248,0.04257929469003195
Q9NX55,0.44225105386211083,0.12877281267162355,0.3760058520418646
Q9NX62,-0.014676530073050018,0.9870777309064036,1
Q9NX63,-0.04801480575186012,0.9808665393968854,1
Q9NXC2,-0.25582652561744135,0.15397368872860004,0.42664614305641246
Q9NXC5,-0.16264373748705754,0.8791438342955918,1
Q9NXH8,-0.21493994816823747,0.3246395469513651,0.7085963666668786
Q9NXL6,0.17297421605704771,0.6571751553934951,1
Q9NXR7,-0.10219922584851963,0.8144395272763195,1
Q9NXU5,-0.419951615794663,0.017227700515201366,0.07701039260153447
Q9NY33,0.36775402588491757,2.7715833016305196e-4,0.002292159523419481
Q9NY65,-0.6839379416847837,5.7538863742473595e-8,9.969440317032719e-7
Q9NYA1,-0.4083412723586559,0.04313796795637321,0.16012258878290322
Q9NYB9,-0.4023837675975046,0.034923583878451035,0.13672697217772659
Q9NYJ8,0.2829709996921301,0.17714208692469557,0.46904901071038624
Q9NYL9,-0.6026604181289159,5.517908359264656e-8,9.640245729331959e-7
Q9NYM9,0.0729857495861729,0.9469339737918234,1
Q9NYQ6,-0.02133945035360939,0.9999892151500018,1
Q9NYQ8,0.0625635314558809,0.9594527355508655,1
Q9NYU2,-0.18757222668790902,0.07079467207426479,0.235770903459747
Q9NZ01,0.15138759932680637,0.5986385688216118,1
Q9NZ08,-0.036548524672995866,0.9999997378332657,1
Q9NZ09,0.12857763447378384,0.6740966508275053,1
Q9NZ32,-0.013276519182210234,0.9975291499602363,1
Q9NZ45,0.17001738463634875,0.5583457885808851,1
Q9NZ53,0.4250432190744416,0.025747949305177553,0.10636566644000933
Q9NZB2,-0.140057370270369,0.7628302100922505,1
Q9NZD4,-0.04191216200986869,0.9515992099775434,1
Q9NZJ7,-0.2268033574773294,0.4052685185692218,0.8265033552338263
Q9NZK5,0.17825853465204083,0.6704977401867354,1
Q9NZL4,-0.16604275977237334,0.4056868237138275,0.8265524061380364
Q9NZL9,-0.315850017112333,0.3148784752120848,0.6933958671922141
Q9NZM3,0.06715483457119403,0.9994194403584328,1
Q9NZN3,-0.1555626045750788,0.8543820218571994,1
Q9NZN4,0.8450804821504203,1.0144539007052304e-7,1.6746477187626108e-6
Q9NZN5,-0.08033252742839934,0.9932275189308015,1
Q9NZN8,0.022333745454600692,0.9999867485317153,1
Q9NZP8,0.4916011026107128,0.003701684182074039,0.02140849900060199
Q9NZQ3,-0.32733367794838325,0.03882365877796583,0.14825828893990045
Q9NZQ7,0.224909410189845,0.3172336735978692,0.6967840719726902
Q9NZT1,0.37441929108274663,0.14198622389934207,0.4019021725379221
Q9NZZ3,0.268780402329354,0.16173088045491651,0.44120857628332133
Q9P035,-0.020955808830270664,0.9999512474111458,1
Q9P0I2,-0.27174735659907046,0.10658507634238538,0.32479013452298106
Q9P0J0,-0.0917725186142949,0.9204288942350998,1
Q9P0J1,-0.01732668241347628,0.9998696276638042,1
Q9P0J7,-0.06767592363322024,0.9162330816102042,1
Q9P0L0,-0.6368412895790829,4.691408402759886e-5,4.6068092348412656e-4
Q9P0N8,0.1438263754828718,0.846075158700255,1
Q9P0R6,0.2062103335811236,0.6724521581513072,1
