PG.ProteinGroups,cancer/control|signal_log2_ratio,cancer/control|raw_p_value,cancer/control|adjusted_p_value
P14324,-0.026858561323503113,0.9990879655027635,1
P14406,-0.2681957044662026,0.6580271451775249,1
P14543,0.4776254079958272,3.59687111191945e-21,3.7704201430695635e-19
P14550,0.004689327634124061,0.9999715800724402,1
P14555,1.3038214217712674,5.298083287024113e-5,5.095152115250482e-4
P14618,-0.4871381736226869,3.176212746248672e-9,6.56052218966536e-8
P14625,0.3211666000637592,6.506140514133131e-5,6.062277150168938e-4
P14649,-0.4392309270643001,0.016855922968821994,0.07567118309236684
P14735,-0.061658553362152216,0.993556277551717,1
P14770,-0.8953903643288109,4.777003340421791e-5,4.658133722415947e-4
P14780,0.5884939015046053,6.426593632357428e-7,9.13447698321176e-6
P14854,-0.11779631561167024,0.6978699965568639,1
P14866,0.43477165077668545,0.004248358483094287,0.02391055989209979
P14868,-0.17060313261225118,0.4036904684875118,0.8236857101548112
P14927,-0.5773191407653027,0.008839089918467623,0.04484562584868656
P15085,0.2732325434658115,0.10950659647158086,0.3322439645480018
P15090,0.057973327166913335,0.9360433877241557,1
P15121,0.09702602967692489,0.8517429034868248,1
P15144,0.49604666569615724,8.107258630597436e-7,1.127414853605216e-5
P15153,-0.09631422209498383,0.858443030955514,1
P15169,0.8917258598628565,8.648503090570503e-30,1.5766597155983532e-27
P15170,-0.20068894413353539,0.2317317982749377,0.5659006582217903
P15260,0.34767409337980715,0.9301380326346869,1
P15291,0.3505644454853416,0.015584093755773765,0.07110348761475452
P15311,-0.14241212628905997,0.6146579943934758,1
P15498,-0.11967781399105715,0.7862170388299412,1
P15502,0.16343429985725091,0.6088842009585993,1
P15529,-0.7517428291865484,7.568084525241847e-6,8.88995620494735e-5
P15531,-0.26262965960034995,0.5092373586142213,0.9501307888528993
P15586,0.04141629105254275,0.9886003406713488,1
P15880,0.18001756209467815,0.27339143410386546,0.6347343760783544
P15907,0.6623885092591879,1.5250856211623915e-8,2.8170414138915894e-7
P15954,-0.5058802733905898,0.08509688443867644,0.27300018091153044
P16035,0.1429599709645921,0.7058622786882013,1
P16070,0.30542668569351406,0.06354224987424777,0.2160848773095871
P16083,0.20936495972374508,0.28724532820293097,0.6570756471112328
P16104,1.0550150948362185,2.1295907022442298e-7,3.2949718872730834e-6
P16109,-0.7074143087923274,4.253660058407745e-12,1.4268477299922938e-10
P16112,0.22962844757820522,0.060211475588875484,0.20762065554618
P16152,-0.11008612250231513,0.8047448508247895,1
P16157,-0.033396044078376735,0.9999999999999833,1
P16219,-0.31311936779686006,0.031266123969527417,0.1247372576633953
P16233,-0.2011940007444643,0.36233548425754586,0.7638374487138712
P16278,-0.18919915844980328,0.2636247301438771,0.620854444587336
P16284,-0.7319622034420021,4.101755690711364e-23,4.648286921933176e-21
P16298,-0.2671150252259475,0.011538156991067723,0.055481069109572206
P16333,3.921006912810821e-5,0.9999999999999878,1
P16401,1.4341227860145438,1.2258344957216075e-5,1.374311240791631e-4
P16452,0.2766848859535938,0.16503417696749256,0.44673228148786076
P16519,0.022174558540591263,0.9978819534236624,1
P16591,0.08485728499699344,0.9778407000451345,1
P16615,-0.5164050143897492,5.010387351125371e-11,1.4194969029235596e-9
P16671,-0.6893238288732169,1.1588186837071875e-6,1.567395722833625e-5
P16870,0.1796138635568136,0.5265232287869627,0.9706505151114404
P16871,-0.4456362688484664,0.00812493419887341,0.04195547918211355
P16885,-0.1748267852644946,0.20244006919832505,0.5172646009436788
P16930,-0.1211393511303168,0.7971283376522689,1
P17050,0.016944053465010694,0.9984016248489708,1
P17096,0.33048206615552683,0.33629271849488324,0.7245946212324668
P17152,0.013619593941043295,0.9790657108521578,1
P17174,-0.38618275189135737,0.01256513976632082,0.05928309595911537
P17213,0.3762204076337969,0.020875899475809086,0.09005416306797069
P17252,-0.40451105233395646,9.385336084976126e-6,1.0790364277025606e-4
P17301,-0.7860841835756321,5.7461093796555085e-18,4.81868732577911e-16
P17612,-0.31757126317486706,0.24089682773346865,0.5801725437601575
P17655,0.729805344885846,2.565499311702512e-28,4.302855445587453e-26
P17812,-0.15000794935618855,0.6481919280808809,1
P17813,0.19784737828823942,0.5602585599981911,1
P17858,-0.36518845246824416,8.469643410527767e-4,0.006122968072472919
P17927,0.2225321246897392,0.2829902802042404,0.6498237923857502
P17936,0.2626549301165354,0.08758433655788245,0.2788467146447996
P17980,-0.4319155345484103,8.296828482198503e-5,7.595529036884341e-4
P17987,-0.6191930594119498,3.578679979559255e-13,1.4290862051706624e-11
P18031,-0.27280617289512155,0.07915462556007788,0.2562898416783062
P18054,-0.4430323393198633,3.4194989203573064e-6,4.2170467567818194e-5
P18065,1.5695253936677296,4.375512909193143e-30,8.339329831021296e-28
P18084,0.05184801337825652,0.9982376663477812,1
P18085,-0.04656853001699735,0.98900670987458,1
P18124,0.19694104612752225,0.3666502770640242,0.7702227513674615
P18206,-1.3463874548008292,8.76853471196547e-79,9.191616511817805e-76
P18428,0.8150619408577533,4.657849718301229e-13,1.842487157437458e-11
P18433,-0.29985747306991,0.0015588483044978291,0.010260990487848348
P18440,0.26919572748559656,0.18517152154223185,0.4826023563967783
P18621,0.3589131170170304,0.030030469689132356,0.1206127581362738
P18669,-0.8078149607362536,1.766595531537767e-10,4.5755512506547465e-9
P18827,0.12108347458934696,0.7810047066066819,1
P18859,-0.35513305860447125,0.08821746222994031,0.280436557338999
P19021,0.05610485787712885,0.9998937745763907,1
P19022,0.20119505935821394,0.20209276844655893,0.5170073081735336
P19086,-1.0000037582197194,3.522910931804174e-19,3.3571739856942956e-17
P19105,-0.5589017185564362,1.0113767538987786e-6,1.3768515354212919e-5
P19237,0.5350530919623095,0.09417542789227593,0.2951252385293819
P19256,-0.3922412625505969,0.043728216125013944,0.16168642875853922
P19320,0.028137127850807506,0.9999255943090732,1
P19338,0.8403368550055554,2.1207371618547925e-10,5.455368662366347e-9
P19367,-0.5758581311325188,8.382740485264206e-15,4.087073355199165e-13
P19404,-0.14455592327735223,0.5413180700632447,0.9832267884904494
P19474,-0.20138413756223086,0.31502960338687525,0.6933958671922141
P19525,-0.09901571795708047,0.9094429257103935,1
P19623,0.11170347646167844,0.8695150249596592,1
P19634,-0.16809402303773996,0.4661414829226632,0.903495756267502
P19652,0.5231881660414153,2.160858781219071e-5,2.288000219608981e-4
P19784,-0.1671800249752116,0.5429611814340377,0.9842785273467013
P19823,-0.26390775349357565,0.0479577980684466,0.1739507329593396
P19827,-0.046217528203408326,0.9999999882967,1
P19838,0.12978555633864253,0.6362038578535227,1
P19875,0.1314342318891611,0.7996979558048141,1
P19878,0.4847676239794728,0.016268720742195424,0.07365660858766682
P19883,0.5660285551734456,2.875278076039718e-4,0.002363929602516576
P19971,-0.3977725189510382,0.0013884975795082184,0.009342181225030749
P20036,0.07252707045474381,0.856425641456164,1
P20042,0.15936283613503027,0.5152726059349095,0.9572609821378271
P20061,0.39990293018542566,0.14205080364922504,0.4019021725379221
P20062,0.2148081294954686,0.3889366368208326,0.8021698564632324
P20073,-0.7075760227777075,1.3108046261773154e-5,1.4617563291386922e-4
P20338,-0.11780202303884676,0.6608043650344115,1
P20339,-0.2885603440281195,0.04833941023403802,0.17488105876731788
P20340,-0.5091121982602543,7.195376028729995e-5,6.630815755706564e-4
P20618,-0.3037981030890903,0.03263810221533758,0.1293493030140931
P20645,-0.5283198826410613,0.006819243644465702,0.03623965602185639
P20674,-0.2517288537139913,0.15891363702161143,0.43607649216728844
P20700,0.6095248509908757,1.6651983647141264e-6,2.181930232264479e-5
P20701,0.03492550182824567,0.9846759374401284,1
P20742,0.11704376381832185,0.9948600534896654,1
P20774,0.48342120573926456,0.0026985362798398155,0.01639849655270775
P20807,0.3724384824580738,0.11071313907799953,0.33373126682534293
P20810,0.20652463350452926,0.2916287736517924,0.6635340948197695
P20851,0.1844313321995653,0.33646213392311297,0.7245946212324668
P20908,0.5476666734454317,4.978778375368203e-4,0.0038731016192799393
P20936,-0.2211726302483894,0.24386519251353211,0.5846350784501088
P20962,0.37838495746031126,0.06187626474909985,0.21162086304484148
P20963,0.12950159312496304,0.635611012471728,1
P21266,0.14045839207401054,0.6733347211964882,1
P21281,-0.06456965588562188,0.9966248088774265,1
P21283,-0.12413323390047312,0.76250836594281,1
P21291,-0.5298371793127323,3.817264303716815e-4,0.003048721757235163
P21333,-0.9456542888642896,6.309890852128491e-119,2.645737234297476e-115
P21399,0.10969498146710394,0.9226236668110795,1
P21730,0.3721558906774324,0.3032823250813225,0.6782201541685255
P21731,-0.3503041740574924,0.14543062908764484,0.40898097100234393
P21741,0.5255659591868964,0.12538544712344007,0.3687116491415994
P21796,-0.451279578997107,0.030126425486501685,0.12076491593202826
P21810,0.4427982408622452,7.032097570492738e-5,6.508959186109504e-4
P21912,-0.06425854246143109,0.967931224083832,1
P21926,-1.0321105864551612,2.5688099018180596e-5,2.679358188637593e-4
P21964,-0.2737261332567123,0.029640337218117933,0.1193870643185096
P21980,0.7377095422462993,1.3241639196459989e-5,1.4688410886443582e-4
P22033,-0.08694918520392414,0.9614379547125997,1
P22059,0.2111220713902656,0.2998699198066348,0.6734625461966897
P22061,-0.0832665230647761,0.9293615624824738,1
P22102,-0.0776077427373971,0.9938933541418391,1
P22105,-0.10725802840379264,0.9998079067151799,1
P22223,0.6435339817831359,2.796030931256402e-6,3.4996291626143564e-5
P22234,-0.2996511112393325,0.033620959459371914,0.13233722857015656
P22304,0.27966116832285226,0.4112181306601797,0.8329650347140741
P22307,0.3304985594953582,0.062060378137298824,0.21190485792320354
P22314,-0.38961691115153796,3.638135088508856e-7,5.409468236211927e-6
P22352,-0.13012102390847136,0.8950009958296954,1
P22392,-0.8551607084524386,5.802537029125234e-10,1.3516687646178947e-8
P22466,-0.07050218291898874,0.9176341489965657,1
P22570,0.0063239321505638435,0.9999116290514097,1
P22626,0.7142880524424864,8.657382245940825e-4,0.0062158225611695
P22681,-0.22821114798645398,0.32062157419710696,0.702385716096379
P22692,0.364803849593267,0.001020813768028383,0.00716963505752598
P22694,-0.3466491354908914,0.002822614200422951,0.017002184709490827
P22695,-0.46713071638993864,2.562435337012863e-4,0.0021360420214900466
P22748,0.42731594402116235,0.08105849829108058,0.2618476759125585
P22792,0.36199633362271944,0.012235667171408436,0.05803637154945201
P22891,-0.39072108446959003,0.0033783923421517622,0.019895504340789804
P22894,0.2722696879766169,0.1029392560427244,0.3173708092552525
P23083,0.762198378961639,0.0023030078392527456,0.014477529040459913
P23141,0.04148184482283939,0.9931693057902895,1
P23142,-0.16326513607121593,0.7250074784320102,1
P23219,-0.7644751684043212,2.319631580513115e-12,8.384668290596114e-11
P23229,-0.6209943535500754,1.5297922560392778e-19,1.4917253324587654e-17
P23258,0.15770216093007122,0.48787626638661796,0.9305624946104004
P23280,0.01636770647040706,0.990961346474438,1
P23284,-0.0625236701978785,0.9461289375371176,1
P23327,0.2425357333340426,0.22124709874892148,0.5489284526948094
P23368,-0.36478563893429505,0.002349483442515204,0.014725536733133409
P23381,0.7746126496579865,1.055182144499769e-17,8.347884399787794e-16
P23396,0.4711568766438734,0.007624273183063712,0.03991083327913376
P23434,0.09191081585696739,0.7290058843104193,1
P23458,0.0771962174288814,0.9850930214283214,1
P23467,0.12758062768789397,0.8453768697707611,1
P23470,-0.009868817024391307,0.9999978742224337,1
P23471,0.08706515503807097,0.9869599526661033,1
P23526,0.03688471952670493,0.9952563499008011,1
P23528,-0.487843161922653,5.774064240039415e-4,0.0044260788589552584
P23560,-0.5087512085279945,0.004665242244807828,0.026047084863487648
P23588,0.09602439784474903,0.9276236556528364,1
P23634,-0.07784137557069629,0.9242983710680668,1
P23743,0.011715363814452017,0.9999999428048097,1
P23786,0.16179089476703898,0.5724499663291955,1
P23919,-0.27639094805881415,0.7007375621362193,1
P24043,0.626485087486105,1.99898297724048e-45,9.313039581743704e-43
P24071,0.29713325018325565,0.3738325131793499,0.7802288341269359
P24158,-0.1476221156386297,0.9457923958468977,1
P24298,0.601937456398035,9.836599259918227e-4,0.006955288481760055
P24387,0.4560718385558009,0.0021564757956106053,0.013658765877636356
P24390,-0.20816942562473967,0.38680542297667897,0.7989253957290415
P24534,-0.15510262633031682,0.6459534662095995,1
P24539,-0.5007717857284573,1.7052050436356674e-4,0.0014681570324362122
P24557,-0.7414395292231619,4.399930146582352e-11,1.2723384210082622e-9
P24592,0.13522440649035053,0.7247482303284096,1
P24593,0.33848038845051165,0.35396999327766415,0.749215639481699
P24666,0.03187406732474647,0.9983880630612553,1
P24752,-0.2289892607595617,0.2527574852407075,0.6014824833225236
P24821,0.9024510450266505,6.107690341715529e-55,4.2682576004688686e-52
P24844,-0.5650720211083331,0.0019352345892843321,0.01250298710765671
P24855,-0.4216858461688856,0.03572543460634571,0.1392229262148551
P25098,0.08993306975525908,0.9054269706104352,1
P25116,-0.6850929198631244,9.467941783323484e-6,1.0846743141386713e-4
P25311,0.33540308150985926,0.003510181919024027,0.020413582228110603
P25325,-0.3033415603042956,0.01976460101447274,0.08623618319842268
P25398,-0.0910930173519553,0.8061413817400521,1
P25685,-0.0987358187921428,0.859091936659222,1
P25686,-0.07483408778059847,0.9115108249803374,1
P25705,-0.4608985380646932,1.445079035106257e-4,0.001264972107348755
P25774,0.04498525779496507,0.9756711706284461,1
P25786,-0.5022460229155102,5.252376051371367e-5,5.062807536413826e-4
P25787,-0.5556070139549909,5.8037385544703876e-5,5.471024873862996e-4
P25788,-0.5827920993622777,4.7449644242027306e-5,4.6376773498093356e-4
P25789,-0.5796012301010636,1.1834925229435688e-5,1.3339742335221464e-4
P25815,1.0492890029308297,0.002588648314315575,0.015822452451786016
P25940,0.6339347785168897,0.40709212386445803,0.8282082849896519
P25942,-0.29390108883929633,0.5700514053665665,1
P26022,0.8591760110478539,2.438596820419939e-14,1.111417007393566e-12
P26038,-0.6399488218393357,6.83080631256151e-13,2.6519973026454086e-11
P26196,0.03111194462912913,0.999985902380875,1
P26368,0.9315625214880664,4.839169710857108e-7,7.04536062417495e-6
P26440,-0.130817122553937,0.8601620273909345,1
P26447,-0.14476198509017602,0.6298855999304189,1
P26572,0.6515986408742025,3.7370115210113247e-7,5.536851345441868e-6
P26583,0.8352576140069667,4.464005545333917e-4,0.0035117401972955186
P26599,-0.05975794800343198,0.9983935542383493,1
P26639,-0.13275166008083825,0.8527873548776749,1
P26640,0.1908799072137798,0.33919327514526687,0.7278594691320901
P26641,-0.34106706107369894,0.05970618705778851,0.20621749780338322
P26885,-0.610663101910359,0.07180732474567204,0.23773584113540894
P26927,0.38763335869511484,1.9706872867942166e-4,0.0016726906464631884
P27105,-0.7058984679873388,6.547379997274193e-8,1.1205373195334976e-6
P27169,-0.11111225206133966,0.9055402225781745,1
P27338,-0.2372730285664107,0.3238906954659323,0.7076986378784024
P27348,-0.5138471627020347,6.592843616437947e-5,6.129444187078562e-4
P27361,-0.047038982185222525,0.9918622878673551,1
P27448,0.06476231671481533,0.9566426792121114,1
P27449,-0.49641932708297914,0.9903165260081782,1
P27482,0.3116886834924433,0.2575415902633393,0.6107872669537227
P27694,0.6276043541865661,0.007032474626766622,0.03718432044140283
P27701,0.13540075996956968,0.9139218514214259,1
P27707,-0.07470931181863347,0.9292944305710147,1
P27708,0.12022041655939185,0.970917011590475,1
P27797,0.5433093584233758,8.361615581461268e-13,3.216537076428174e-11
P27816,-0.07473758784752918,0.9665666181519132,1
P27824,0.057615226771689385,0.9996987518934881,1
P27918,0.11944188933183228,0.7033236038657444,1
P27986,0.007546269312638598,0.999999998666955,1
P27987,-0.188240416847896,0.8156399177054594,1
P28062,-0.6884431453348736,1.565620651828095e-5,0.00017140071522493997
P28065,-0.26017399873519437,0.21246298724064608,0.5334356437718732
P28066,-0.13283705120096187,0.6298260251055435,1
P28070,-0.4085405808819974,0.0033904765644904747,0.019938665126098962
P28072,-0.3235666025522149,0.12164081415223775,0.36096244426067436
P28074,0.12746595969072153,0.8614708433621816,1
P28161,0.07803286683990264,0.9623687137526377,1
P28288,0.09206667044895346,0.848726059395517,1
P28290,0.012728718880642913,0.9999991370011947,1
P28300,0.4598322770095561,0.0106604218068945,0.05203626150909039
P28331,0.0033813927091380976,1,1
P28482,-0.07155699697889675,0.975272578752737,1
P28676,0.4109666976279107,0.004691236289793451,0.026157385323276515
P28799,0.4145372109399201,0.01015589537259288,0.05037727720805544
P28838,0.11604535780131742,0.9811204518343579,1
P29120,0.3306163887467122,0.03291447143933975,0.13019847051429395
P29122,0.25567754779715146,0.021615653779994384,0.09229575997914098
P29144,-0.1381940946002382,0.7702689482766606,1
P29218,-0.2060527788799881,0.429796465975776,0.8569360826611644
P29279,-0.03604351441329532,0.9998628084772034,1
P29350,-0.333487037264534,2.5304259937776673e-5,2.645904287259292e-4
P29353,-0.10574111376674229,0.7995542850606479,1
P29401,-0.7574528423439985,9.794874013058153e-10,2.244257198729663e-8
P29622,-0.21638773237367848,0.1757766857567404,0.46903691229565614
P29692,0.13692715815697265,0.6865779223292594,1
P29965,-0.25151500378433644,0.4773849411414462,0.9215815185110884
P29966,0.1884765615437048,0.43920308632561883,0.8699001138230136
P29992,-0.48273325949067286,7.630649771294464e-4,0.005615165726294832
P30038,-0.0926014751446768,0.9147173769696733,1
P30039,0.35196231876147266,0.017217393700681937,0.07701039260153447
P30040,-0.0565473170122376,0.9803319533042602,1
P30041,-0.6085204085578528,2.143304609078902e-9,4.6564125522631276e-8
P30043,0.13067791740089504,0.8100742138557853,1
P30044,-0.4497857427744742,0.002544174509093626,0.015677972332546305
P30046,-0.1769215897653656,0.7267331849843848,1
P30048,-0.553675673849638,0.0032395967462176003,0.019213053970142006
P30049,-0.7152236651437158,0.0038045393534801623,0.02188262484107314
P30050,0.27969808848077193,0.2285912472989931,0.5615015230958864
P30084,-0.2548567128483985,0.0644117710551567,0.21779568521262432
P30085,-0.28476785684157685,0.08740196827539584,0.27847754785618145
P30086,0.11893865021721314,0.7910441902686851,1
P30101,-0.24529315299651883,0.0015875861987850672,0.010417447467145206
P30153,-0.3641659812710412,9.507931462530796e-7,1.3114064678418298e-5
P30154,0.23356994791406094,0.8052502771462885,1
P30260,0.40449115528855334,0.19518233041958044,0.5019669996621051
P30273,-0.8141301128380823,0.003295530548075348,0.019489646809703717
P30405,-0.9380080022326651,1.6199174781793304e-4,0.001406276187578868
P30419,0.13468790917014326,0.6956363902588392,1
P30520,0.11032641231478821,0.7110240181489367,1
P30530,0.29241147936795125,0.12175253350413559,0.3610384533117684
P30536,-0.14556158146145023,0.7200562683387102,1
P30566,-0.008643782800498016,0.9999999991051822,1
P30622,-0.12952763466042053,0.9041076544566629,1
P30626,0.22922846688736243,0.19292444995800836,0.4983805279540274
P30740,-0.7841908769101488,3.870316848625209e-12,1.319368987502886e-10
P30825,0.08378808161878996,0.8990607566854876,1
P30837,-0.1253564915147718,0.7221930504435998,1
P30990,0.09222175841892465,0.769452132510466,1
P31040,-0.17179895591623526,0.643397602569943,1
P31146,-0.8662543449314937,2.0382853108072412e-13,8.461911196252239e-12
P31150,-0.377065812368049,0.004509380971427329,0.025244104690513736
P31321,-0.15148212785810616,0.7975648864781446,1
P31323,-0.2729431935159846,0.14320527379233564,0.4037274778827879
P31327,0.3397811917078256,0.0013242714498428623,0.00897038802777241
P31431,0.10704173824950636,0.8309740535344305,1
P31483,-0.05492577742508589,0.9534974973246217,1
P31645,-0.2174247810315274,0.49544612734783333,0.9357682936799392
P31689,-0.018153788887638158,0.9999920946125275,1
P31749,0.1732465994254942,0.7678530967020127,1
P31751,0.3066210309009916,0.04391277341733669,0.16222577880078654
P31930,-0.2015500741769144,0.3426922458010594,0.7312001622248888
P31937,0.22052583892650418,0.1351053500840224,0.3890774264438915
P31939,-0.01993764035616367,0.9999999844185736,1
P31942,0.4368771473182843,0.0025701184318388855,0.01577819412108411
P31943,0.2920143020747785,0.025330597066251105,0.10501395344488879
P31946,-0.4600465626421135,8.648657990092399e-6,1.0045380319240284e-4
P31947,0.6548894941152001,0.0020858490785325527,0.01333226400348627
P31948,-0.3358752350357148,3.309660247495912e-5,3.393008659596665e-4
P31949,0.49076314176156943,0.22732732250962912,0.5598720794246691
P32019,0.02500169141923754,0.9999998930758183,1
P32119,-0.17506884313614962,0.3915550804379865,0.8047992413119986
P32189,-0.2512925324629072,0.12601061844054826,0.36974220647221795
P32942,0.32387920047126917,0.21653868993484948,0.5408038098460998
P32969,0.13146704527573927,0.7032388196156651,1
P33121,0.1117738232208005,0.8276683865541976,1
P33151,0.15860214787886423,0.6459065262541563,1
P33176,-0.15444371164144655,0.5840220456162134,1
P33241,0.45579800190049946,0.003006490460058068,0.01795757051142946
P33316,-0.047192753255112414,0.9879277054335143,1
P33527,-0.31736983468457974,0.0024077727680792502,0.015068345099337755
P33908,0.6981166622499027,1.7901868091609013e-16,1.0872510669347684e-14
P33947,-0.12062628781725455,0.7397077060311661,1
P34059,0.1942228099235246,0.7010431964352957,1
P34096,0.4777863376665833,5.448438226797922e-4,0.004199503949441854
P34896,0.018995505742876354,0.9993508715889083,1
P34897,-0.1109547640354002,0.8445644023217077,1
P34913,0.0578144014885923,0.9955969463772781,1
P34932,-0.1738764157158747,0.4643533881130755,0.9015693925952957
P34947,0.10796623111306833,0.8738607681825662,1
P34949,0.08436792677496083,0.912411589814051,1
P35030,0.20799790179867578,0.4022712576410933,0.8211895731689893
P35052,0.5176858659544344,5.8787199574594165e-9,1.1572522432688889e-7
P35221,0.2610480506575838,0.13608470247345295,0.3910919516594847
P35222,0.30786800820035604,0.004147261893554554,0.02340439989188997
P35232,-0.40130324141726703,0.0902811792276157,0.28569734679350384
P35236,-0.17497607632706436,0.6561075958262668,1
P35237,-0.4932402372666759,4.495117980699249e-6,5.463197012484624e-5
P35241,-0.4001369995556573,4.847362550073031e-4,0.003784914557254417
P35244,0.5238079396797944,0.002623491054404138,0.0160120785896893
P35247,0.15265079946712495,0.7487973544274357,1
P35268,0.6183741381281497,0.0029777271127392506,0.017811140918281995
P35270,0.02939791961179798,0.9659644146987342,1
P35442,0.9876573268003364,4.134125293379539e-39,1.3334144119338776e-36
P35443,-0.1412632342839361,0.9733835978250254,1
P35475,0.16882396539717143,0.4940731097977509,0.9352815121363294
P35527,0.7791352086356684,3.45551503277042e-11,1.01321500226618e-9
P35542,1.1494044071942697,2.2432162887729231e-7,3.458016874567966e-6
P35555,0.07543396581387307,0.9999991561417435,1
P35558,0.4743575609932383,2.1112093306961797e-5,2.241088790787109e-4
P35573,0.07177107725682633,0.987075083960472,1
P35579,-0.9736533084906852,1.1046807956171288e-89,1.5439755253408738e-86
P35580,0.003282631507672433,0.9999999999971905,1
P35606,-0.07266371067764146,0.9995347155122425,1
P35609,-0.19511033735979957,0.6151072737415608,1
P35611,-0.27125415427316846,0.030903855384109512,0.12340939583387732
P35613,0.02001655683171863,0.9989807746706243,1
P35625,0.039894883923490755,0.9971692128609659,1
P35637,0.5017343200182759,0.0011878794920966306,0.008183745346923763
P35659,0.4727053014502821,0.015544970480076997,0.07100224534091815
P35749,-0.6583769999115656,3.107918520724645e-11,9.177114336196082e-10
P35813,-0.12878009651916106,0.685537332937955,1
P35858,0.06718172246969345,0.9993045664565969,1
P35908,0.8440062778348799,1.3407516353379784e-11,4.1953519455015993e-10
P35914,-0.32137310426868076,0.046809144717797437,0.17022614380028156
P35998,-0.12078294475544193,0.9790525443953311,1
P36222,0.7452867825317913,8.458594939181759e-8,1.430116474999561e-6
P36404,0.19489546834612223,0.3680045480891074,0.771135967085271
P36507,-0.06509519963136573,0.9379075868314983,1
P36542,-0.6863818292400878,5.8921241068322185e-5,5.539389322858182e-4
P36543,-0.10403569705273591,0.8386438475447107,1
P36551,-0.0425759952490451,0.9983749976054648,1
P36578,0.22389885664231884,0.2640683857983748,0.620854444587336
P36639,0.047076180136019385,0.9329275605727865,1
P36776,-0.016113841848882194,0.9999998466260123,1
P36871,-0.14135469514989027,0.8612668306551798,1
P36873,0.04004542049139603,0.9407420412608409,1
P36915,0.03608812741494907,0.9996019587972325,1
P36955,0.23843137125106792,0.20916504047937998,0.5296068929529228
P36957,-0.44991317609753867,0.0054937636624605565,0.02998223335275632
P36959,-0.21014068067038905,0.33611014470410266,0.7245808929276619
P36969,-0.2309387754247269,0.3294653522082996,0.7172628358304258
P36980,0.8279211632262569,1.0707190522011934e-5,1.2133851313188118e-4
P37108,0.3005438139121708,0.19450733541759205,0.5012718238512376
P37235,0.08879644833529529,0.9263277428219937,1
P37802,-0.5485465951125128,1.051422378856666e-5,1.197992944170109e-4
P37837,0.007643796350068508,0.9999887957494953,1
P37840,-0.35124055081934874,0.12966234720651618,0.3778139137157209
P38117,-0.17690587993244258,0.6472191403974714,1
P38571,0.06946415961608304,0.9075174308623086,1
P38606,-0.20228805282347187,0.1908293926701194,0.4939182984356856
P38646,-0.33446006853501553,0.002586594682736317,0.015822452451786016
P39019,0.5493510685759702,0.0034985109145033886,0.02040983774872385
P39023,0.200985576056586,0.40626834802837364,0.8269335841179469
P39059,0.3556885190107342,0.006714548019405444,0.035773951518890755
P39060,0.3233135182612315,0.0010448294474269036,0.007326036577025095
P39656,-0.49335915736096425,4.421932230679456e-4,0.003485180797601308
P39687,0.4716915898521568,3.7786298096786604e-4,0.003023624960302027
P40121,0.38646315229220146,0.05642351850421747,0.19715317757348655
P40189,0.23822581941335674,0.3373082251789494,0.7256703750092811
P40197,-0.9116035979679374,3.9282239346657095e-17,2.7001709767300525e-15
P40227,-0.5113656311309202,3.5030367194573736e-8,6.197566651765725e-7
P40238,-0.49077477292840493,0.021514915132756662,0.09205310117515171
P40616,0.05106213650513496,0.9753304430275829,1
P40763,0.1905075871296016,0.22321584011657764,0.5531584028420864
P40855,0.0713038357372632,0.8960069714514578,1
P40925,-1.1206761123602043,1.602082511926381e-8,2.933420075330706e-7
P40926,-0.8714897595372328,2.4783192769208255e-11,7.422566234377873e-10
P40939,-0.3968238218845022,0.0010036628108867599,0.007084778057320175
P40967,-0.28814503828545873,0.44101487243622944,0.871841282472942
P41091,-0.08930376416522567,0.9786115662015011,1
P41159,-0.2827979127792874,0.13898558960040902,0.39590120733323036
P41214,-0.2056728081580637,0.30587045165015697,0.6818260519771973
P41218,0.9316952497185251,9.347311120214612e-10,2.153476677310982e-8
P41222,0.26194096889967095,0.2834488734548768,0.6505205946339893
P41226,-0.5425926975299569,1.080141872246794e-10,2.921957980858585e-9
P41227,-0.07596299874945489,0.9696446130956632,1
P41236,0.09919144877164507,0.7273192922837975,1
P41240,-0.3653620593240458,0.0011988502098559059,0.008240621196599693
P41250,0.04456375491603521,0.9999980579544747,1
P41252,0.013461709027832685,0.9999999098840251,1
P42025,-0.26669911313403216,0.6642139466218944,1
P42126,0.6456672005419428,0.042813874525582954,0.15928888721008813
P42166;P42167,0.5219022437646978,0.0196190006316255,0.08595869346750859
P42224,0.006830817771484457,0.9999999999962245,1
P42226,-0.021309290866829346,0.9991722587616663,1
P42229,-0.16874976350640186,0.38172190531858297,0.7919643488376142
P42331,-0.1903021340403297,0.5584193699057931,1
P42338,0.051449370736393475,0.9959802149802474,1
P42345,-0.01120819250676862,0.9999999838589704,1
P42356,-0.041402724137967514,0.9999999954039864,1
P42566,-0.1230764585793639,0.8709980711047733,1
P42574,0.0010771654047561723,0.9999999998380993,1
P42680,-0.014593182591202073,0.9999992071290003,1
P42704,-0.003042727356843096,1,1
P42765,0.13402199240275073,0.8389732188325107,1
P42768,-0.15891950272565405,0.712706583807142,1
P42785,0.10011266211430012,0.9310764598908035,1
P42830,0.02241021101699813,0.9788406267217844,1
P42858,-5.609199423812275e-4,1,1
P42892,-0.17801262248179023,0.55992116580007,1
P42898,0.07105902600300748,0.9754426955424106,1
P43034,-0.32397200128612147,0.019207291153431744,0.08468577477007287
