PG.ProteinGroups,XTT001_EVOSE...0_S3-H7_1_1609,XTT001_EVOSE...7_S3-A2_1_1616,XTT001_EVOSE...2_S3-D2_1_1621,XTT001_EVOSE...9_S3-F2_1_1632,XTT001_EVOSE...4_S3-C2_1_1637,XTT001_EVOSE...1_S3-H2_1_1644,XTT001_EVOSE...6_S3-B7_1_1649,XTT001_EVOSE...3_S3-F7_1_1656,XTT001_EVOSE...8_S3-G2_1_1661,XTT001_EVOSE...5_S3-D7_1_1668,XTT001_EVOSE...0_S3-A7_1_1673,XTT001_EVOSE...7_S3-B2_1_1680,XTT001_EVOSE...2_S3-C7_1_1685,XTT001_EVOSE...9_S3-E2_1_1692,XTT001_EVOSE...4_S3-E7_1_1697,XTT001_EVOSE...5_S3-G7_1_1604,XTT001_EVOSE...7_S3-A2_1_1759,XTT001_EVOSE...2_S3-D2_1_1764,XTT001_EVOSE...4_S3-C2_1_1776,XTT001_EVOSE...7_S3-B2_1_1819,XTT001_EVOSE...9_S3-F2_1_1771,XTT001_EVOSE...1_S3-H2_1_1783,XTT001_EVOSE...6_S3-B7_1_1788,XTT001_EVOSE...3_S3-F7_1_1795,XTT001_EVOSE...8_S3-G2_1_1800,XTT001_EVOSE...5_S3-D7_1_1807,XTT001_EVOSE...0_S3-A7_1_1812,XTT001_EVOSE...2_S3-C7_1_1824,XTT001_EVOSE...9_S3-E2_1_1831,XTT001_EVOSE...4_S3-E7_1_1836,XTT001_EVOSE...5_S3-G7_1_1747,XTT001_EVOSE...0_S3-H7_1_1752,XTT001_EVOSE...9_S3-D2_1_1863,XTT001_EVOSE...1_S3-A2_1_1868,XTT001_EVOSE...6_S3-C2_1_1875,XTT001_EVOSE...3_S3-G2_1_1880,XTT001_EVOSE...8_S3-E2_1_1890,XTT001_EVOSE...0_S3-F2_1_1895,XTT001_EVOSE...7_S3-H2_1_1902,XTT001_EVOSE...4_S3-B2_1_1907
Q15311,18.349499586771703,8.270209561016019,13.672079831064606,6.891183562134563,4.755204443719833,5.086230283353909,21.368494955369158,7.437588363825515,14.528296143556236,6.710753196611554,11.569349009146276,7.361511740421379,11.802322996390595,8.931327071461675,7.754448656927747,7.6650345421504475,11.790623664292013,14.352421625741872,16.695918366522815,7.841059889637908,9.95088282969952,21.047045696948228,8.162641895686258,11.275862541746028,9.640047784787818,22.679467611981597,7.873547714198197,11.916945842485822,12.7224141078083,15.418855671095153,9.518715329953247,9.480536189097675,13.905411233559642,15.95767766632492,6.878632123490674,12.169059166197107,20.396575874438287,10.044628776335431,14.769470404076985,17.672823130243064
Q15363,51.389310731135666,15.084652398487833,39.31961516616359,18.948352931730554,16.33559247725106,20.499138278068752,55.87704330040109,16.13353001591383,37.681754220430136,22.08037124685499,16.937354347408093,14.059132846353657,17.170115278409487,32.98142052802314,23.405293101693584,26.882647627284957,27.984153739797936,29.19489747082053,19.151416650100405,31.09006576873172,22.60034502269708,38.25992482380869,21.078819782429917,40.07464823524028,26.3802134255026,24.50952163894121,28.27843626321973,35.31691412648009,33.4323307741996,20.36182408082016,35.394737759549464,19.22949836978278,37.391301033700806,23.375598590027604,25.152888606560293,43.03913730456962,61.15363902415197,16.10203176114745,49.83328096067309,51.60365151596214
Q15365,110.71975390568952,96.18101352117804,123.50026934062974,45.392847409706455,50.910686837091184,49.0771561224251,136.31372496374885,76.5099031040709,90.55306199690197,65.25116055733258,79.69628622944632,54.31414061464242,104.04098102706956,92.22066718468778,85.97572559363813,50.10224947191919,66.76369967847364,117.79838716079139,97.86174467730334,114.57158143226007,78.19854285940828,149.63193789355856,74.7741645168765,82.50895165116684,93.50635141277188,115.69566932633217,52.18714731293247,101.18840218605463,107.73635190290086,113.14595287137415,90.07875322581394,48.580748156440045,100.39955768257498,85.21469351551727,93.18442461233427,114.10048140297138,119.6397387751097,75.58968406714762,95.02424202298488,147.30105884833407
Q15366,100.50493767737161,82.95613440222773,101.48825532936355,24.70269311932333,28.117477373714294,29.4517243040801,132.74586362607047,46.655970519934634,67.29173778803325,34.32375186183311,50.13485493214534,29.53503532353077,57.991207962253256,71.32541544186428,64.70130778812114,20.608319345968788,41.54499691336521,90.67317586275587,50.766500764694584,67.94874566988214,67.38720825836853,105.23567434336852,43.36654400545833,66.07059784211032,72.12155718281898,89.40208441282317,16.91578229475326,78.5424806163013,80.56455879984533,81.99114193524177,70.55768916666179,37.4320045356644,79.55800610162314,66.42071103587854,57.43767408102109,85.62078657372257,96.84497373440713,58.50083469952471,80.8746805639163,87.3318190989275
Q15369,45.273227993452934,35.536870821380745,29.710187537077413,22.90207485167529,24.445327796373967,22.431153152578833,39.798791604636186,24.952864424754324,31.73809646989943,33.03019763496523,24.25995630832041,26.03538782535998,31.57518439118551,33.76112406333166,32.820542421076944,28.460947468874185,27.537826190043535,49.83953736087145,25.398397860350563,28.186206799931753,32.99621941144334,54.94799097801747,25.653542998870396,36.32086026285806,40.13172540453823,46.077117459093266,11.420555303198112,36.313932822586814,32.566827475506116,33.008948444168894,30.968119842340258,23.054498004232034,32.77943887610466,36.981470730643196,33.10057522726972,37.38916080906794,41.2216922389414,24.521779986617663,38.790192682337,35.25868094802088
Q15370,30.005361358043892,11.856895071839089,21.017803260080726,11.206830781488163,16.22526503675706,24.237727551096647,19.52393728117007,26.44467740204082,12.932875757825592,25.368096195463714,14.481463334331002,14.065678155950241,17.405948313683734,28.29847894348241,33.26313773821605,23.119215128851227,12.41827194431793,40.670971826496285,15.28920059203533,28.066976228776365,16.757480980643777,44.14228400457606,27.660652666818,33.444861784677286,26.48257199875224,25.020737881680205,17.653236889946854,26.014251953075266,23.166984080417404,26.394156104137135,30.2519752490484,20.666644173760194,22.75976504633917,12.886300990165326,26.142411137275342,35.65679283211755,35.49666236062439,12.784178256305088,30.909239201301308,26.435974605506754
Q15382,72.57411255887861,91.17093732522667,99.56510805561051,16.722481436930057,25.770654840648724,33.97892331774635,96.56718601171734,61.51713862351767,25.020164077390053,33.564725902486515,49.17282893708803,27.879587626918745,59.009178148106486,50.40461088877405,48.87014277008461,24.825280576475066,25.684387052627393,64.90286016784576,41.31623545615832,38.20982711667185,53.056802836991295,82.49116395470509,41.21864288135694,79.79617110160478,44.34421801164562,92.23774392773302,25.666294486538575,60.134012178594304,65.43893717674939,79.38203184525467,63.21371729803794,23.697017317729,60.43880496270505,72.70658039561525,30.8620185601844,80.98798930965144,85.42153191852057,49.23079232400169,65.57978259889558,45.9953356071939
Q15386,27.522337570002566,17.32508269212498,21.51982489967092,14.937753972561048,18.988814502547854,17.99230603352977,23.258357829910786,17.71372635589397,19.959385268721114,20.04263599105087,14.159055597007436,15.617993459395011,15.734684599394042,18.580566971375262,20.202693237053793,20.0507325314641,19.329332019531652,19.017917845841453,21.09987073050364,16.37527920984329,20.694203977214986,24.65139995508638,19.96293918446068,19.980253492447076,25.06940915802648,17.011335662979114,15.182398946491025,18.155317036130544,26.89715508137145,16.685138177993718,19.683533165288328,18.92584189002996,20.58121617033242,18.341923392781542,21.137903651253048,24.106349806487682,25.917316818095628,20.079103889155842,21.72842465280507,23.120418589455237
Q15389,46.16462145426349,24.532528347029892,39.40537695679169,27.346915274173686,33.77682528414983,75.04400178752309,54.34989419690949,31.759261218339976,37.496538830716176,27.012341419631003,27.477636107701652,38.312043161479004,28.378971763862758,24.12547737987222,36.4874205883175,44.29231050093338,34.792519812869585,46.186507532941945,33.60186109689799,34.590257384202715,28.54996948588403,52.53800133445789,29.593945721159642,26.891399117492398,42.70684096086978,61.44481201446226,42.99093681054402,33.9907958189027,35.269215192116924,35.94564487916043,36.821750332958395,39.710827964771624,40.09597457480025,34.36794514432326,47.47799072555485,46.42100127412629,55.66964159863353,29.235671503769492,50.16538567569956,59.35636168383818
Q15404,116.02817629997696,29.69475603114449,89.30191637454067,36.039982523491965,21.2896944269174,41.53198797978585,105.56896232735376,50.20117822109479,43.630540942169134,26.165597872039037,39.93029515837895,35.554572184927395,49.90330741249881,76.51606193907361,68.0522071566745,21.1524715075698,27.195547176351553,158.9915389563677,54.45237289906558,59.0189623876732,69.48704143013896,160.5849121317735,42.53400285556737,88.14032494535972,98.09373501957,131.28778756514666,21.672024085481475,110.80685137681618,98.92967148972724,66.04495314176727,86.23964062094807,62.02142792000118,98.75499779459064,105.32768901737637,87.1280631090874,112.64721969610821,157.21073695896766,62.524680550170125,119.96354690591295,126.72046302959392
